epoch,train_loss,step,val_qa_sas,val_qa_em,val_qa_bert_score,val_loss,val_qa_answer_f1,test_loss
0,0.41463345289230347,9,,,,,,
0,0.263004332780838,19,,,,,,
0,0.306234210729599,29,,,,,,
0,0.21406973898410797,39,,,,,,
0,0.315670907497406,49,,,,,,
0,0.10839724540710449,59,,,,,,
0,0.21355381608009338,69,,,,,,
0,0.09882748126983643,79,,,,,,
0,0.08587407320737839,89,,,,,,
0,0.09010113775730133,99,,,,,,
0,0.2576844394207001,109,,,,,,
0,0.2103811353445053,119,,,,,,
0,0.06931449472904205,129,,,,,,
0,0.1641579568386078,139,,,,,,
0,0.10745939612388611,149,,,,,,
0,0.13334539532661438,159,,,,,,
0,0.0998871698975563,169,,,,,,
0,0.18152287602424622,179,,,,,,
0,0.11318807303905487,189,,,,,,
0,0.06890612095594406,199,,,,,,
0,0.0932869166135788,209,,,,,,
0,0.16207027435302734,219,,,,,,
0,0.16255854070186615,229,,,,,,
0,0.104224793612957,239,,,,,,
0,0.21099160611629486,249,,,,,,
0,0.06852124631404877,259,,,,,,
0,0.14067766070365906,269,,,,,,
0,0.08749543875455856,279,,,,,,
0,0.07854635268449783,289,,,,,,
0,0.21383000910282135,299,,,,,,
0,0.11998327076435089,309,,,,,,
0,0.11187257617712021,319,,,,,,
0,0.13412684202194214,329,,,,,,
0,0.2712709903717041,339,,,,,,
0,0.08663659542798996,349,,,,,,
0,,356,0.34879380464553833,0.2328990250825882,0.8043143153190613,0.08708091080188751,0.3119967579841614,
1,0.1307167112827301,359,,,,,,
1,0.053982917219400406,369,,,,,,
1,0.14089487493038177,379,,,,,,
1,0.11145922541618347,389,,,,,,
1,0.07833169400691986,399,,,,,,
1,0.16386575996875763,409,,,,,,
1,0.1127685084939003,419,,,,,,
1,0.09020211547613144,429,,,,,,
1,0.10434973239898682,439,,,,,,
1,0.22453542053699493,449,,,,,,
1,0.17378981411457062,459,,,,,,
1,0.09811584651470184,469,,,,,,
1,0.1799296736717224,479,,,,,,
1,0.19423127174377441,489,,,,,,
1,0.11811240762472153,499,,,,,,
1,0.07767945528030396,509,,,,,,
1,0.09345914423465729,519,,,,,,
1,0.20997931063175201,529,,,,,,
1,0.08657559007406235,539,,,,,,
1,0.09068611264228821,549,,,,,,
1,0.1355653554201126,559,,,,,,
1,0.05455535650253296,569,,,,,,
1,0.15493476390838623,579,,,,,,
1,0.05353714898228645,589,,,,,,
1,0.10952095687389374,599,,,,,,
1,0.0986163541674614,609,,,,,,
1,0.13507109880447388,619,,,,,,
1,0.0971715897321701,629,,,,,,
1,0.062217067927122116,639,,,,,,
1,0.09782293438911438,649,,,,,,
1,0.2177598476409912,659,,,,,,
1,0.06959082931280136,669,,,,,,
1,0.04315990209579468,679,,,,,,
1,0.06720414757728577,689,,,,,,
1,0.046649638563394547,699,,,,,,
1,0.07416940480470657,709,,,,,,
1,,713,0.5236824154853821,0.46254071593284607,0.8611040711402893,0.09087305516004562,0.5148302316665649,
2,0.053535718470811844,719,,,,,,
2,0.0954214334487915,729,,,,,,
2,0.03537001833319664,739,,,,,,
2,0.05004092678427696,749,,,,,,
2,0.06107524782419205,759,,,,,,
2,0.07097634673118591,769,,,,,,
2,0.028182251378893852,779,,,,,,
2,0.044284623116254807,789,,,,,,
2,0.14586830139160156,799,,,,,,
2,0.06415987759828568,809,,,,,,
2,0.06151258572936058,819,,,,,,
2,0.06606689095497131,829,,,,,,
2,0.08346549421548843,839,,,,,,
2,0.03371110558509827,849,,,,,,
2,0.03313641622662544,859,,,,,,
2,0.10508374869823456,869,,,,,,
2,0.1353927105665207,879,,,,,,
2,0.04063209891319275,889,,,,,,
2,0.07707542926073074,899,,,,,,
2,0.04930516704916954,909,,,,,,
2,0.05714496970176697,919,,,,,,
2,0.042842693626880646,929,,,,,,
2,0.07767105102539062,939,,,,,,
2,0.04965582489967346,949,,,,,,
2,0.027094615623354912,959,,,,,,
2,0.05599263310432434,969,,,,,,
2,0.04573377966880798,979,,,,,,
2,0.041939448565244675,989,,,,,,
2,0.04871590435504913,999,,,,,,
2,0.050482917577028275,1009,,,,,,
2,0.04106809198856354,1019,,,,,,
2,0.10605603456497192,1029,,,,,,
2,0.0805579349398613,1039,,,,,,
2,0.03519993647933006,1049,,,,,,
2,0.028994489461183548,1059,,,,,,
2,0.04070385545492172,1069,,,,,,
2,,1070,0.5955790877342224,0.5537459254264832,0.8840619921684265,0.08464356511831284,0.5973178744316101,
3,0.058130182325839996,1079,,,,,,
3,0.03181874752044678,1089,,,,,,
3,0.05795741081237793,1099,,,,,,
3,0.05204496532678604,1109,,,,,,
3,0.02743958868086338,1119,,,,,,
3,0.03934890031814575,1129,,,,,,
3,0.05080925673246384,1139,,,,,,
3,0.028945941478013992,1149,,,,,,
3,0.017951207235455513,1159,,,,,,
3,0.08448126912117004,1169,,,,,,
3,0.03312345966696739,1179,,,,,,
3,0.04473978281021118,1189,,,,,,
3,0.025337927043437958,1199,,,,,,
3,0.03337918594479561,1209,,,,,,
3,0.013574764132499695,1219,,,,,,
3,0.025769637897610664,1229,,,,,,
3,0.03892974928021431,1239,,,,,,
3,0.02352152392268181,1249,,,,,,
3,0.011815236881375313,1259,,,,,,
3,0.039459798485040665,1269,,,,,,
3,0.021651558578014374,1279,,,,,,
3,0.023626631125807762,1289,,,,,,
3,0.032558511942625046,1299,,,,,,
3,0.016343988478183746,1309,,,,,,
3,0.04727775603532791,1319,,,,,,
3,0.02847297675907612,1329,,,,,,
3,0.045063674449920654,1339,,,,,,
3,0.01698211207985878,1349,,,,,,
3,0.030695592984557152,1359,,,,,,
3,0.021802417933940887,1369,,,,,,
3,0.01087393518537283,1379,,,,,,
3,0.02887791395187378,1389,,,,,,
3,0.030524931848049164,1399,,,,,,
3,0.014456041157245636,1409,,,,,,
3,0.04369521886110306,1419,,,,,,
3,,1427,0.6038748025894165,0.5651465654373169,0.8844088912010193,0.09616857767105103,0.6062937378883362,
4,0.015363597311079502,1429,,,,,,
4,0.04431959241628647,1439,,,,,,
4,0.025900287553668022,1449,,,,,,
4,0.013232668861746788,1459,,,,,,
4,0.020679013803601265,1469,,,,,,
4,0.036230817437171936,1479,,,,,,
4,0.014114055782556534,1489,,,,,,
4,0.010033653117716312,1499,,,,,,
4,0.013960590586066246,1509,,,,,,
4,0.012984820641577244,1519,,,,,,
4,0.037550006061792374,1529,,,,,,
4,0.03023078292608261,1539,,,,,,
4,0.040992043912410736,1549,,,,,,
4,0.018620038405060768,1559,,,,,,
4,0.010503323748707771,1569,,,,,,
4,0.049339257180690765,1579,,,,,,
4,0.003927329089492559,1589,,,,,,
4,0.020919423550367355,1599,,,,,,
4,0.012834388762712479,1609,,,,,,
4,0.008348526433110237,1619,,,,,,
4,0.015548888593912125,1629,,,,,,
4,0.023099729791283607,1639,,,,,,
4,0.048392169177532196,1649,,,,,,
4,0.0049843620508909225,1659,,,,,,
4,0.00678930152207613,1669,,,,,,
4,0.007763184141367674,1679,,,,,,
4,0.003226561937481165,1689,,,,,,
4,0.011879688128829002,1699,,,,,,
4,0.006862273905426264,1709,,,,,,
4,0.020893877372145653,1719,,,,,,
4,0.015855753794312477,1729,,,,,,
4,0.030178498476743698,1739,,,,,,
4,0.0063154203817248344,1749,,,,,,
4,0.017405357211828232,1759,,,,,,
4,0.006357488688081503,1769,,,,,,
4,0.028781451284885406,1779,,,,,,
4,,1784,0.6065022945404053,0.5716612339019775,0.8868525624275208,0.11389992386102676,0.6121298670768738,
5,,1785,,,,,,0.11389992386102676
