train_loss,epoch,step,val_loss,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,test_loss
0.22078163921833038,0,9,,,,,,
0.17246942222118378,0,19,,,,,,
0.18874025344848633,0,29,,,,,,
0.7008610963821411,0,39,,,,,,
0.5353810787200928,0,49,,,,,,
0.11011184751987457,0,59,,,,,,
0.6245012283325195,0,69,,,,,,
0.5331587195396423,0,79,,,,,,
0.1578349471092224,0,89,,,,,,
0.2604384124279022,0,99,,,,,,
0.1154804453253746,0,109,,,,,,
0.25634050369262695,0,119,,,,,,
0.24572895467281342,0,129,,,,,,
0.2052323818206787,0,139,,,,,,
0.37678080797195435,0,149,,,,,,
0.5217038989067078,0,159,,,,,,
0.08930759131908417,0,169,,,,,,
0.08649592101573944,0,179,,,,,,
0.12604662775993347,0,189,,,,,,
0.24098023772239685,0,199,,,,,,
0.1053524985909462,0,209,,,,,,
0.10643532127141953,0,219,,,,,,
0.11825484037399292,0,229,,,,,,
0.7034350037574768,0,239,,,,,,
0.23034067451953888,0,249,,,,,,
0.09604831039905548,0,259,,,,,,
0.32278525829315186,0,269,,,,,,
0.11622266471385956,0,279,,,,,,
0.7437538504600525,0,289,,,,,,
0.11203864216804504,0,299,,,,,,
0.14961858093738556,0,309,,,,,,
0.1507711410522461,0,319,,,,,,
0.27760928869247437,0,329,,,,,,
0.11373137682676315,0,339,,,,,,
0.13312876224517822,0,349,,,,,,
,0,358,0.12079159170389175,0.16688567399978638,0.253618985414505,0.7945807576179504,0.3070583939552307,
0.07106292247772217,1,359,,,,,,
0.12136965990066528,1,369,,,,,,
0.08596396446228027,1,379,,,,,,
0.15866076946258545,1,389,,,,,,
0.0892491489648819,1,399,,,,,,
0.27036547660827637,1,409,,,,,,
0.07889381796121597,1,419,,,,,,
0.4698072373867035,1,429,,,,,,
0.7396947741508484,1,439,,,,,,
0.09097686409950256,1,449,,,,,,
0.25274795293807983,1,459,,,,,,
0.0856928601861,1,469,,,,,,
0.3990533649921417,1,479,,,,,,
0.2974400222301483,1,489,,,,,,
0.2302895039319992,1,499,,,,,,
0.39291325211524963,1,509,,,,,,
0.5173683762550354,1,519,,,,,,
0.0649523213505745,1,529,,,,,,
0.3931276202201843,1,539,,,,,,
0.14122076332569122,1,549,,,,,,
0.12326943874359131,1,559,,,,,,
0.0750562772154808,1,569,,,,,,
0.0804455429315567,1,579,,,,,,
0.1241394430398941,1,589,,,,,,
0.08857119083404541,1,599,,,,,,
0.11924487352371216,1,609,,,,,,
0.10931247472763062,1,619,,,,,,
0.5132784247398376,1,629,,,,,,
0.04996825009584427,1,639,,,,,,
0.1551814079284668,1,649,,,,,,
0.14916685223579407,1,659,,,,,,
0.30254441499710083,1,669,,,,,,
0.09266139566898346,1,679,,,,,,
0.27604424953460693,1,689,,,,,,
0.368367463350296,1,699,,,,,,
0.10318869352340698,1,709,,,,,,
,1,717,0.09955890476703644,0.3442838490009308,0.4089042544364929,0.8444267511367798,0.45320799946784973,
0.3672512471675873,2,719,,,,,,
0.6860460042953491,2,729,,,,,,
0.12210539728403091,2,739,,,,,,
0.08399584889411926,2,749,,,,,,
0.07081311196088791,2,759,,,,,,
0.06980127841234207,2,769,,,,,,
0.06296192109584808,2,779,,,,,,
0.0712248906493187,2,789,,,,,,
0.06780365109443665,2,799,,,,,,
0.5816663503646851,2,809,,,,,,
0.031071167439222336,2,819,,,,,,
0.055268749594688416,2,829,,,,,,
0.12711201608181,2,839,,,,,,
0.1557421088218689,2,849,,,,,,
0.23888064920902252,2,859,,,,,,
0.0839722529053688,2,869,,,,,,
0.05164402350783348,2,879,,,,,,
0.06636684387922287,2,889,,,,,,
0.030575541779398918,2,899,,,,,,
0.27769121527671814,2,909,,,,,,
0.06136198341846466,2,919,,,,,,
0.053983356803655624,2,929,,,,,,
0.04551303759217262,2,939,,,,,,
0.05550917237997055,2,949,,,,,,
0.02091013453900814,2,959,,,,,,
0.2918676733970642,2,969,,,,,,
0.13945931196212769,2,979,,,,,,
0.05605662614107132,2,989,,,,,,
0.06364470720291138,2,999,,,,,,
0.04399663209915161,2,1009,,,,,,
0.28892701864242554,2,1019,,,,,,
0.03062732331454754,2,1029,,,,,,
0.08894425630569458,2,1039,,,,,,
0.17506948113441467,2,1049,,,,,,
0.04361872002482414,2,1059,,,,,,
0.1372663974761963,2,1069,,,,,,
,2,1076,0.09673171490430832,0.4980289041996002,0.5411599278450012,0.8771007657051086,0.5633488893508911,
0.153109610080719,3,1079,,,,,,
0.05349424481391907,3,1089,,,,,,
0.149368554353714,3,1099,,,,,,
0.13959470391273499,3,1109,,,,,,
0.2032909393310547,3,1119,,,,,,
0.06873443722724915,3,1129,,,,,,
0.02609674632549286,3,1139,,,,,,
0.18165403604507446,3,1149,,,,,,
