epoch,step,train_loss,val_loss,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_qa_sas,test_loss
0,9,0.544026792049408,,,,,,
0,19,0.1209540143609047,,,,,,
0,29,0.21581226587295532,,,,,,
0,39,0.41987282037734985,,,,,,
0,49,0.2853303551673889,,,,,,
0,59,0.15326917171478271,,,,,,
0,69,0.36650291085243225,,,,,,
0,79,0.1820693165063858,,,,,,
0,89,0.13069665431976318,,,,,,
0,99,0.18930761516094208,,,,,,
0,109,0.11661670356988907,,,,,,
0,119,0.22340458631515503,,,,,,
0,129,0.0842592716217041,,,,,,
0,139,0.07444824278354645,,,,,,
0,149,0.2621222138404846,,,,,,
0,159,0.12604542076587677,,,,,,
0,169,0.15762747824192047,,,,,,
0,179,0.1726028323173523,,,,,,
0,189,0.18357150256633759,,,,,,
0,199,0.1891288012266159,,,,,,
0,209,0.20710144937038422,,,,,,
0,219,0.1909308284521103,,,,,,
0,229,0.08561937510967255,,,,,,
0,239,0.13995759189128876,,,,,,
0,249,0.13907921314239502,,,,,,
0,259,0.09073542058467865,,,,,,
0,269,0.13471785187721252,,,,,,
0,279,0.13863390684127808,,,,,,
0,289,0.19014805555343628,,,,,,
0,299,0.09737340360879898,,,,,,
0,309,0.1762310266494751,,,,,,
0,319,0.12426333129405975,,,,,,
0,329,0.18068844079971313,,,,,,
0,339,0.12536369264125824,,,,,,
0,349,0.21988829970359802,,,,,,
0,351,,0.12449829280376434,0.7610071897506714,0.13036809861660004,0.1923440843820572,0.2341121882200241,
1,359,0.16610689461231232,,,,,,
1,369,0.09871237725019455,,,,,,
1,379,0.13615958392620087,,,,,,
1,389,0.1356080323457718,,,,,,
1,399,0.06789208948612213,,,,,,
1,409,0.09734437614679337,,,,,,
1,419,0.07600599527359009,,,,,,
1,429,0.08132052421569824,,,,,,
1,439,0.10240013897418976,,,,,,
1,449,0.1389537751674652,,,,,,
1,459,0.15957079827785492,,,,,,
1,469,0.17755363881587982,,,,,,
1,479,0.10349028557538986,,,,,,
1,489,0.09848685562610626,,,,,,
1,499,0.15511378645896912,,,,,,
1,509,0.10480643063783646,,,,,,
1,519,0.13953831791877747,,,,,,
1,529,0.07194338738918304,,,,,,
1,539,0.12972061336040497,,,,,,
1,549,0.149931401014328,,,,,,
1,559,0.08659584075212479,,,,,,
1,569,0.10247539728879929,,,,,,
1,579,0.12288036197423935,,,,,,
1,589,0.09599795192480087,,,,,,
1,599,0.1703123152256012,,,,,,
1,609,0.15910007059574127,,,,,,
1,619,0.10057559609413147,,,,,,
1,629,0.07397255301475525,,,,,,
1,639,0.08053546398878098,,,,,,
1,649,0.15860670804977417,,,,,,
1,659,0.17070288956165314,,,,,,
1,669,0.13867580890655518,,,,,,
1,679,0.13455645740032196,,,,,,
1,689,0.16385962069034576,,,,,,
1,699,0.06714010238647461,,,,,,
1,703,,0.09394586831331253,0.7719088196754456,0.1610429435968399,0.22460581362247467,0.26852500438690186,
2,709,0.10626284778118134,,,,,,
2,719,0.06746357679367065,,,,,,
2,729,0.17167992889881134,,,,,,
2,739,0.11241701245307922,,,,,,
2,749,0.1429166942834854,,,,,,
2,759,0.10037229210138321,,,,,,
2,769,0.13327085971832275,,,,,,
2,779,0.17124530673027039,,,,,,
2,789,0.06858737021684647,,,,,,
2,799,0.15356385707855225,,,,,,
2,809,0.10316547006368637,,,,,,
2,819,0.11023084074258804,,,,,,
2,829,0.18416841328144073,,,,,,
2,839,0.11019701510667801,,,,,,
2,849,0.09283661842346191,,,,,,
2,859,0.08599267899990082,,,,,,
2,869,0.2234376072883606,,,,,,
2,879,0.07317212969064713,,,,,,
2,889,0.11757780611515045,,,,,,
2,899,0.228828564286232,,,,,,
2,909,0.16727633774280548,,,,,,
2,919,0.13743099570274353,,,,,,
2,929,0.09558015316724777,,,,,,
2,939,0.09340445697307587,,,,,,
2,949,0.17877058684825897,,,,,,
2,959,0.09766991436481476,,,,,,
2,969,0.11361202597618103,,,,,,
2,979,0.050406984984874725,,,,,,
2,989,0.07666616141796112,,,,,,
2,999,0.16614753007888794,,,,,,
2,1009,0.10187139362096786,,,,,,
2,1019,0.1684754341840744,,,,,,
2,1029,0.15647435188293457,,,,,,
2,1039,0.13573430478572845,,,,,,
2,1049,0.17101237177848816,,,,,,
2,1055,,0.08191273361444473,0.7762966752052307,0.17177914083003998,0.23490692675113678,0.293493390083313,
3,1059,0.0725763663649559,,,,,,
3,1069,0.14252923429012299,,,,,,
3,1079,0.08667135238647461,,,,,,
3,1089,0.0808885395526886,,,,,,
3,1099,0.08267726749181747,,,,,,
3,1109,0.03961676359176636,,,,,,
3,1119,0.146807000041008,,,,,,
3,1129,0.07437888532876968,,,,,,
3,1139,0.05457785725593567,,,,,,
3,1149,0.12307924777269363,,,,,,
3,1159,0.08921384066343307,,,,,,
3,1169,0.07637813687324524,,,,,,
3,1179,0.06769092381000519,,,,,,
3,1189,0.08415257185697556,,,,,,
3,1199,0.051595233380794525,,,,,,
3,1209,0.09391675889492035,,,,,,
3,1219,0.07102011889219284,,,,,,
3,1229,0.1098591610789299,,,,,,
3,1239,0.06279423832893372,,,,,,
3,1249,0.08673713356256485,,,,,,
3,1259,0.13070686161518097,,,,,,
3,1269,0.062323227524757385,,,,,,
3,1279,0.1447475552558899,,,,,,
3,1289,0.09592831879854202,,,,,,
3,1299,0.08800050616264343,,,,,,
3,1309,0.09115061908960342,,,,,,
3,1319,0.11245308816432953,,,,,,
3,1329,0.07669155299663544,,,,,,
3,1339,0.07957666367292404,,,,,,
3,1349,0.07828493416309357,,,,,,
3,1359,0.10237318277359009,,,,,,
3,1369,0.05279036983847618,,,,,,
3,1379,0.05861234292387962,,,,,,
3,1389,0.10325627028942108,,,,,,
3,1399,0.10940341651439667,,,,,,
3,1407,,0.07744556665420532,0.7882677316665649,0.2039877325296402,0.26356130838394165,0.33021631836891174,
4,1409,0.06074293702840805,,,,,,
4,1419,0.053812045603990555,,,,,,
4,1429,0.06952416151762009,,,,,,
4,1439,0.05305048078298569,,,,,,
4,1449,0.03704461455345154,,,,,,
4,1459,0.059600528329610825,,,,,,
4,1469,0.07676533609628677,,,,,,
4,1479,0.0521848164498806,,,,,,
4,1489,0.07271037250757217,,,,,,
4,1499,0.16956381499767303,,,,,,
4,1509,0.09687189012765884,,,,,,
4,1519,0.08766386657953262,,,,,,
4,1529,0.09687860310077667,,,,,,
4,1539,0.07883857190608978,,,,,,
4,1549,0.0514925941824913,,,,,,
4,1559,0.06836265325546265,,,,,,
4,1569,0.053948625922203064,,,,,,
4,1579,0.09745416045188904,,,,,,
4,1589,0.06833084672689438,,,,,,
4,1599,0.0523228757083416,,,,,,
4,1609,0.05594871565699577,,,,,,
4,1619,0.043623458594083786,,,,,,
4,1629,0.08170411735773087,,,,,,
4,1639,0.05268882215023041,,,,,,
4,1649,0.05430924519896507,,,,,,
4,1659,0.09095530956983566,,,,,,
4,1669,0.05220189690589905,,,,,,
4,1679,0.07466986775398254,,,,,,
4,1689,0.056685179471969604,,,,,,
4,1699,0.03962227702140808,,,,,,
4,1709,0.07757451385259628,,,,,,
4,1719,0.05327816307544708,,,,,,
4,1729,0.05188461020588875,,,,,,
4,1739,0.035520490258932114,,,,,,
4,1749,0.024692948907613754,,,,,,
4,1759,0.04754401370882988,,,,,,
4,1759,,0.07720991969108582,0.7914798259735107,0.2070552110671997,0.2691338062286377,0.32724714279174805,
5,1760,,,,,,,0.07720991969108582
