train_loss,step,epoch,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_loss,val_qa_sas,test_loss
4.446477890014648,9,0,,,,,,
3.3521888256073,19,0,,,,,,
2.620743989944458,29,0,,,,,,
1.7904386520385742,39,0,,,,,,
1.2611054182052612,49,0,,,,,,
1.2090569734573364,59,0,,,,,,
0.8071916699409485,69,0,,,,,,
0.7348239421844482,79,0,,,,,,
0.44289910793304443,89,0,,,,,,
0.22496400773525238,99,0,,,,,,
0.10517465323209763,109,0,,,,,,
0.06746284663677216,119,0,,,,,,
0.20554295182228088,129,0,,,,,,
0.1364818662405014,139,0,,,,,,
0.09854382276535034,149,0,,,,,,
0.053096842020750046,159,0,,,,,,
0.0196551363915205,169,0,,,,,,
0.15583468973636627,179,0,,,,,,
0.05844931676983833,189,0,,,,,,
0.03929761424660683,199,0,,,,,,
0.08652401715517044,209,0,,,,,,
0.037735793739557266,219,0,,,,,,
0.15655414760112762,229,0,,,,,,
0.02439284510910511,239,0,,,,,,
0.09556587785482407,249,0,,,,,,
0.028882931917905807,259,0,,,,,,
0.015097764320671558,269,0,,,,,,
0.04169037193059921,279,0,,,,,,
0.06388475745916367,289,0,,,,,,
0.052739355713129044,299,0,,,,,,
0.017557702958583832,309,0,,,,,,
0.00977668073028326,319,0,,,,,,
0.04488338530063629,329,0,,,,,,
0.015905441716313362,339,0,,,,,,
0.021016068756580353,349,0,,,,,,
0.07052864134311676,359,0,,,,,,
0.014386218972504139,369,0,,,,,,
0.025621069595217705,379,0,,,,,,
0.02880488522350788,389,0,,,,,,
0.03721049427986145,399,0,,,,,,
0.06976477056741714,409,0,,,,,,
0.0122737567871809,419,0,,,,,,
0.07133347541093826,429,0,,,,,,
0.09564876556396484,439,0,,,,,,
0.019877275452017784,449,0,,,,,,
0.05514641851186752,459,0,,,,,,
0.004152774345129728,469,0,,,,,,
0.015295665711164474,479,0,,,,,,
0.009853770956397057,489,0,,,,,,
0.009770635515451431,499,0,,,,,,
0.04931088164448738,509,0,,,,,,
0.013601885177195072,519,0,,,,,,
0.008376487530767918,529,0,,,,,,
0.07599925994873047,539,0,,,,,,
0.02054041624069214,549,0,,,,,,
0.08231820166110992,559,0,,,,,,
0.02448294498026371,569,0,,,,,,
0.05061996728181839,579,0,,,,,,
0.005429775454103947,589,0,,,,,,
0.004782802890986204,599,0,,,,,,
0.02824191190302372,609,0,,,,,,
0.002563998568803072,619,0,,,,,,
,619,0,0.027027027681469917,0.17027647793293,0.73051917552948,0.01930355466902256,0.2126009613275528,
0.017841456457972527,629,1,,,,,,
0.026671424508094788,639,1,,,,,,
0.009971797466278076,649,1,,,,,,
0.004918415565043688,659,1,,,,,,
0.013046993874013424,669,1,,,,,,
0.0418538860976696,679,1,,,,,,
0.015325929969549179,689,1,,,,,,
0.00457577221095562,699,1,,,,,,
0.003946562297642231,709,1,,,,,,
0.05289001017808914,719,1,,,,,,
0.004407702479511499,729,1,,,,,,
0.0029257331043481827,739,1,,,,,,
0.07207697629928589,749,1,,,,,,
0.007705779280513525,759,1,,,,,,
0.005499128717929125,769,1,,,,,,
0.011799633502960205,779,1,,,,,,
0.05614353343844414,789,1,,,,,,
0.05676047131419182,799,1,,,,,,
0.02551831677556038,809,1,,,,,,
0.009958612732589245,819,1,,,,,,
0.010121160186827183,829,1,,,,,,
0.007303695660084486,839,1,,,,,,
0.045744433999061584,849,1,,,,,,
0.017700785771012306,859,1,,,,,,
0.010514331981539726,869,1,,,,,,
0.02096947282552719,879,1,,,,,,
0.013703729957342148,889,1,,,,,,
0.0030937783885747194,899,1,,,,,,
0.014504261314868927,909,1,,,,,,
0.007706543430685997,919,1,,,,,,
0.0029530664905905724,929,1,,,,,,
0.006176391150802374,939,1,,,,,,
0.03079436905682087,949,1,,,,,,
0.0011069137835875154,959,1,,,,,,
0.0011406030971556902,969,1,,,,,,
0.014945981092751026,979,1,,,,,,
0.05869726091623306,989,1,,,,,,
0.00404390599578619,999,1,,,,,,
0.004009548109024763,1009,1,,,,,,
0.1084393560886383,1019,1,,,,,,
0.06137991324067116,1029,1,,,,,,
0.03721562772989273,1039,1,,,,,,
0.014716141857206821,1049,1,,,,,,
0.004143839236348867,1059,1,,,,,,
0.049409907311201096,1069,1,,,,,,
0.008147446438670158,1079,1,,,,,,
0.01733291894197464,1089,1,,,,,,
0.045459069311618805,1099,1,,,,,,
0.005745366215705872,1109,1,,,,,,
0.0013615963980555534,1119,1,,,,,,
0.013262915425002575,1129,1,,,,,,
0.004440904129296541,1139,1,,,,,,
0.0077211190946400166,1149,1,,,,,,
0.0012225566897541285,1159,1,,,,,,
0.04905989393591881,1169,1,,,,,,
0.0025140554644167423,1179,1,,,,,,
0.012092210352420807,1189,1,,,,,,
0.06999475508928299,1199,1,,,,,,
0.024059368297457695,1209,1,,,,,,
0.009029948152601719,1219,1,,,,,,
0.007355875801295042,1229,1,,,,,,
0.0014744318323209882,1239,1,,,,,,
,1239,1,0.027027027681469917,0.16909518837928772,0.7319210767745972,0.010749077424407005,0.21670293807983398,
0.006280827336013317,1249,2,,,,,,
0.013960740529000759,1259,2,,,,,,
0.003887709928676486,1269,2,,,,,,
0.0011529133189469576,1279,2,,,,,,
0.0012458661803975701,1289,2,,,,,,
0.015487260185182095,1299,2,,,,,,
0.001443452900275588,1309,2,,,,,,
0.0009908643551170826,1319,2,,,,,,
0.0021422074642032385,1329,2,,,,,,
0.002746809273958206,1339,2,,,,,,
0.0015452351653948426,1349,2,,,,,,
0.001109735225327313,1359,2,,,,,,
0.045613180845975876,1369,2,,,,,,
0.002073360839858651,1379,2,,,,,,
0.0010260931449010968,1389,2,,,,,,
0.004492067266255617,1399,2,,,,,,
0.028959861025214195,1409,2,,,,,,
0.02532489225268364,1419,2,,,,,,
0.007708180695772171,1429,2,,,,,,
0.0012812236091122031,1439,2,,,,,,
0.0017553148791193962,1449,2,,,,,,
0.0055689518339931965,1459,2,,,,,,
0.012176197953522205,1469,2,,,,,,
0.005016869865357876,1479,2,,,,,,
0.006315604783594608,1489,2,,,,,,
0.019083993509411812,1499,2,,,,,,
0.003502964274957776,1509,2,,,,,,
0.0009630180429667234,1519,2,,,,,,
0.005663231015205383,1529,2,,,,,,
0.004668302834033966,1539,2,,,,,,
0.0011077267117798328,1549,2,,,,,,
0.0023540707770735025,1559,2,,,,,,
0.006449874956160784,1569,2,,,,,,
0.0002872545155696571,1579,2,,,,,,
0.0004912966396659613,1589,2,,,,,,
0.0027621316257864237,1599,2,,,,,,
0.0362769290804863,1609,2,,,,,,
0.0014657315332442522,1619,2,,,,,,
0.0013455210719257593,1629,2,,,,,,
0.03737706318497658,1639,2,,,,,,
0.028246678411960602,1649,2,,,,,,
0.02158076874911785,1659,2,,,,,,
0.00682410690933466,1669,2,,,,,,
0.006222115363925695,1679,2,,,,,,
