epoch,step,train_loss,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_loss,val_qa_em,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss
0,9,0.24780479073524475,,,,,,,,,,
0,19,0.33951103687286377,,,,,,,,,,
0,29,0.17957860231399536,,,,,,,,,,
0,39,0.24469906091690063,,,,,,,,,,
0,49,0.10890746861696243,,,,,,,,,,
0,59,0.14454038441181183,,,,,,,,,,
0,69,0.20845003426074982,,,,,,,,,,
0,79,0.1731940060853958,,,,,,,,,,
0,89,0.1137479692697525,,,,,,,,,,
0,94,,0.5540713667869568,0.59154212474823,0.8979905247688293,0.09322725981473923,0.5013927817344666,,,,,
1,99,0.07377095520496368,,,,,,,,,,
1,109,0.06953427940607071,,,,,,,,,,
1,119,0.24641183018684387,,,,,,,,,,
1,129,0.10964584350585938,,,,,,,,,,
1,139,0.08292799443006516,,,,,,,,,,
1,149,0.05119325593113899,,,,,,,,,,
1,159,0.0823693722486496,,,,,,,,,,
1,169,0.10840250551700592,,,,,,,,,,
1,179,0.12894846498966217,,,,,,,,,,
1,189,0.052494652569293976,,,,,,,,,,
1,189,,0.575768768787384,0.6123684048652649,0.9024159908294678,0.08938325196504593,0.5264623761177063,,,,,
2,199,0.05961073935031891,,,,,,,,,,
2,209,0.07825148850679398,,,,,,,,,,
2,219,0.060130439698696136,,,,,,,,,,
2,229,0.09880255162715912,,,,,,,,,,
2,239,0.09012870490550995,,,,,,,,,,
2,249,0.10105261951684952,,,,,,,,,,
2,259,0.09915073961019516,,,,,,,,,,
2,269,0.12458138912916183,,,,,,,,,,
2,279,0.09017401188611984,,,,,,,,,,
2,284,,0.571046769618988,0.6084621548652649,0.9019665122032166,0.08757402747869492,0.5264623761177063,,,,,
3,289,0.0996529757976532,,,,,,,,,,
3,299,0.21395450830459595,,,,,,,,,,
3,309,0.1614038199186325,,,,,,,,,,
3,319,0.0788729190826416,,,,,,,,,,
3,329,0.09970161318778992,,,,,,,,,,
3,339,0.07948645204305649,,,,,,,,,,
3,349,0.10412492603063583,,,,,,,,,,
3,359,0.0980568528175354,,,,,,,,,,
3,369,0.06024210900068283,,,,,,,,,,
3,379,0.07032804191112518,,,,,,,,,,
3,379,,0.582609236240387,0.6182489991188049,0.9043892025947571,0.08494850993156433,0.543175458908081,,,,,
4,389,0.15210583806037903,,,,,,,,,,
4,399,0.11178884655237198,,,,,,,,,,
4,409,0.051167842000722885,,,,,,,,,,
4,419,0.13857315480709076,,,,,,,,,,
4,429,0.03941674157977104,,,,,,,,,,
4,439,0.09054116159677505,,,,,,,,,,
4,449,0.09379564225673676,,,,,,,,,,
4,459,0.07777534425258636,,,,,,,,,,
4,469,0.07456279546022415,,,,,,,,,,
4,474,,0.596889317035675,0.6309443116188049,0.9085386395454407,0.07883000373840332,0.5571030378341675,,,,,
5,475,,,,,,,0.5571030378341675,0.9085386395454407,0.596889317035675,0.6309443116188049,0.07883000373840332
