train_loss,epoch,step,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,test_loss,test_avg_qa_em,test_avg_qa_sas,test_avg_qa_answer_f1,test_avg_qa_bert_score
0.5278108716011047,0,9,,,,,,,,,,
0.36694762110710144,0,19,,,,,,,,,,
0.20113299787044525,0,29,,,,,,,,,,
0.1596420407295227,0,39,,,,,,,,,,
0.12032444775104523,0,49,,,,,,,,,,
0.43197500705718994,0,59,,,,,,,,,,
0.2236812710762024,0,69,,,,,,,,,,
0.34001442790031433,0,79,,,,,,,,,,
0.21451815962791443,0,89,,,,,,,,,,
0.19118574261665344,0,99,,,,,,,,,,
0.17028753459453583,0,109,,,,,,,,,,
0.09993234276771545,0,119,,,,,,,,,,
,0,120,0.44362255930900574,0.8728107213973999,0.3885350227355957,0.10401012003421783,0.49476292729377747,,,,,
0.08354398608207703,1,129,,,,,,,,,,
0.15004873275756836,1,139,,,,,,,,,,
0.09884371608495712,1,149,,,,,,,,,,
0.10075457394123077,1,159,,,,,,,,,,
0.11564900726079941,1,169,,,,,,,,,,
0.134412482380867,1,179,,,,,,,,,,
0.12529125809669495,1,189,,,,,,,,,,
0.12337657064199448,1,199,,,,,,,,,,
0.34314167499542236,1,209,,,,,,,,,,
0.16017551720142365,1,219,,,,,,,,,,
0.12624512612819672,1,229,,,,,,,,,,
0.10580822080373764,1,239,,,,,,,,,,
,1,241,0.5376744866371155,0.89408940076828,0.48407644033432007,0.08841346204280853,0.5752468705177307,,,,,
0.3382028043270111,2,249,,,,,,,,,,
0.11521513015031815,2,259,,,,,,,,,,
0.11017529666423798,2,269,,,,,,,,,,
0.07244420796632767,2,279,,,,,,,,,,
0.11183714121580124,2,289,,,,,,,,,,
0.04224361106753349,2,299,,,,,,,,,,
0.08945609629154205,2,309,,,,,,,,,,
0.4203433096408844,2,319,,,,,,,,,,
0.2074657529592514,2,329,,,,,,,,,,
0.06591548025608063,2,339,,,,,,,,,,
0.3476126790046692,2,349,,,,,,,,,,
0.09337173402309418,2,359,,,,,,,,,,
,2,362,0.5548025965690613,0.8976469039916992,0.5010615587234497,0.08301479369401932,0.5890777111053467,,,,,
0.16685520112514496,3,369,,,,,,,,,,
0.09649669378995895,3,379,,,,,,,,,,
0.06896211206912994,3,389,,,,,,,,,,
0.15665870904922485,3,399,,,,,,,,,,
0.08599507063627243,3,409,,,,,,,,,,
0.12903711199760437,3,419,,,,,,,,,,
0.11198921501636505,3,429,,,,,,,,,,
0.07139556109905243,3,439,,,,,,,,,,
0.2165600061416626,3,449,,,,,,,,,,
0.12156306952238083,3,459,,,,,,,,,,
0.09764041006565094,3,469,,,,,,,,,,
0.11783023178577423,3,479,,,,,,,,,,
,3,483,0.582450807094574,0.9037712216377258,0.5329086780548096,0.08195413649082184,0.6101423501968384,,,,,
0.16359739005565643,4,489,,,,,,,,,,
0.07924192398786545,4,499,,,,,,,,,,
0.06681525707244873,4,509,,,,,,,,,,
0.08412148803472519,4,519,,,,,,,,,,
0.1122388020157814,4,529,,,,,,,,,,
0.10973304510116577,4,539,,,,,,,,,,
0.22865714132785797,4,549,,,,,,,,,,
0.10072144865989685,4,559,,,,,,,,,,
0.11950293183326721,4,569,,,,,,,,,,
0.15604425966739655,4,579,,,,,,,,,,
0.11838382482528687,4,589,,,,,,,,,,
0.22962552309036255,4,599,,,,,,,,,,
,4,604,0.5951284170150757,0.9069969058036804,0.5477706789970398,0.08009020984172821,0.6259045004844666,,,,,
,5,605,,,,,,0.08009020984172821,0.5477706789970398,0.6259045004844666,0.5951284170150757,0.9069969058036804
