train_loss,step,epoch,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,test_loss
0.2751786410808563,9,0,,,,,,
0.4326222538948059,19,0,,,,,,
0.14837846159934998,29,0,,,,,,
0.2584162950515747,39,0,,,,,,
0.251177042722702,49,0,,,,,,
0.27651891112327576,59,0,,,,,,
0.2079944908618927,69,0,,,,,,
0.19702066481113434,79,0,,,,,,
0.08975514769554138,89,0,,,,,,
0.4991537630558014,99,0,,,,,,
,102,0,0.6433839797973633,0.5745664238929749,0.1246059462428093,0.8736419081687927,0.26511627435684204,
0.16546593606472015,109,1,,,,,,
0.21380870044231415,119,1,,,,,,
0.13460274040699005,129,1,,,,,,
0.14760978519916534,139,1,,,,,,
0.22480161488056183,149,1,,,,,,
0.14751383662223816,159,1,,,,,,
0.07088606804609299,169,1,,,,,,
0.13626600801944733,179,1,,,,,,
0.10771973431110382,189,1,,,,,,
0.20865914225578308,199,1,,,,,,
,205,1,0.648828387260437,0.5804645419120789,0.11543405801057816,0.8762301206588745,0.302325576543808,
0.1759335696697235,209,2,,,,,,
0.10695751011371613,219,2,,,,,,
0.09442918002605438,229,2,,,,,,
0.16994206607341766,239,2,,,,,,
0.08248469978570938,249,2,,,,,,
0.08240113407373428,259,2,,,,,,
0.07127822935581207,269,2,,,,,,
0.09393845498561859,279,2,,,,,,
0.06752658635377884,289,2,,,,,,
0.09344007819890976,299,2,,,,,,
,308,2,0.6711126565933228,0.614813506603241,0.1110919937491417,0.8833633661270142,0.3395348787307739,
0.06758163869380951,309,3,,,,,,
0.03029615804553032,319,3,,,,,,
0.040480855852365494,329,3,,,,,,
0.044237785041332245,339,3,,,,,,
0.06302378326654434,349,3,,,,,,
0.017423901706933975,359,3,,,,,,
0.02596469596028328,369,3,,,,,,
0.05473541095852852,379,3,,,,,,
0.01707361452281475,389,3,,,,,,
0.045312657952308655,399,3,,,,,,
0.06956813484430313,409,3,,,,,,
,411,3,0.6731676459312439,0.620833158493042,0.10979387909173965,0.8855425119400024,0.3488371968269348,
0.04774482175707817,419,4,,,,,,
0.019418664276599884,429,4,,,,,,
0.031701911240816116,439,4,,,,,,
0.027961907908320427,449,4,,,,,,
0.009337551891803741,459,4,,,,,,
0.019723685458302498,469,4,,,,,,
0.019388336688280106,479,4,,,,,,
0.016070377081632614,489,4,,,,,,
0.10891342908143997,499,4,,,,,,
0.013020990416407585,509,4,,,,,,
,514,4,0.678024172782898,0.6307908892631531,0.11385811865329742,0.8864671587944031,0.37674418091773987,
,515,5,,,,,,0.11385811865329742
