step,epoch,train_loss,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,val_qa_sas,test_loss
9,0,0.2827233374118805,,,,,,
19,0,0.19870705902576447,,,,,,
29,0,0.2716606557369232,,,,,,
39,0,0.27166032791137695,,,,,,
49,0,0.16407965123653412,,,,,,
59,0,0.30216050148010254,,,,,,
69,0,0.1852686107158661,,,,,,
79,0,0.83577561378479,,,,,,
89,0,0.26376426219940186,,,,,,
99,0,0.1263522207736969,,,,,,
109,0,0.18749748170375824,,,,,,
119,0,0.20561544597148895,,,,,,
129,0,0.4045763909816742,,,,,,
139,0,0.2610701322555542,,,,,,
149,0,0.155464306473732,,,,,,
159,0,0.269831120967865,,,,,,
169,0,0.16714359819889069,,,,,,
179,0,0.29864969849586487,,,,,,
189,0,0.08464347571134567,,,,,,
199,0,0.18581271171569824,,,,,,
209,0,0.21684353053569794,,,,,,
219,0,0.2580145299434662,,,,,,
229,0,0.22060832381248474,,,,,,
239,0,0.23191902041435242,,,,,,
249,0,0.16010873019695282,,,,,,
259,0,0.2101144641637802,,,,,,
269,0,0.1794949769973755,,,,,,
279,0,0.13700264692306519,,,,,,
289,0,0.12911909818649292,,,,,,
299,0,0.21004514396190643,,,,,,
309,0,0.0635036751627922,,,,,,
319,0,0.26732251048088074,,,,,,
329,0,0.1186690479516983,,,,,,
339,0,0.5491491556167603,,,,,,
349,0,0.0852121040225029,,,,,,
359,0,0.029787952080368996,,,,,,
369,0,0.3509856164455414,,,,,,
379,0,0.128477543592453,,,,,,
389,0,0.05737210437655449,,,,,,
399,0,0.1807384341955185,,,,,,
409,0,0.37447085976600647,,,,,,
419,0,0.08658694475889206,,,,,,
429,0,0.18983536958694458,,,,,,
439,0,0.07052457332611084,,,,,,
449,0,0.11338239163160324,,,,,,
459,0,0.054209187626838684,,,,,,
469,0,0.06950463354587555,,,,,,
479,0,0.05402186140418053,,,,,,
489,0,0.12004762142896652,,,,,,
499,0,0.10779464989900589,,,,,,
509,0,0.15034252405166626,,,,,,
519,0,0.2038855403661728,,,,,,
529,0,0.09650753438472748,,,,,,
539,0,0.09087547659873962,,,,,,
549,0,0.16090969741344452,,,,,,
559,0,0.21440933644771576,,,,,,
569,0,0.16773799061775208,,,,,,
579,0,0.05761867016553879,,,,,,
589,0,0.07556110620498657,,,,,,
599,0,0.13489697873592377,,,,,,
609,0,0.11938544362783432,,,,,,
619,0,0.05630594491958618,,,,,,
629,0,0.039998698979616165,,,,,,
639,0,0.14532862603664398,,,,,,
649,0,0.08794928342103958,,,,,,
659,0,0.09258516877889633,,,,,,
669,0,0.1720607727766037,,,,,,
679,0,0.13690900802612305,,,,,,
689,0,0.08094801008701324,,,,,,
699,0,0.13595716655254364,,,,,,
709,0,0.06711528450250626,,,,,,
719,0,0.06137016415596008,,,,,,
729,0,0.08433594554662704,,,,,,
739,0,0.09983645379543304,,,,,,
749,0,0.09705061465501785,,,,,,
759,0,0.041433800011873245,,,,,,
769,0,0.06501568108797073,,,,,,
779,0,0.10885267704725266,,,,,,
789,0,0.02449421025812626,,,,,,
799,0,0.12402823567390442,,,,,,
809,0,0.17649711668491364,,,,,,
819,0,0.04086953029036522,,,,,,
829,0,0.1305115967988968,,,,,,
839,0,0.15713529288768768,,,,,,
849,0,0.13753335177898407,,,,,,
859,0,0.17106708884239197,,,,,,
869,0,0.07165887206792831,,,,,,
879,0,0.0407244935631752,,,,,,
889,0,0.18530260026454926,,,,,,
899,0,0.06748814135789871,,,,,,
909,0,0.12826238572597504,,,,,,
919,0,0.051806505769491196,,,,,,
929,0,0.1566857397556305,,,,,,
939,0,0.16007740795612335,,,,,,
949,0,0.1073928251862526,,,,,,
959,0,0.32710933685302734,,,,,,
969,0,0.05167350918054581,,,,,,
979,0,0.07203426957130432,,,,,,
979,0,,0.6038288474082947,0.40720221400260925,0.8836327791213989,0.11406818777322769,0.6701884865760803,
989,1,0.12539897859096527,,,,,,
999,1,0.1315298080444336,,,,,,
1009,1,0.05212404951453209,,,,,,
1019,1,0.05135928466916084,,,,,,
1029,1,0.13051262497901917,,,,,,
1039,1,0.16771948337554932,,,,,,
1049,1,0.03105161525309086,,,,,,
1059,1,0.09412793815135956,,,,,,
1069,1,0.0733875185251236,,,,,,
1079,1,0.0642436295747757,,,,,,
1089,1,0.1135270968079567,,,,,,
1099,1,0.0657174289226532,,,,,,
1109,1,0.07478427141904831,,,,,,
1119,1,0.06483425199985504,,,,,,
1129,1,0.054179202765226364,,,,,,
1139,1,0.01285279169678688,,,,,,
1149,1,0.0644875019788742,,,,,,
1159,1,0.02212432026863098,,,,,,
1169,1,0.13634923100471497,,,,,,
1179,1,0.04838522896170616,,,,,,
1189,1,0.10239008814096451,,,,,,
1199,1,0.07413443922996521,,,,,,
1209,1,0.06591064482927322,,,,,,
1219,1,0.04850976914167404,,,,,,
1229,1,0.11731524765491486,,,,,,
1239,1,0.13418292999267578,,,,,,
1249,1,0.052366703748703,,,,,,
1259,1,0.08076079934835434,,,,,,
1269,1,0.09993649274110794,,,,,,
1279,1,0.08740979433059692,,,,,,
1289,1,0.03931814059615135,,,,,,
1299,1,0.07035055011510849,,,,,,
1309,1,0.0565984882414341,,,,,,
1319,1,0.1100836768746376,,,,,,
1329,1,0.14255662262439728,,,,,,
1339,1,0.05544266849756241,,,,,,
1349,1,0.03567676991224289,,,,,,
1359,1,0.034149426966905594,,,,,,
1369,1,0.17184942960739136,,,,,,
1379,1,0.03570687770843506,,,,,,
1389,1,0.11289652436971664,,,,,,
1399,1,0.03918931260704994,,,,,,
1409,1,0.01914304308593273,,,,,,
1419,1,0.028266919776797295,,,,,,
1429,1,0.05535894259810448,,,,,,
1439,1,0.0914001613855362,,,,,,
1449,1,0.04699685797095299,,,,,,
1459,1,0.03559798374772072,,,,,,
1469,1,0.12260645627975464,,,,,,
1479,1,0.12494512647390366,,,,,,
1489,1,0.10311153531074524,,,,,,
1499,1,0.5386448502540588,,,,,,
1509,1,0.10267231613397598,,,,,,
1519,1,0.09141819179058075,,,,,,
1529,1,0.06907342374324799,,,,,,
1539,1,0.02233666554093361,,,,,,
1549,1,0.02114551141858101,,,,,,
1559,1,0.13749590516090393,,,,,,
1569,1,0.05372507870197296,,,,,,
1579,1,0.029247263446450233,,,,,,
1589,1,0.15607909858226776,,,,,,
1599,1,0.02415638603270054,,,,,,
1609,1,0.07600612193346024,,,,,,
1619,1,0.043908387422561646,,,,,,
1629,1,0.050139833241701126,,,,,,
1639,1,0.052012983709573746,,,,,,
1649,1,0.2650635540485382,,,,,,
1659,1,0.054480988532304764,,,,,,
1669,1,0.02372758835554123,,,,,,
1679,1,0.03905944526195526,,,,,,
1689,1,0.10830454528331757,,,,,,
1699,1,0.036943469196558,,,,,,
1709,1,0.11925531923770905,,,,,,
1719,1,0.13601204752922058,,,,,,
1729,1,0.06525205075740814,,,,,,
1739,1,0.1030215173959732,,,,,,
1749,1,0.07633776217699051,,,,,,
1759,1,0.08589088916778564,,,,,,
1769,1,0.031234122812747955,,,,,,
1779,1,0.0256916806101799,,,,,,
1789,1,0.04156305268406868,,,,,,
1799,1,0.04169807583093643,,,,,,
1809,1,0.03877824544906616,,,,,,
1819,1,0.13612058758735657,,,,,,
1829,1,0.043400488793849945,,,,,,
1839,1,0.044595468789339066,,,,,,
1849,1,0.14398916065692902,,,,,,
1859,1,0.048606988042593,,,,,,
1869,1,0.13426564633846283,,,,,,
1879,1,0.017618561163544655,,,,,,
1889,1,0.04091135412454605,,,,,,
1899,1,0.366538941860199,,,,,,
1909,1,0.08486586809158325,,,,,,
1919,1,0.02896733395755291,,,,,,
1929,1,0.11316847056150436,,,,,,
1939,1,0.07252620905637741,,,,,,
1949,1,0.052979808300733566,,,,,,
1959,1,0.13398711383342743,,,,,,
1959,1,,0.6197625994682312,0.42382270097732544,0.8879956007003784,0.12944656610488892,0.6806041598320007,
1969,2,0.019552800804376602,,,,,,
1979,2,0.09811969101428986,,,,,,
1989,2,0.038872890174388885,,,,,,
1999,2,0.030283527448773384,,,,,,
2009,2,0.06739788502454758,,,,,,
2019,2,0.06221192702651024,,,,,,
2029,2,0.007862250320613384,,,,,,
2039,2,0.05476401746273041,,,,,,
2049,2,0.03525160625576973,,,,,,
2059,2,0.04501914978027344,,,,,,
2069,2,0.06798353791236877,,,,,,
2079,2,0.023672964423894882,,,,,,
2089,2,0.019518611952662468,,,,,,
2099,2,0.012760398909449577,,,,,,
2109,2,0.018719902262091637,,,,,,
2119,2,0.006257903762161732,,,,,,
2129,2,0.008081839419901371,,,,,,
2139,2,0.0071992333978414536,,,,,,
2149,2,0.031013935804367065,,,,,,
2159,2,0.020985767245292664,,,,,,
2169,2,0.03525536134839058,,,,,,
2179,2,0.02258041314780712,,,,,,
2189,2,0.0215341504663229,,,,,,
2199,2,0.03104826621711254,,,,,,
2209,2,0.022412022575736046,,,,,,
2219,2,0.03537144884467125,,,,,,
2229,2,0.015650270506739616,,,,,,
2239,2,0.042315464466810226,,,,,,
2249,2,0.01773776113986969,,,,,,
2259,2,0.02052132971584797,,,,,,
2269,2,0.011726509779691696,,,,,,
2279,2,0.020604509860277176,,,,,,
2289,2,0.03387513384222984,,,,,,
2299,2,0.04044535756111145,,,,,,
2309,2,0.03812113776803017,,,,,,
2319,2,0.0459754578769207,,,,,,
2329,2,0.011169358156621456,,,,,,
2339,2,0.005669410806149244,,,,,,
2349,2,0.015679363161325455,,,,,,
2359,2,0.014646774157881737,,,,,,
2369,2,0.04013272374868393,,,,,,
2379,2,0.010390639305114746,,,,,,
2389,2,0.01094213966280222,,,,,,
2399,2,0.0051837339997291565,,,,,,
2409,2,0.014486596919596195,,,,,,
2419,2,0.032800909131765366,,,,,,
2429,2,0.01693197526037693,,,,,,
2439,2,0.012709741480648518,,,,,,
2449,2,0.013275192119181156,,,,,,
2459,2,0.05220269411802292,,,,,,
2469,2,0.06627138704061508,,,,,,
2479,2,0.312549889087677,,,,,,
2489,2,0.026100073009729385,,,,,,
2499,2,0.038878072053194046,,,,,,
2509,2,0.03532129526138306,,,,,,
2519,2,0.012931687757372856,,,,,,
2529,2,0.010484091006219387,,,,,,
2539,2,0.058368995785713196,,,,,,
2549,2,0.013147154822945595,,,,,,
2559,2,0.004950337577611208,,,,,,
2569,2,0.06682509183883667,,,,,,
2579,2,0.009112582542002201,,,,,,
2589,2,0.019802389666438103,,,,,,
2599,2,0.018890539184212685,,,,,,
2609,2,0.03412185609340668,,,,,,
2619,2,0.006730508524924517,,,,,,
2629,2,0.10415225476026535,,,,,,
2639,2,0.0201537124812603,,,,,,
2649,2,0.005006261169910431,,,,,,
2659,2,0.015086673200130463,,,,,,
