train_loss,epoch,step,val_qa_em,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,test_loss
0.279404878616333,0,9,,,,,,
0.219039648771286,0,19,,,,,,
1.2349295616149902,0,29,,,,,,
0.1866353154182434,0,39,,,,,,
0.13580222427845,0,49,,,,,,
0.3972494304180145,0,59,,,,,,
0.27583053708076477,0,69,,,,,,
0.08568273484706879,0,79,,,,,,
1.1003820896148682,0,89,,,,,,
0.1453699916601181,0,99,,,,,,
0.09733273833990097,0,109,,,,,,
0.21702617406845093,0,119,,,,,,
0.1802106350660324,0,129,,,,,,
0.17061775922775269,0,139,,,,,,
0.11582142859697342,0,149,,,,,,
0.058396656066179276,0,159,,,,,,
0.08402035385370255,0,169,,,,,,
0.06735638529062271,0,179,,,,,,
0.34010419249534607,0,189,,,,,,
0.07349200546741486,0,199,,,,,,
0.23355937004089355,0,209,,,,,,
0.07771500200033188,0,219,,,,,,
0.07717166841030121,0,229,,,,,,
0.05524633824825287,0,239,,,,,,
0.08408152312040329,0,249,,,,,,
0.09737635403871536,0,259,,,,,,
0.06589365005493164,0,269,,,,,,
0.1012587770819664,0,279,,,,,,
0.05947379395365715,0,289,,,,,,
0.06164928153157234,0,299,,,,,,
0.08438044041395187,0,309,,,,,,
0.09115085750818253,0,319,,,,,,
0.16355857253074646,0,329,,,,,,
0.07194347679615021,0,339,,,,,,
0.07519157975912094,0,349,,,,,,
0.06053946912288666,0,359,,,,,,
0.04263515770435333,0,369,,,,,,
0.071726493537426,0,379,,,,,,
0.09998013824224472,0,389,,,,,,
0.07582052052021027,0,399,,,,,,
0.09719596803188324,0,409,,,,,,
0.04716429486870766,0,419,,,,,,
0.05434296652674675,0,429,,,,,,
0.13089776039123535,0,439,,,,,,
0.07625847309827805,0,449,,,,,,
0.07189209014177322,0,459,,,,,,
0.07789570838212967,0,469,,,,,,
0.024598026648163795,0,479,,,,,,
0.048404887318611145,0,489,,,,,,
0.0870920866727829,0,499,,,,,,
0.08237610757350922,0,509,,,,,,
0.10174598544836044,0,519,,,,,,
0.10290167480707169,0,529,,,,,,
0.06169356033205986,0,539,,,,,,
0.020789610221982002,0,549,,,,,,
,0,551,0.23749999701976776,0.08007384091615677,0.5973609685897827,0.6721178889274597,0.8870901465415955,
0.06927649676799774,1,559,,,,,,
0.05691095441579819,1,569,,,,,,
0.03582210838794708,1,579,,,,,,
0.05661564692854881,1,589,,,,,,
0.07138926535844803,1,599,,,,,,
0.07011643797159195,1,609,,,,,,
0.07019668817520142,1,619,,,,,,
0.11777413636445999,1,629,,,,,,
0.12618403136730194,1,639,,,,,,
0.07072664797306061,1,649,,,,,,
0.07086233049631119,1,659,,,,,,
0.04022323340177536,1,669,,,,,,
0.05939764529466629,1,679,,,,,,
0.04513208940625191,1,689,,,,,,
0.07398251444101334,1,699,,,,,,
0.026508253067731857,1,709,,,,,,
0.03313940390944481,1,719,,,,,,
0.0322379469871521,1,729,,,,,,
0.045315325260162354,1,739,,,,,,
0.038141872733831406,1,749,,,,,,
0.052791595458984375,1,759,,,,,,
0.05555744096636772,1,769,,,,,,
0.026403317227959633,1,779,,,,,,
0.03655189275741577,1,789,,,,,,
0.04450239986181259,1,799,,,,,,
0.047525446861982346,1,809,,,,,,
0.025942133739590645,1,819,,,,,,
0.04738156497478485,1,829,,,,,,
0.015894977375864983,1,839,,,,,,
0.06351901590824127,1,849,,,,,,
0.030412426218390465,1,859,,,,,,
0.03932743892073631,1,869,,,,,,
0.04635962098836899,1,879,,,,,,
0.02732645533978939,1,889,,,,,,
0.033907368779182434,1,899,,,,,,
0.05849771201610565,1,909,,,,,,
0.08590786159038544,1,919,,,,,,
0.040368422865867615,1,929,,,,,,
0.028798887506127357,1,939,,,,,,
0.05686580017209053,1,949,,,,,,
0.014812589623034,1,959,,,,,,
0.07057061791419983,1,969,,,,,,
0.02590201236307621,1,979,,,,,,
0.02867698483169079,1,989,,,,,,
0.039502933621406555,1,999,,,,,,
0.04942745715379715,1,1009,,,,,,
0.03505712002515793,1,1019,,,,,,
0.014705742709338665,1,1029,,,,,,
0.016304008662700653,1,1039,,,,,,
0.04197657108306885,1,1049,,,,,,
0.012381207197904587,1,1059,,,,,,
0.01938670687377453,1,1069,,,,,,
0.0799361988902092,1,1079,,,,,,
0.04882510006427765,1,1089,,,,,,
0.03732352703809738,1,1099,,,,,,
,1,1103,0.23333333432674408,0.07169675081968307,0.5802332758903503,0.6438586115837097,0.8799163699150085,
0.029031900689005852,2,1109,,,,,,
0.01964070275425911,2,1119,,,,,,
0.02315911464393139,2,1129,,,,,,
0.02341742441058159,2,1139,,,,,,
0.01101662963628769,2,1149,,,,,,
0.026247506961226463,2,1159,,,,,,
0.03179982304573059,2,1169,,,,,,
0.018777424469590187,2,1179,,,,,,
0.02643725648522377,2,1189,,,,,,
0.019716545939445496,2,1199,,,,,,
0.00867028534412384,2,1209,,,,,,
0.020634492859244347,2,1219,,,,,,
0.02214580401778221,2,1229,,,,,,
0.009268304333090782,2,1239,,,,,,
0.016178054735064507,2,1249,,,,,,
0.03246087580919266,2,1259,,,,,,
0.054066192358732224,2,1269,,,,,,
0.03153512254357338,2,1279,,,,,,
0.04058882221579552,2,1289,,,,,,
0.014531063847243786,2,1299,,,,,,
0.009360224939882755,2,1309,,,,,,
0.009629735723137856,2,1319,,,,,,
0.008516902104020119,2,1329,,,,,,
0.012695173732936382,2,1339,,,,,,
0.006383545696735382,2,1349,,,,,,
0.02449907921254635,2,1359,,,,,,
0.018914422020316124,2,1369,,,,,,
0.014424033463001251,2,1379,,,,,,
0.003879908937960863,2,1389,,,,,,
0.005825235042721033,2,1399,,,,,,
0.006186940241605043,2,1409,,,,,,
0.003565059043467045,2,1419,,,,,,
0.0060187713243067265,2,1429,,,,,,
0.03259102627635002,2,1439,,,,,,
0.009091836400330067,2,1449,,,,,,
0.05252538248896599,2,1459,,,,,,
0.012442387640476227,2,1469,,,,,,
0.014228169806301594,2,1479,,,,,,
0.0018144820351153612,2,1489,,,,,,
0.027773506939411163,2,1499,,,,,,
0.0039103408344089985,2,1509,,,,,,
0.018511386588215828,2,1519,,,,,,
0.00452248752117157,2,1529,,,,,,
0.002565717324614525,2,1539,,,,,,
0.02505083754658699,2,1549,,,,,,
0.004986002575606108,2,1559,,,,,,
0.0081617571413517,2,1569,,,,,,
0.011013497598469257,2,1579,,,,,,
0.0077392542734742165,2,1589,,,,,,
0.009144161827862263,2,1599,,,,,,
0.00571195874363184,2,1609,,,,,,
0.004840471316128969,2,1619,,,,,,
0.012007714249193668,2,1629,,,,,,
0.005527375731617212,2,1639,,,,,,
0.023551400750875473,2,1649,,,,,,
,2,1655,0.2916666567325592,0.09492875635623932,0.6332072615623474,0.6754491925239563,0.8937549591064453,
0.0053153857588768005,3,1659,,,,,,
0.0025524250231683254,3,1669,,,,,,
0.0023559092078357935,3,1679,,,,,,
0.00386440078727901,3,1689,,,,,,
0.0017251131357625127,3,1699,,,,,,
0.0014131567440927029,3,1709,,,,,,
0.01882782019674778,3,1719,,,,,,
0.003276108531281352,3,1729,,,,,,
0.0015276593621820211,3,1739,,,,,,
0.00265399063937366,3,1749,,,,,,
0.006281429901719093,3,1759,,,,,,
0.0021949259098619223,3,1769,,,,,,
0.00440807593986392,3,1779,,,,,,
0.002143214689567685,3,1789,,,,,,
0.0015908575151115656,3,1799,,,,,,
0.003299879375845194,3,1809,,,,,,
0.0044297645799815655,3,1819,,,,,,
0.004581188317388296,3,1829,,,,,,
0.02693280763924122,3,1839,,,,,,
0.004678433295339346,3,1849,,,,,,
0.0008154131355695426,3,1859,,,,,,
0.0025376768317073584,3,1869,,,,,,
0.0067662643268704414,3,1879,,,,,,
0.00462906202301383,3,1889,,,,,,
0.002068184781819582,3,1899,,,,,,
0.007735205348581076,3,1909,,,,,,
0.0041093467734754086,3,1919,,,,,,
0.02578306756913662,3,1929,,,,,,
0.0006004605675116181,3,1939,,,,,,
0.002313376870006323,3,1949,,,,,,
0.003881280543282628,3,1959,,,,,,
0.009050970897078514,3,1969,,,,,,
0.002513828221708536,3,1979,,,,,,
0.0016850937390699983,3,1989,,,,,,
0.002283951034769416,3,1999,,,,,,
0.0031566733960062265,3,2009,,,,,,
0.0029759446624666452,3,2019,,,,,,
0.0027234728913754225,3,2029,,,,,,
0.0019198480295017362,3,2039,,,,,,
0.002615221543237567,3,2049,,,,,,
0.004787501413375139,3,2059,,,,,,
0.001344505581073463,3,2069,,,,,,
0.006102655082941055,3,2079,,,,,,
0.0016733556985855103,3,2089,,,,,,
0.0029897261410951614,3,2099,,,,,,
0.008478615432977676,3,2109,,,,,,
0.012194167822599411,3,2119,,,,,,
0.0008966064197011292,3,2129,,,,,,
0.004411671310663223,3,2139,,,,,,
0.0022462415508925915,3,2149,,,,,,
0.0020076949149370193,3,2159,,,,,,
0.0018324662232771516,3,2169,,,,,,
0.007381006143987179,3,2179,,,,,,
0.01137031801044941,3,2189,,,,,,
0.0007102203089743853,3,2199,,,,,,
,3,2207,0.23749999701976776,0.11209381371736526,0.5959101319313049,0.6469924449920654,0.8808212876319885,
0.0018083872273564339,4,2209,,,,,,
0.008201942779123783,4,2219,,,,,,
0.006531157530844212,4,2229,,,,,,
0.0030556502752006054,4,2239,,,,,,
0.013209806755185127,4,2249,,,,,,
0.0009234647150151432,4,2259,,,,,,
0.0013338762801140547,4,2269,,,,,,
