epoch,train_loss,step,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_em,test_loss
0,0.12262704968452454,9,,,,,,
0,0.05668723210692406,19,,,,,,
0,0.08073106408119202,29,,,,,,
0,0.061873093247413635,39,,,,,,
0,0.05057047680020332,49,,,,,,
0,0.04836547374725342,59,,,,,,
0,0.03804687038064003,69,,,,,,
0,0.037478022277355194,79,,,,,,
0,0.029666753485798836,89,,,,,,
0,0.03393924608826637,99,,,,,,
0,0.05000194534659386,109,,,,,,
0,0.04481147229671478,119,,,,,,
0,0.045184459537267685,129,,,,,,
0,0.03780731186270714,139,,,,,,
0,0.0496932677924633,149,,,,,,
0,0.0355038158595562,159,,,,,,
0,0.057317402213811874,169,,,,,,
0,0.024350199848413467,179,,,,,,
0,0.030908260494470596,189,,,,,,
0,0.03997175022959709,199,,,,,,
0,0.03818671777844429,209,,,,,,
0,0.06876739114522934,219,,,,,,
0,0.05221442133188248,229,,,,,,
0,0.04481248930096626,239,,,,,,
0,0.025878075510263443,249,,,,,,
0,0.04069013521075249,259,,,,,,
0,0.04259549081325531,269,,,,,,
0,0.031950123608112335,279,,,,,,
0,0.02007446251809597,289,,,,,,
0,0.023572714999318123,299,,,,,,
0,0.030216997489333153,309,,,,,,
0,0.04348534345626831,319,,,,,,
0,0.043142445385456085,329,,,,,,
0,0.029359884560108185,339,,,,,,
0,0.04072156548500061,349,,,,,,
0,0.031501226127147675,359,,,,,,
0,0.024554064497351646,369,,,,,,
0,0.020615054294466972,379,,,,,,
0,0.0778374969959259,389,,,,,,
0,0.02531125582754612,399,,,,,,
0,0.03328423202037811,409,,,,,,
0,0.019114568829536438,419,,,,,,
0,0.029180003330111504,429,,,,,,
0,0.03234320133924484,439,,,,,,
0,0.01983695849776268,449,,,,,,
0,0.012790900655090809,459,,,,,,
0,0.02677544206380844,469,,,,,,
0,0.021541204303503036,479,,,,,,
0,0.016664186492562294,489,,,,,,
0,0.011326848529279232,499,,,,,,
0,0.03405476734042168,509,,,,,,
0,0.02708100713789463,519,,,,,,
0,0.02701202780008316,529,,,,,,
0,0.01077363546937704,539,,,,,,
0,0.02058219723403454,549,,,,,,
0,0.029339099302887917,559,,,,,,
0,0.013787658885121346,569,,,,,,
0,0.03205200284719467,579,,,,,,
0,0.00964332278817892,589,,,,,,
0,0.039498161524534225,599,,,,,,
0,0.010542771779000759,609,,,,,,
0,0.013325158506631851,619,,,,,,
0,0.019123781472444534,629,,,,,,
0,0.01882808655500412,639,,,,,,
0,0.0075533404015004635,649,,,,,,
0,,649,0.9267951250076294,0.701095461845398,0.669220507144928,0.061687108129262924,0.6388206481933594,
1,0.028393004089593887,659,,,,,,
1,0.03918570280075073,669,,,,,,
1,0.01706101931631565,679,,,,,,
1,0.008379911072552204,689,,,,,,
1,0.011039940640330315,699,,,,,,
1,0.02524096518754959,709,,,,,,
1,0.007985122501850128,719,,,,,,
1,0.0037591373547911644,729,,,,,,
1,0.02002350240945816,739,,,,,,
1,0.008883868344128132,749,,,,,,
1,0.03206392750144005,759,,,,,,
1,0.025106757879257202,769,,,,,,
1,0.006411546375602484,779,,,,,,
1,0.005850379355251789,789,,,,,,
1,0.024242866784334183,799,,,,,,
1,0.03777052462100983,809,,,,,,
1,0.020685294643044472,819,,,,,,
1,0.005019943229854107,829,,,,,,
