epoch,train_loss,step,val_qa_answer_f1,val_qa_bert_score,val_loss,val_qa_em,val_qa_sas,test_loss
0,0.3849828243255615,9,,,,,,
0,0.35866791009902954,19,,,,,,
0,0.28314125537872314,29,,,,,,
0,0.3946848213672638,39,,,,,,
0,0.2526751756668091,49,,,,,,
0,0.2990027368068695,59,,,,,,
0,0.15566298365592957,69,,,,,,
0,0.25218465924263,79,,,,,,
0,0.20069332420825958,89,,,,,,
0,0.2028454840183258,99,,,,,,
0,0.27610933780670166,109,,,,,,
0,0.3578996956348419,119,,,,,,
0,0.2537270188331604,129,,,,,,
0,0.3079849183559418,139,,,,,,
0,0.2773188650608063,149,,,,,,
0,0.1925065964460373,159,,,,,,
0,0.22786806523799896,169,,,,,,
0,0.17179520428180695,179,,,,,,
0,0.2527456283569336,189,,,,,,
0,0.1299147605895996,199,,,,,,
0,0.18980678915977478,209,,,,,,
0,0.2629481554031372,219,,,,,,
0,0.20222902297973633,229,,,,,,
0,0.26891353726387024,239,,,,,,
0,0.20716390013694763,249,,,,,,
0,0.17686797678470612,259,,,,,,
0,0.24430926144123077,269,,,,,,
0,0.19726623594760895,279,,,,,,
0,0.1351330578327179,289,,,,,,
0,0.2268417626619339,299,,,,,,
0,0.12152976542711258,309,,,,,,
0,0.16085535287857056,319,,,,,,
0,0.21723774075508118,329,,,,,,
0,0.16001799702644348,339,,,,,,
0,,345,0.3237683176994324,0.8031497001647949,0.12474847584962845,0.261428564786911,0.37076979875564575,
1,0.12239204347133636,349,,,,,,
1,0.12751097977161407,359,,,,,,
1,0.11904603987932205,369,,,,,,
1,0.15831564366817474,379,,,,,,
1,0.12603041529655457,389,,,,,,
1,0.19996361434459686,399,,,,,,
1,0.12133900821208954,409,,,,,,
1,0.15670877695083618,419,,,,,,
1,0.15600080788135529,429,,,,,,
1,0.09614980965852737,439,,,,,,
1,0.2728970944881439,449,,,,,,
1,0.18822965025901794,459,,,,,,
1,0.2161075472831726,469,,,,,,
1,0.26949697732925415,479,,,,,,
1,0.23638612031936646,489,,,,,,
1,0.10418003797531128,499,,,,,,
1,0.11596675962209702,509,,,,,,
1,0.18952035903930664,519,,,,,,
1,0.20758570730686188,529,,,,,,
1,0.18545038998126984,539,,,,,,
1,0.15361295640468597,549,,,,,,
1,0.09616141766309738,559,,,,,,
1,0.17448560893535614,569,,,,,,
1,0.10730602592229843,579,,,,,,
1,0.3100413680076599,589,,,,,,
1,0.13754902780056,599,,,,,,
1,0.12169261276721954,609,,,,,,
1,0.0859748050570488,619,,,,,,
1,0.11835890263319016,629,,,,,,
1,0.16551648080348969,639,,,,,,
1,0.18743979930877686,649,,,,,,
1,0.1398947387933731,659,,,,,,
1,0.11243993788957596,669,,,,,,
1,0.1155775710940361,679,,,,,,
1,0.15054048597812653,689,,,,,,
1,,691,0.37005504965782166,0.8164214491844177,0.12042227387428284,0.30714285373687744,0.40610361099243164,
2,0.14043863117694855,699,,,,,,
2,0.15071161091327667,709,,,,,,
2,0.0649305209517479,719,,,,,,
2,0.13706935942173004,729,,,,,,
2,0.08326064795255661,739,,,,,,
2,0.10310708731412888,749,,,,,,
2,0.0948370099067688,759,,,,,,
2,0.08435802161693573,769,,,,,,
2,0.12463928014039993,779,,,,,,
2,0.09121618419885635,789,,,,,,
2,0.10430064052343369,799,,,,,,
2,0.0614110566675663,809,,,,,,
2,0.10194721072912216,819,,,,,,
2,0.07821013033390045,829,,,,,,
2,0.0749066174030304,839,,,,,,
2,0.10271870344877243,849,,,,,,
2,0.09225752204656601,859,,,,,,
2,0.14543424546718597,869,,,,,,
2,0.08330230414867401,879,,,,,,
2,0.08864933997392654,889,,,,,,
2,0.09116750210523605,899,,,,,,
2,0.09805979579687119,909,,,,,,
2,0.09865991771221161,919,,,,,,
2,0.06031708046793938,929,,,,,,
2,0.08421336859464645,939,,,,,,
2,0.08245155960321426,949,,,,,,
2,0.11392033100128174,959,,,,,,
2,0.08599090576171875,969,,,,,,
2,0.07274939119815826,979,,,,,,
2,0.08323707431554794,989,,,,,,
2,0.10848603397607803,999,,,,,,
2,0.08686324954032898,1009,,,,,,
2,0.1987643837928772,1019,,,,,,
2,0.09662647545337677,1029,,,,,,
2,,1037,0.3853936791419983,0.8215591907501221,0.12024965137243271,0.3285714387893677,0.421276330947876,
3,0.08582288771867752,1039,,,,,,
3,0.07829629629850388,1049,,,,,,
3,0.07370227575302124,1059,,,,,,
3,0.07925709336996078,1069,,,,,,
3,0.07674489170312881,1079,,,,,,
3,0.08265884220600128,1089,,,,,,
3,0.07311750948429108,1099,,,,,,
3,0.05840136855840683,1109,,,,,,
3,0.10454965382814407,1119,,,,,,
3,0.030802706256508827,1129,,,,,,
3,0.052708327770233154,1139,,,,,,
3,0.08910033851861954,1149,,,,,,
3,0.0360272116959095,1159,,,,,,
3,0.05780283734202385,1169,,,,,,
3,0.07194959372282028,1179,,,,,,
3,0.0840735137462616,1189,,,,,,
3,0.035070132464170456,1199,,,,,,
3,0.05879594385623932,1209,,,,,,
3,0.09084372222423553,1219,,,,,,
3,0.04946165531873703,1229,,,,,,
3,0.15811485052108765,1239,,,,,,
3,0.06670978665351868,1249,,,,,,
3,0.05982347950339317,1259,,,,,,
3,0.05489278957247734,1269,,,,,,
3,0.07788308709859848,1279,,,,,,
3,0.06808114796876907,1289,,,,,,
3,0.04139809310436249,1299,,,,,,
3,0.05826475843787193,1309,,,,,,
3,0.07458463311195374,1319,,,,,,
3,0.08984441310167313,1329,,,,,,
3,0.028452204540371895,1339,,,,,,
3,0.09373433142900467,1349,,,,,,
3,0.07550308108329773,1359,,,,,,
3,0.04991621524095535,1369,,,,,,
3,0.02748536318540573,1379,,,,,,
3,,1383,0.3931725323200226,0.8238442540168762,0.12738364934921265,0.33714285492897034,0.4289740324020386,
4,0.06036100536584854,1389,,,,,,
4,0.06339658051729202,1399,,,,,,
4,0.05892566591501236,1409,,,,,,
4,0.03498844802379608,1419,,,,,,
4,0.049439579248428345,1429,,,,,,
4,0.05548068508505821,1439,,,,,,
4,0.04390789568424225,1449,,,,,,
4,0.09835024923086166,1459,,,,,,
4,0.05929892882704735,1469,,,,,,
4,0.05874095484614372,1479,,,,,,
4,0.06792934238910675,1489,,,,,,
4,0.028440209105610847,1499,,,,,,
4,0.09342300891876221,1509,,,,,,
4,0.03590255603194237,1519,,,,,,
4,0.04510128125548363,1529,,,,,,
4,0.03650161251425743,1539,,,,,,
4,0.046934373676776886,1549,,,,,,
4,0.05610993877053261,1559,,,,,,
4,0.03640136122703552,1569,,,,,,
4,0.04207514971494675,1579,,,,,,
4,0.07773234695196152,1589,,,,,,
4,0.044282909482717514,1599,,,,,,
4,0.032651860266923904,1609,,,,,,
4,0.02362115867435932,1619,,,,,,
4,0.060364339500665665,1629,,,,,,
4,0.04925571754574776,1639,,,,,,
4,0.03847244009375572,1649,,,,,,
4,0.030144527554512024,1659,,,,,,
4,0.048331595957279205,1669,,,,,,
4,0.04187335446476936,1679,,,,,,
4,0.03404978662729263,1689,,,,,,
4,0.03258238732814789,1699,,,,,,
4,0.032594118267297745,1709,,,,,,
4,0.028927423059940338,1719,,,,,,
4,0.01919507421553135,1729,,,,,,
4,,1729,0.40221744775772095,0.8268601894378662,0.15583252906799316,0.3442857265472412,0.4332939386367798,
5,,1730,,,,,,0.15583252906799316
