step,epoch,train_loss,val_loss,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,test_loss
9,0,0.09615074843168259,,,,,,
19,0,0.053165215998888016,,,,,,
29,0,0.03395800292491913,,,,,,
39,0,0.07224639505147934,,,,,,
49,0,0.04587098956108093,,,,,,
59,0,0.04124109447002411,,,,,,
69,0,0.05744830146431923,,,,,,
79,0,0.049098365008831024,,,,,,
89,0,0.051945123821496964,,,,,,
99,0,0.04451057314872742,,,,,,
109,0,0.046828415244817734,,,,,,
119,0,0.06388525664806366,,,,,,
129,0,0.046292807906866074,,,,,,
139,0,0.05635630711913109,,,,,,
149,0,0.05576074495911598,,,,,,
159,0,0.04009855166077614,,,,,,
169,0,0.04587710276246071,,,,,,
179,0,0.06546997278928757,,,,,,
189,0,0.05116669833660126,,,,,,
199,0,0.047855038195848465,,,,,,
209,0,0.04652515798807144,,,,,,
219,0,0.04158804565668106,,,,,,
229,0,0.07203859835863113,,,,,,
239,0,0.0849907398223877,,,,,,
249,0,0.06180942431092262,,,,,,
249,0,,0.09912282228469849,0.43723270297050476,0.8560431599617004,0.2948403060436249,0.3605237603187561,
259,1,0.06254305690526962,,,,,,
269,1,0.04288679361343384,,,,,,
279,1,0.04043538495898247,,,,,,
289,1,0.05652763694524765,,,,,,
299,1,0.068754643201828,,,,,,
309,1,0.07445230334997177,,,,,,
319,1,0.04638631269335747,,,,,,
329,1,0.05970093235373497,,,,,,
339,1,0.05869217589497566,,,,,,
349,1,0.05554652214050293,,,,,,
359,1,0.06387806683778763,,,,,,
369,1,0.054732173681259155,,,,,,
379,1,0.05509951338171959,,,,,,
389,1,0.04401611536741257,,,,,,
399,1,0.05443648621439934,,,,,,
409,1,0.059689562767744064,,,,,,
419,1,0.0883614644408226,,,,,,
429,1,0.042450666427612305,,,,,,
439,1,0.04193629324436188,,,,,,
449,1,0.04572353884577751,,,,,,
459,1,0.047624338418245316,,,,,,
469,1,0.03763715922832489,,,,,,
479,1,0.053787823766469955,,,,,,
489,1,0.05590558797121048,,,,,,
499,1,0.06812803447246552,,,,,,
499,1,,0.10555614531040192,0.45238587260246277,0.8601793050765991,0.30958232283592224,0.37854623794555664,
509,2,0.05603516101837158,,,,,,
519,2,0.040727026760578156,,,,,,
529,2,0.03878502547740936,,,,,,
539,2,0.051526863127946854,,,,,,
549,2,0.06341331452131271,,,,,,
559,2,0.06758817285299301,,,,,,
569,2,0.03914782404899597,,,,,,
579,2,0.05283724144101143,,,,,,
589,2,0.05234858766198158,,,,,,
599,2,0.050621695816516876,,,,,,
609,2,0.0626005083322525,,,,,,
619,2,0.049808163195848465,,,,,,
629,2,0.0511913001537323,,,,,,
639,2,0.040216270834207535,,,,,,
649,2,0.04907144978642464,,,,,,
659,2,0.05359077453613281,,,,,,
669,2,0.04315946623682976,,,,,,
679,2,0.03622842952609062,,,,,,
689,2,0.03827960044145584,,,,,,
699,2,0.03875252231955528,,,,,,
709,2,0.04429473727941513,,,,,,
719,2,0.03502479940652847,,,,,,
729,2,0.044800471514463425,,,,,,
739,2,0.051120299845933914,,,,,,
749,2,0.05598108842968941,,,,,,
749,2,,0.10170646011829376,0.44758275151252747,0.8587854504585266,0.312039315700531,0.3772129416465759,
759,3,0.05191311612725258,,,,,,
769,3,0.038599032908678055,,,,,,
779,3,0.03699184209108353,,,,,,
789,3,0.0459233894944191,,,,,,
799,3,0.05734655633568764,,,,,,
809,3,0.05666626989841461,,,,,,
819,3,0.03045223280787468,,,,,,
829,3,0.04774346947669983,,,,,,
839,3,0.04653482139110565,,,,,,
849,3,0.05079673230648041,,,,,,
859,3,0.05512305349111557,,,,,,
869,3,0.04519113525748253,,,,,,
879,3,0.060623228549957275,,,,,,
889,3,0.03438548371195793,,,,,,
899,3,0.04767901822924614,,,,,,
909,3,0.043436601758003235,,,,,,
919,3,0.0331968255341053,,,,,,
929,3,0.028148306533694267,,,,,,
939,3,0.03312936797738075,,,,,,
949,3,0.029508916661143303,,,,,,
959,3,0.03686906397342682,,,,,,
969,3,0.027578290551900864,,,,,,
979,3,0.03641459718346596,,,,,,
989,3,0.04837515577673912,,,,,,
999,3,0.039296939969062805,,,,,,
999,3,,0.12335190176963806,0.4417825937271118,0.8560566902160645,0.2997542917728424,0.36913660168647766,
1009,4,0.043002333492040634,,,,,,
1019,4,0.0327281691133976,,,,,,
1029,4,0.028222305700182915,,,,,,
1039,4,0.03629686310887337,,,,,,
1049,4,0.043510179966688156,,,,,,
1059,4,0.03650086745619774,,,,,,
1069,4,0.018774593248963356,,,,,,
1079,4,0.032340578734874725,,,,,,
1089,4,0.03240209445357323,,,,,,
1099,4,0.04162515699863434,,,,,,
1109,4,0.03850940987467766,,,,,,
1119,4,0.03638529032468796,,,,,,
1129,4,0.04381515458226204,,,,,,
1139,4,0.022402320057153702,,,,,,
1149,4,0.04399299994111061,,,,,,
1159,4,0.03262040764093399,,,,,,
1169,4,0.019405724480748177,,,,,,
1179,4,0.012557961978018284,,,,,,
1189,4,0.025044556707143784,,,,,,
1199,4,0.01845775917172432,,,,,,
1209,4,0.02845965139567852,,,,,,
1219,4,0.014510899782180786,,,,,,
1229,4,0.023072145879268646,,,,,,
1239,4,0.03653968870639801,,,,,,
1249,4,0.012742538005113602,,,,,,
1249,4,,0.19552016258239746,0.4605119526386261,0.8623185753822327,0.32923832535743713,0.3991829454898834,
1250,5,,,,,,,0.19552016258239746
