train_loss,step,epoch,val_qa_em,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_sas,test_loss
1.3762205839157104,9,0,,,,,,
0.6959019899368286,19,0,,,,,,
0.4329931437969208,29,0,,,,,,
0.3985017240047455,39,0,,,,,,
0.5403140187263489,49,0,,,,,,
0.6455942988395691,59,0,,,,,,
0.6886632442474365,69,0,,,,,,
0.7265815138816833,79,0,,,,,,
0.9066877365112305,89,0,,,,,,
0.5114998817443848,99,0,,,,,,
,101,0,0.373913049697876,0.8546079397201538,0.5497246384620667,0.16588865220546722,0.5837694406509399,
0.4344235062599182,109,1,,,,,,
0.2998174726963043,119,1,,,,,,
0.5001404881477356,129,1,,,,,,
0.15491613745689392,139,1,,,,,,
0.3625526428222656,149,1,,,,,,
0.7011725306510925,159,1,,,,,,
0.28517866134643555,169,1,,,,,,
0.4124186933040619,179,1,,,,,,
0.35911357402801514,189,1,,,,,,
0.3311181664466858,199,1,,,,,,
,203,1,0.5043478012084961,0.884848415851593,0.6379570960998535,0.1395207792520523,0.6611752510070801,
0.6656087040901184,209,2,,,,,,
0.24966169893741608,219,2,,,,,,
0.49563926458358765,229,2,,,,,,
0.24699732661247253,239,2,,,,,,
0.11138589680194855,249,2,,,,,,
0.10179668664932251,259,2,,,,,,
0.12349268794059753,269,2,,,,,,
0.243478462100029,279,2,,,,,,
0.31269869208335876,289,2,,,,,,
0.3076240122318268,299,2,,,,,,
,305,2,0.552173912525177,0.9010371565818787,0.6757456064224243,0.12980696558952332,0.69682377576828,
0.28475502133369446,309,3,,,,,,
0.1780584156513214,319,3,,,,,,
0.12212461978197098,329,3,,,,,,
0.21595284342765808,339,3,,,,,,
0.14390763640403748,349,3,,,,,,
0.24612033367156982,359,3,,,,,,
0.22150737047195435,369,3,,,,,,
0.07741474360227585,379,3,,,,,,
0.08980745077133179,389,3,,,,,,
0.09233004599809647,399,3,,,,,,
,407,3,0.5695652365684509,0.9042297601699829,0.6873884797096252,0.12926404178142548,0.7103371024131775,
0.053616177290678024,409,4,,,,,,
0.14579273760318756,419,4,,,,,,
0.04247872158885002,429,4,,,,,,
0.03657475858926773,439,4,,,,,,
0.08518929779529572,449,4,,,,,,
0.03617154434323311,459,4,,,,,,
0.1014934554696083,469,4,,,,,,
0.7563642263412476,479,4,,,,,,
0.036893825978040695,489,4,,,,,,
2.510823965072632,499,4,,,,,,
0.028794948011636734,509,4,,,,,,
,509,4,0.5695652365684509,0.9033053517341614,0.6844163537025452,0.1369200199842453,0.707064151763916,
,510,5,,,,,,0.1369200199842453
