epoch,step,train_loss,val_loss,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_qa_sas,test_loss,test_avg_qa_answer_f1,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_sas
0,9,0.6812650561332703,,,,,,,,,,
0,19,0.7321892976760864,,,,,,,,,,
0,29,0.421017050743103,,,,,,,,,,
0,39,0.3380931317806244,,,,,,,,,,
0,49,0.4465620815753937,,,,,,,,,,
0,59,0.4609597325325012,,,,,,,,,,
0,69,0.22966331243515015,,,,,,,,,,
0,79,0.31379184126853943,,,,,,,,,,
0,89,0.29057231545448303,,,,,,,,,,
0,99,0.2282903492450714,,,,,,,,,,
0,109,0.27079153060913086,,,,,,,,,,
0,119,0.32655584812164307,,,,,,,,,,
0,129,0.2620057761669159,,,,,,,,,,
0,139,0.23146317899227142,,,,,,,,,,
0,149,0.43607276678085327,,,,,,,,,,
0,159,0.256639689207077,,,,,,,,,,
0,169,0.36755818128585815,,,,,,,,,,
0,179,0.3493652045726776,,,,,,,,,,
0,187,,0.19431352615356445,0.38648101687431335,0.31811022758483887,0.8362718820571899,0.4257206916809082,,,,,
1,189,0.25022202730178833,,,,,,,,,,
1,199,0.16993607580661774,,,,,,,,,,
1,209,0.39154237508773804,,,,,,,,,,
1,219,0.18261907994747162,,,,,,,,,,
1,229,0.21120062470436096,,,,,,,,,,
1,239,0.2271842658519745,,,,,,,,,,
1,249,0.22456486523151398,,,,,,,,,,
1,259,0.22466719150543213,,,,,,,,,,
1,269,0.257820725440979,,,,,,,,,,
1,279,0.44072064757347107,,,,,,,,,,
1,289,0.18656721711158752,,,,,,,,,,
1,299,0.23582273721694946,,,,,,,,,,
1,309,0.28701141476631165,,,,,,,,,,
1,319,0.14876042306423187,,,,,,,,,,
1,329,0.4476528763771057,,,,,,,,,,
1,339,0.24672581255435944,,,,,,,,,,
1,349,0.17746806144714355,,,,,,,,,,
1,359,0.18383410573005676,,,,,,,,,,
1,369,0.12357354164123535,,,,,,,,,,
1,375,,0.17041876912117004,0.41606616973876953,0.34645670652389526,0.8453043699264526,0.4459969103336334,,,,,
2,379,0.29953208565711975,,,,,,,,,,
2,389,0.16357797384262085,,,,,,,,,,
2,399,0.20293501019477844,,,,,,,,,,
2,409,0.2482243776321411,,,,,,,,,,
2,419,0.18802320957183838,,,,,,,,,,
2,429,0.23473984003067017,,,,,,,,,,
2,439,0.21219535171985626,,,,,,,,,,
2,449,0.2608419954776764,,,,,,,,,,
2,459,0.26724258065223694,,,,,,,,,,
2,469,0.294664204120636,,,,,,,,,,
2,479,0.12766215205192566,,,,,,,,,,
2,489,0.11450062692165375,,,,,,,,,,
2,499,0.22103023529052734,,,,,,,,,,
2,509,0.16052782535552979,,,,,,,,,,
2,519,0.1365342140197754,,,,,,,,,,
2,529,0.19129793345928192,,,,,,,,,,
2,539,0.16654153168201447,,,,,,,,,,
2,549,0.21471507847309113,,,,,,,,,,
2,559,0.12275855243206024,,,,,,,,,,
2,563,,0.15734902024269104,0.4376571476459503,0.3748031556606293,0.8502979278564453,0.46789535880088806,,,,,
3,569,0.09339083731174469,,,,,,,,,,
3,579,0.20706331729888916,,,,,,,,,,
3,589,0.16190354526042938,,,,,,,,,,
3,599,0.1253984123468399,,,,,,,,,,
3,609,0.18879234790802002,,,,,,,,,,
3,619,0.19751055538654327,,,,,,,,,,
3,629,0.198465034365654,,,,,,,,,,
3,639,0.20843292772769928,,,,,,,,,,
3,649,0.28334733843803406,,,,,,,,,,
3,659,0.21501728892326355,,,,,,,,,,
3,669,0.1284061223268509,,,,,,,,,,
3,679,0.18264314532279968,,,,,,,,,,
3,689,0.1586526781320572,,,,,,,,,,
3,699,0.12323898077011108,,,,,,,,,,
3,709,0.21591532230377197,,,,,,,,,,
3,719,0.3802829384803772,,,,,,,,,,
3,729,0.09248186647891998,,,,,,,,,,
3,739,0.2077828198671341,,,,,,,,,,
3,749,0.12317653000354767,,,,,,,,,,
3,751,,0.14721299707889557,0.48160427808761597,0.4141732156276703,0.8647627830505371,0.496817409992218,,,,,
4,759,0.11998854577541351,,,,,,,,,,
4,769,0.11137177050113678,,,,,,,,,,
4,779,0.16682511568069458,,,,,,,,,,
4,789,0.11960557848215103,,,,,,,,,,
4,799,0.12202683091163635,,,,,,,,,,
4,809,0.20648621022701263,,,,,,,,,,
4,819,0.09039953351020813,,,,,,,,,,
4,829,0.2098008394241333,,,,,,,,,,
4,839,0.15262307226657867,,,,,,,,,,
4,849,0.19216163456439972,,,,,,,,,,
4,859,0.11840919405221939,,,,,,,,,,
4,869,0.1694604605436325,,,,,,,,,,
4,879,0.23601743578910828,,,,,,,,,,
4,889,0.21658729016780853,,,,,,,,,,
4,899,0.15448997914791107,,,,,,,,,,
4,909,0.47278186678886414,,,,,,,,,,
4,919,0.24957700073719025,,,,,,,,,,
4,929,0.14488455653190613,,,,,,,,,,
4,939,0.05294174700975418,,,,,,,,,,
4,939,,0.14471431076526642,0.4906683564186096,0.4220472574234009,0.8663152456283569,0.5080803632736206,,,,,
5,940,,,,,,,0.14471431076526642,0.4906683564186096,0.4220472574234009,0.8663152456283569,0.5080803632736206
