step,train_loss,epoch,val_qa_em,val_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,test_loss
9,0.6833028793334961,0,,,,,,
19,0.716091513633728,0,,,,,,
29,0.6295437216758728,0,,,,,,
39,0.30698511004447937,0,,,,,,
49,0.31794968247413635,0,,,,,,
59,0.34962165355682373,0,,,,,,
69,0.31581294536590576,0,,,,,,
79,0.27907830476760864,0,,,,,,
89,0.43733301758766174,0,,,,,,
99,0.2672436535358429,0,,,,,,
109,0.34955236315727234,0,,,,,,
119,0.23652656376361847,0,,,,,,
129,0.555167019367218,0,,,,,,
139,0.5371938347816467,0,,,,,,
149,0.2328917533159256,0,,,,,,
159,0.27167606353759766,0,,,,,,
169,0.3770807683467865,0,,,,,,
179,0.1463773548603058,0,,,,,,
189,0.20946916937828064,0,,,,,,
199,0.31812721490859985,0,,,,,,
209,0.30765169858932495,0,,,,,,
219,0.21128463745117188,0,,,,,,
229,0.2946765720844269,0,,,,,,
239,0.27477097511291504,0,,,,,,
249,0.40037989616394043,0,,,,,,
259,0.2726975977420807,0,,,,,,
269,0.38739949464797974,0,,,,,,
279,1.2836517095565796,0,,,,,,
289,0.3545140326023102,0,,,,,,
299,0.24873600900173187,0,,,,,,
309,0.7651288509368896,0,,,,,,
319,0.2587791383266449,0,,,,,,
329,0.2083011269569397,0,,,,,,
339,0.8408470749855042,0,,,,,,
349,0.6022771596908569,0,,,,,,
359,0.2518467307090759,0,,,,,,
369,0.6850380301475525,0,,,,,,
379,0.17360003292560577,0,,,,,,
388,,0,0.5471698045730591,0.1230735033750534,0.6409251093864441,0.8836404085159302,0.6213831901550293,
389,0.10109162330627441,1,,,,,,
399,0.17946547269821167,1,,,,,,
409,0.2201024889945984,1,,,,,,
419,0.12344776839017868,1,,,,,,
429,0.29942408204078674,1,,,,,,
439,0.07807976752519608,1,,,,,,
449,0.29521140456199646,1,,,,,,
459,1.7004772424697876,1,,,,,,
469,0.2198958545923233,1,,,,,,
479,0.13925416767597198,1,,,,,,
489,0.20517610013484955,1,,,,,,
499,0.1302403062582016,1,,,,,,
509,0.09534589946269989,1,,,,,,
519,0.07967505604028702,1,,,,,,
529,0.40255439281463623,1,,,,,,
539,2.5300261974334717,1,,,,,,
549,0.5307965278625488,1,,,,,,
559,0.1753397136926651,1,,,,,,
569,0.16253535449504852,1,,,,,,
579,0.37836459279060364,1,,,,,,
589,0.153776153922081,1,,,,,,
599,0.0715954601764679,1,,,,,,
609,0.15005704760551453,1,,,,,,
619,0.05816685035824776,1,,,,,,
629,0.21480199694633484,1,,,,,,
639,0.41917598247528076,1,,,,,,
649,0.3138940930366516,1,,,,,,
659,0.17930293083190918,1,,,,,,
669,0.09436506032943726,1,,,,,,
679,0.38853567838668823,1,,,,,,
689,0.18714658915996552,1,,,,,,
699,0.7446876764297485,1,,,,,,
709,0.06200292333960533,1,,,,,,
719,0.07890677452087402,1,,,,,,
729,0.2120421677827835,1,,,,,,
739,0.08696246892213821,1,,,,,,
749,0.14747479557991028,1,,,,,,
759,0.15773820877075195,1,,,,,,
769,0.0808245837688446,1,,,,,,
777,,1,0.5723270177841187,0.125233992934227,0.6577770113945007,0.8897823691368103,0.6446192264556885,
779,0.08537673950195312,2,,,,,,
789,0.02135542407631874,2,,,,,,
799,0.13291339576244354,2,,,,,,
809,0.376412957906723,2,,,,,,
819,0.15286751091480255,2,,,,,,
829,0.02415502443909645,2,,,,,,
839,0.12353171408176422,2,,,,,,
849,0.025827769190073013,2,,,,,,
859,0.3742322623729706,2,,,,,,
869,0.32966241240501404,2,,,,,,
879,0.16703400015830994,2,,,,,,
889,0.05691203474998474,2,,,,,,
899,0.1400628685951233,2,,,,,,
909,0.06239992007613182,2,,,,,,
919,0.011145099997520447,2,,,,,,
929,0.04072774946689606,2,,,,,,
939,0.029117900878190994,2,,,,,,
949,0.10058283805847168,2,,,,,,
959,0.058919355273246765,2,,,,,,
969,0.0863594263792038,2,,,,,,
979,0.03591930866241455,2,,,,,,
989,0.08691355586051941,2,,,,,,
999,0.033344823867082596,2,,,,,,
1009,0.013528906740248203,2,,,,,,
1019,0.0316857285797596,2,,,,,,
1029,0.022165805101394653,2,,,,,,
1039,0.08293402194976807,2,,,,,,
1049,0.020586101338267326,2,,,,,,
1059,0.01416860893368721,2,,,,,,
1069,0.16676601767539978,2,,,,,,
1079,0.10730474442243576,2,,,,,,
1089,0.2753874659538269,2,,,,,,
1099,0.033472493290901184,2,,,,,,
1109,0.10914874821901321,2,,,,,,
1119,0.16486506164073944,2,,,,,,
1129,0.013835091143846512,2,,,,,,
1139,0.02727627009153366,2,,,,,,
