train_loss,epoch,step,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_meteor,val_qa_sas,test_loss
0.5775157809257507,0,9,,,,,,,
0.5372937917709351,0,19,,,,,,,
0.22673235833644867,0,29,,,,,,,
0.6966248154640198,0,39,,,,,,,
0.24012455344200134,0,49,,,,,,,
0.6505672931671143,0,59,,,,,,,
0.21927513182163239,0,69,,,,,,,
0.2047426849603653,0,79,,,,,,,
0.3054857552051544,0,89,,,,,,,
0.15316034853458405,0,99,,,,,,,
0.36127299070358276,0,109,,,,,,,
0.25208351016044617,0,119,,,,,,,
0.2574627101421356,0,129,,,,,,,
0.4051690697669983,0,139,,,,,,,
0.38781043887138367,0,149,,,,,,,
0.29992493987083435,0,159,,,,,,,
0.36430415511131287,0,169,,,,,,,
0.5815423727035522,0,179,,,,,,,
0.08116505295038223,0,189,,,,,,,
0.1348690539598465,0,199,,,,,,,
0.44538262486457825,0,209,,,,,,,
0.1552523821592331,0,219,,,,,,,
0.05624967813491821,0,229,,,,,,,
0.3433864712715149,0,239,,,,,,,
0.2027970850467682,0,249,,,,,,,
0.4654405415058136,0,259,,,,,,,
0.2815706431865692,0,269,,,,,,,
0.1479705572128296,0,279,,,,,,,
0.1009315550327301,0,289,,,,,,,
3.1119372844696045,0,299,,,,,,,
1.1426488161087036,0,309,,,,,,,
0.19284246861934662,0,319,,,,,,,
0.2887023687362671,0,329,,,,,,,
0.006871521472930908,0,339,,,,,,,
,0,339,2.677633762359619,0.5361727476119995,0.8964909911155701,0.40271493792533875,0.5887770056724548,0.5840864181518555,
0.12082701921463013,1,349,,,,,,,
0.39824193716049194,1,359,,,,,,,
0.365397572517395,1,369,,,,,,,
0.19779729843139648,1,379,,,,,,,
0.4727652072906494,1,389,,,,,,,
0.07960567623376846,1,399,,,,,,,
0.19568060338497162,1,409,,,,,,,
0.4281649887561798,1,419,,,,,,,
0.2961953580379486,1,429,,,,,,,
0.21577823162078857,1,439,,,,,,,
0.07062523812055588,1,449,,,,,,,
0.35301101207733154,1,459,,,,,,,
0.14159156382083893,1,469,,,,,,,
0.21651920676231384,1,479,,,,,,,
0.10337327420711517,1,489,,,,,,,
0.13817369937896729,1,499,,,,,,,
0.12899568676948547,1,509,,,,,,,
0.08716268837451935,1,519,,,,,,,
0.25461238622665405,1,529,,,,,,,
0.12865762412548065,1,539,,,,,,,
0.6025102138519287,1,549,,,,,,,
0.4291346073150635,1,559,,,,,,,
0.016602523624897003,1,569,,,,,,,
0.055685050785541534,1,579,,,,,,,
0.3017227053642273,1,589,,,,,,,
0.3150630593299866,1,599,,,,,,,
0.29153475165367126,1,609,,,,,,,
0.37475231289863586,1,619,,,,,,,
0.295050710439682,1,629,,,,,,,
0.14195899665355682,1,639,,,,,,,
nan,1,649,,,,,,,
0.09756752103567123,1,659,,,,,,,
0.16549409925937653,1,669,,,,,,,
