step,train_loss,epoch,val_loss,val_qa_bert_score,val_qa_sas,val_qa_em,val_qa_answer_f1,test_loss
9,1.1300148963928223,0,,,,,,
19,0.724868655204773,0,,,,,,
29,0.7532027363777161,0,,,,,,
39,0.7643122673034668,0,,,,,,
49,0.6077387928962708,0,,,,,,
59,0.931332528591156,0,,,,,,
69,0.44084790349006653,0,,,,,,
79,0.7134878039360046,0,,,,,,
89,0.8425800800323486,0,,,,,,
99,0.5041821002960205,0,,,,,,
99,,0,0.42429110407829285,0.8072133660316467,0.4366888701915741,0.27642276883125305,0.40240341424942017,
109,0.4374155104160309,1,,,,,,
119,0.29803064465522766,1,,,,,,
129,0.825195848941803,1,,,,,,
139,0.42242586612701416,1,,,,,,
149,0.7883778810501099,1,,,,,,
159,0.6822657585144043,1,,,,,,
169,0.531499445438385,1,,,,,,
179,1.268243432044983,1,,,,,,
189,0.8018472790718079,1,,,,,,
199,0.5427148342132568,1,,,,,,
199,,1,0.404706209897995,0.84142005443573,0.5249038338661194,0.3861788511276245,0.5024549961090088,
209,0.3179878890514374,2,,,,,,
219,0.2275187373161316,2,,,,,,
229,0.5904069542884827,2,,,,,,
239,0.31424468755722046,2,,,,,,
249,0.5730442404747009,2,,,,,,
259,0.5264233350753784,2,,,,,,
269,0.3642737865447998,2,,,,,,
279,0.8487811088562012,2,,,,,,
289,0.6488978862762451,2,,,,,,
299,0.31774401664733887,2,,,,,,
299,,2,0.4005947709083557,0.8441938161849976,0.53562331199646,0.3739837408065796,0.5049925446510315,
309,0.2427646964788437,3,,,,,,
319,0.19512662291526794,3,,,,,,
329,0.40572991967201233,3,,,,,,
339,0.257474809885025,3,,,,,,
349,0.403231680393219,3,,,,,,
359,0.38436228036880493,3,,,,,,
369,0.23602187633514404,3,,,,,,
379,0.5960403680801392,3,,,,,,
389,0.5370660424232483,3,,,,,,
399,0.1847657561302185,3,,,,,,
399,,3,0.40470996499061584,0.848292887210846,0.5463126301765442,0.36991870403289795,0.519794225692749,
409,0.1895017921924591,4,,,,,,
419,0.16086187958717346,4,,,,,,
429,0.31578361988067627,4,,,,,,
439,0.20885945856571198,4,,,,,,
449,0.2513050436973572,4,,,,,,
459,0.29771915078163147,4,,,,,,
469,0.14856889843940735,4,,,,,,
479,0.43277591466903687,4,,,,,,
489,0.4188389182090759,4,,,,,,
499,0.13565854728221893,4,,,,,,
499,,4,0.4199155569076538,0.8445332646369934,0.5424452424049377,0.35772356390953064,0.5091564655303955,
500,,5,,,,,,0.4199155569076538
