epoch,step,train_loss,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,test_loss
0,9,1.2368638515472412,,,,,,
0,19,0.6761127710342407,,,,,,
0,29,0.35216426849365234,,,,,,
0,39,0.14985941350460052,,,,,,
0,49,0.822425901889801,,,,,,
0,59,0.710852324962616,,,,,,
0,69,0.806158185005188,,,,,,
0,79,0.4718504548072815,,,,,,
0,89,0.4493645131587982,,,,,,
0,94,,0.5466338992118835,0.3398016095161438,0.5265125632286072,0.8495292067527771,0.39393940567970276,
1,99,0.33870401978492737,,,,,,
1,109,0.9041146636009216,,,,,,
1,119,0.40530678629875183,,,,,,
1,129,0.4045110046863556,,,,,,
1,139,0.5662547945976257,,,,,,
1,149,0.1933700293302536,,,,,,
1,159,0.06621112674474716,,,,,,
1,169,0.2519095838069916,,,,,,
1,179,0.13282780349254608,,,,,,
1,189,0.4500078558921814,,,,,,
1,189,,0.5952231884002686,0.31608396768569946,0.5782142281532288,0.8651266098022461,0.4675324559211731,
2,199,0.17642176151275635,,,,,,
2,209,0.17241494357585907,,,,,,
2,219,0.2659538686275482,,,,,,
2,229,0.40673428773880005,,,,,,
2,239,0.2145620435476303,,,,,,
2,249,0.6081095337867737,,,,,,
2,259,0.4134475588798523,,,,,,
2,269,0.2213287651538849,,,,,,
2,279,0.19590477645397186,,,,,,
2,284,,0.5927888751029968,0.32069242000579834,0.5738294124603271,0.8646787405014038,0.47186148166656494,
3,289,0.10273047536611557,,,,,,
3,299,0.4110676646232605,,,,,,
3,309,0.12496913969516754,,,,,,
3,319,0.20904523134231567,,,,,,
3,329,0.23793178796768188,,,,,,
3,339,0.047616343945264816,,,,,,
3,349,0.02529444545507431,,,,,,
3,359,0.12727078795433044,,,,,,
3,369,0.03401855751872063,,,,,,
3,379,0.18853436410427094,,,,,,
3,379,,0.5818438529968262,0.3346136808395386,0.5575791597366333,0.8600771427154541,0.46320345997810364,
4,389,0.039181873202323914,,,,,,
4,399,0.05829957127571106,,,,,,
4,409,0.1638268381357193,,,,,,
4,419,0.15024912357330322,,,,,,
4,429,0.10023390501737595,,,,,,
4,439,0.3014582097530365,,,,,,
4,449,0.1555255949497223,,,,,,
4,459,0.13012248277664185,,,,,,
4,469,0.021991053596138954,,,,,,
4,474,,0.5929144024848938,0.35897406935691833,0.5734006762504578,0.8637621402740479,0.4761904776096344,
5,475,,,,,,,0.31608396768569946
