step,epoch,train_loss,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_em,val_qa_bert_score,test_loss
9,0,0.3035144507884979,,,,,,
19,0,0.23523476719856262,,,,,,
29,0,0.4057561755180359,,,,,,
39,0,0.6003273129463196,,,,,,
49,0,0.28413957357406616,,,,,,
59,0,0.18025639653205872,,,,,,
69,0,0.32700115442276,,,,,,
79,0,0.14713996648788452,,,,,,
89,0,0.3281184136867523,,,,,,
99,0,0.14274004101753235,,,,,,
109,0,0.12264438718557358,,,,,,
119,0,0.14664223790168762,,,,,,
129,0,0.10109023004770279,,,,,,
139,0,0.14685562252998352,,,,,,
149,0,0.19816239178180695,,,,,,
159,0,0.10830309242010117,,,,,,
169,0,0.09398315846920013,,,,,,
179,0,0.1132880300283432,,,,,,
189,0,0.15251371264457703,,,,,,
199,0,0.09365830570459366,,,,,,
209,0,0.06359119713306427,,,,,,
219,0,0.07263945788145065,,,,,,
229,0,0.1348934918642044,,,,,,
239,0,0.1912211924791336,,,,,,
249,0,0.09638869762420654,,,,,,
259,0,0.17417235672473907,,,,,,
269,0,0.16023217141628265,,,,,,
279,0,0.12891411781311035,,,,,,
289,0,0.12164279818534851,,,,,,
299,0,0.13068141043186188,,,,,,
309,0,0.12606731057167053,,,,,,
319,0,0.09910131990909576,,,,,,
329,0,0.06832723319530487,,,,,,
339,0,0.15457119047641754,,,,,,
349,0,0.12941011786460876,,,,,,
359,0,0.2801564633846283,,,,,,
359,0,,0.26798608899116516,0.11250259727239609,0.3440037965774536,0.19946809113025665,0.8029018640518188,
369,1,0.11618445068597794,,,,,,
379,1,0.07000632584095001,,,,,,
389,1,0.12964186072349548,,,,,,
399,1,0.10936672240495682,,,,,,
409,1,0.16009528934955597,,,,,,
419,1,0.07720489799976349,,,,,,
429,1,0.08881910145282745,,,,,,
439,1,0.09943701326847076,,,,,,
449,1,0.1189153790473938,,,,,,
459,1,0.1130642294883728,,,,,,
469,1,0.13711106777191162,,,,,,
479,1,0.15127608180046082,,,,,,
489,1,0.09769558161497116,,,,,,
499,1,0.13413439691066742,,,,,,
509,1,0.10778268426656723,,,,,,
519,1,0.160538911819458,,,,,,
529,1,0.08053267747163773,,,,,,
539,1,0.15305984020233154,,,,,,
549,1,0.08538740128278732,,,,,,
559,1,0.12956005334854126,,,,,,
569,1,0.09613516926765442,,,,,,
579,1,0.11691567301750183,,,,,,
589,1,0.08948087692260742,,,,,,
599,1,0.055800847709178925,,,,,,
609,1,0.1215289831161499,,,,,,
619,1,0.09435632824897766,,,,,,
629,1,0.09924674034118652,,,,,,
639,1,0.07060477882623672,,,,,,
649,1,0.09478837996721268,,,,,,
659,1,0.19276562333106995,,,,,,
669,1,0.05409112572669983,,,,,,
679,1,0.09441759437322617,,,,,,
689,1,0.09184755384922028,,,,,,
699,1,0.0700165182352066,,,,,,
709,1,0.14596086740493774,,,,,,
719,1,0.05462653189897537,,,,,,
719,1,,0.2930202782154083,0.09854327887296677,0.36630529165267944,0.2220744639635086,0.8081334829330444,
729,2,0.07074565440416336,,,,,,
739,2,0.06131777912378311,,,,,,
749,2,0.08563891798257828,,,,,,
759,2,0.08101750165224075,,,,,,
769,2,0.09738446027040482,,,,,,
779,2,0.06418860703706741,,,,,,
789,2,0.07637559622526169,,,,,,
799,2,0.08131463825702667,,,,,,
809,2,0.09789987653493881,,,,,,
819,2,0.09461741894483566,,,,,,
829,2,0.08157777786254883,,,,,,
839,2,0.07916303724050522,,,,,,
849,2,0.06918726116418839,,,,,,
859,2,0.06392360478639603,,,,,,
869,2,0.09015149623155594,,,,,,
879,2,0.08427999168634415,,,,,,
889,2,0.06490263342857361,,,,,,
899,2,0.06696555018424988,,,,,,
909,2,0.0706380307674408,,,,,,
919,2,0.09445773810148239,,,,,,
