step,train_loss,epoch,val_qa_answer_f1,val_loss,val_qa_em,val_qa_sas,val_qa_bert_score,test_loss
9,0.5033684372901917,0,,,,,,
19,0.34077101945877075,0,,,,,,
29,0.1870451718568802,0,,,,,,
39,0.44604209065437317,0,,,,,,
49,0.27583837509155273,0,,,,,,
59,0.262769490480423,0,,,,,,
69,0.07813964039087296,0,,,,,,
79,0.1495799422264099,0,,,,,,
89,0.11904474347829819,0,,,,,,
99,0.1408357322216034,0,,,,,,
109,0.24237626791000366,0,,,,,,
119,0.24207760393619537,0,,,,,,
129,0.2482801079750061,0,,,,,,
139,0.2899788022041321,0,,,,,,
149,0.13813084363937378,0,,,,,,
159,0.20524516701698303,0,,,,,,
169,0.2042873054742813,0,,,,,,
179,0.18891961872577667,0,,,,,,
189,0.15249519050121307,0,,,,,,
199,0.09541893005371094,0,,,,,,
209,0.17063793540000916,0,,,,,,
219,0.17702430486679077,0,,,,,,
229,0.09338975697755814,0,,,,,,
239,0.19411101937294006,0,,,,,,
249,0.16300654411315918,0,,,,,,
259,0.10402503609657288,0,,,,,,
269,0.19467683136463165,0,,,,,,
279,0.1044156476855278,0,,,,,,
289,0.11305111646652222,0,,,,,,
299,0.14821752905845642,0,,,,,,
309,0.09857463836669922,0,,,,,,
319,0.11787915974855423,0,,,,,,
329,0.153909832239151,0,,,,,,
339,0.07600589841604233,0,,,,,,
345,,0,0.2714969217777252,0.09959720820188522,0.20571428537368774,0.32616233825683594,0.792823076248169,
349,0.13555219769477844,1,,,,,,
359,0.1031680777668953,1,,,,,,
369,0.135757714509964,1,,,,,,
379,0.14678522944450378,1,,,,,,
389,0.15246836841106415,1,,,,,,
399,0.17296291887760162,1,,,,,,
409,0.08421971648931503,1,,,,,,
419,0.13152413070201874,1,,,,,,
429,0.0908154547214508,1,,,,,,
439,0.08849099278450012,1,,,,,,
449,0.18707275390625,1,,,,,,
459,0.1585417240858078,1,,,,,,
469,0.21225139498710632,1,,,,,,
479,0.2433711141347885,1,,,,,,
489,0.16912445425987244,1,,,,,,
499,0.11172358691692352,1,,,,,,
509,0.10224315524101257,1,,,,,,
519,0.17295314371585846,1,,,,,,
529,0.252728670835495,1,,,,,,
539,0.19450759887695312,1,,,,,,
549,0.09950250387191772,1,,,,,,
559,0.05279223993420601,1,,,,,,
569,0.08538351953029633,1,,,,,,
