epoch,step,train_loss,val_qa_sas,val_loss,val_qa_em,val_qa_bert_score,val_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_em,test_avg_qa_sas,test_loss
0,9,0.6076626181602478,,,,,,,,,,
0,19,0.3074512779712677,,,,,,,,,,
0,29,0.36361759901046753,,,,,,,,,,
0,39,0.16707934439182281,,,,,,,,,,
0,49,0.184271439909935,,,,,,,,,,
0,59,0.10277952998876572,,,,,,,,,,
0,69,0.12656894326210022,,,,,,,,,,
0,79,0.10338837653398514,,,,,,,,,,
0,89,0.08484023809432983,,,,,,,,,,
0,99,0.07864783704280853,,,,,,,,,,
0,109,0.34076645970344543,,,,,,,,,,
0,119,0.08006048947572708,,,,,,,,,,
0,119,,0.7121248841285706,0.1043480783700943,0.650306761264801,0.9290562868118286,0.6867493987083435,,,,,
1,129,0.08158862590789795,,,,,,,,,,
1,139,0.08311484754085541,,,,,,,,,,
1,149,0.08273784071207047,,,,,,,,,,
1,159,0.19079351425170898,,,,,,,,,,
1,169,0.07829594612121582,,,,,,,,,,
1,179,0.07286366075277328,,,,,,,,,,
1,189,0.03898920118808746,,,,,,,,,,
1,199,0.34094175696372986,,,,,,,,,,
1,209,0.08206052333116531,,,,,,,,,,
1,219,0.11400260776281357,,,,,,,,,,
1,229,0.20169800519943237,,,,,,,,,,
1,239,0.05721653997898102,,,,,,,,,,
1,239,,0.7333226799964905,0.09290818125009537,0.6768916249275208,0.9350011348724365,0.7097206115722656,,,,,
2,249,0.07137655466794968,,,,,,,,,,
2,259,0.04241503030061722,,,,,,,,,,
2,269,0.09333401173353195,,,,,,,,,,
2,279,0.08306479454040527,,,,,,,,,,
2,289,0.06293866038322449,,,,,,,,,,
2,299,0.03308956325054169,,,,,,,,,,
2,309,0.06508375704288483,,,,,,,,,,
2,319,0.09201306104660034,,,,,,,,,,
2,329,0.061606984585523605,,,,,,,,,,
2,339,0.06403441727161407,,,,,,,,,,
2,349,0.11517378687858582,,,,,,,,,,
2,359,0.06582144647836685,,,,,,,,,,
2,359,,0.7430461049079895,0.086614228785038,0.6891615390777588,0.9376782178878784,0.7209761142730713,,,,,
3,369,0.051535025238990784,,,,,,,,,,
3,379,0.06820105761289597,,,,,,,,,,
3,389,0.04578027129173279,,,,,,,,,,
3,399,0.10270653665065765,,,,,,,,,,
3,409,0.04763811454176903,,,,,,,,,,
3,419,0.04772283881902695,,,,,,,,,,
3,429,0.06389716267585754,,,,,,,,,,
3,439,0.07203993201255798,,,,,,,,,,
3,449,0.15871977806091309,,,,,,,,,,
3,459,0.04233747348189354,,,,,,,,,,
3,469,0.059564258903265,,,,,,,,,,
3,479,0.03491271659731865,,,,,,,,,,
3,479,,0.7503229379653931,0.07781136780977249,0.7034764885902405,0.9402243494987488,0.732322633266449,,,,,
4,489,0.24652141332626343,,,,,,,,,,
4,499,0.031407035887241364,,,,,,,,,,
4,509,0.0684714987874031,,,,,,,,,,
4,519,0.04648254066705704,,,,,,,,,,
4,529,0.1669451743364334,,,,,,,,,,
4,539,0.06616568565368652,,,,,,,,,,
4,549,0.047004591673612595,,,,,,,,,,
4,559,0.06622148305177689,,,,,,,,,,
4,569,0.044477153569459915,,,,,,,,,,
4,579,0.037965428084135056,,,,,,,,,,
4,589,0.049900542944669724,,,,,,,,,,
4,599,0.15891391038894653,,,,,,,,,,
4,599,,0.7627120018005371,0.07884625345468521,0.7177914381027222,0.9433438181877136,0.7463821768760681,,,,,
5,600,,,,,,,0.9433438181877136,0.7463821768760681,0.7177914381027222,0.7627120018005371,0.07884625345468521
