train_loss,step,epoch,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,val_qa_em,test_loss
0.7712084054946899,9,0,,,,,,
0.503605842590332,19,0,,,,,,
0.641653299331665,29,0,,,,,,
0.16739991307258606,39,0,,,,,,
0.3582082986831665,49,0,,,,,,
0.2628450393676758,59,0,,,,,,
0.21107371151447296,69,0,,,,,,
0.12914930284023285,79,0,,,,,,
0.2551494538784027,89,0,,,,,,
0.29875117540359497,99,0,,,,,,
0.22754861414432526,109,0,,,,,,
0.2925761342048645,119,0,,,,,,
0.2365359663963318,129,0,,,,,,
0.2786739766597748,139,0,,,,,,
0.22926212847232819,149,0,,,,,,
0.2608584761619568,159,0,,,,,,
0.16167131066322327,169,0,,,,,,
0.2863617539405823,179,0,,,,,,
0.25931501388549805,189,0,,,,,,
0.2459431141614914,199,0,,,,,,
0.19626086950302124,209,0,,,,,,
0.22054260969161987,219,0,,,,,,
0.17648449540138245,229,0,,,,,,
0.2683658003807068,239,0,,,,,,
0.19271208345890045,249,0,,,,,,
0.26284927129745483,259,0,,,,,,
0.08939116448163986,269,0,,,,,,
0.14344069361686707,279,0,,,,,,
0.20902130007743835,289,0,,,,,,
0.11873378604650497,299,0,,,,,,
0.1568012833595276,309,0,,,,,,
0.19707687199115753,319,0,,,,,,
0.15709294378757477,329,0,,,,,,
,338,0,0.12584255635738373,0.3483128845691681,0.3032104969024658,0.7937210202217102,0.23258869349956512,
0.20019523799419403,339,1,,,,,,
0.1488877236843109,349,1,,,,,,
0.12133911997079849,359,1,,,,,,
0.12630361318588257,369,1,,,,,,
0.1492275595664978,379,1,,,,,,
0.3204115331172943,389,1,,,,,,
0.16030533611774445,399,1,,,,,,
0.13588210940361023,409,1,,,,,,
0.19669222831726074,419,1,,,,,,
0.1108814924955368,429,1,,,,,,
0.1777428686618805,439,1,,,,,,
0.11292391270399094,449,1,,,,,,
0.1553698033094406,459,1,,,,,,
0.17885325849056244,469,1,,,,,,
0.17804905772209167,479,1,,,,,,
0.17949046194553375,489,1,,,,,,
0.13617613911628723,499,1,,,,,,
0.12712153792381287,509,1,,,,,,
0.15310350060462952,519,1,,,,,,
0.19979780912399292,529,1,,,,,,
0.25569701194763184,539,1,,,,,,
