train_loss,step,epoch,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_em,val_qa_bert_score,test_loss
0.5293687582015991,9,0,,,,,,
0.46822869777679443,19,0,,,,,,
0.27554768323898315,29,0,,,,,,
0.4621773362159729,39,0,,,,,,
0.24929288029670715,49,0,,,,,,
0.5977801084518433,59,0,,,,,,
0.23278078436851501,69,0,,,,,,
0.222415953874588,79,0,,,,,,
0.321143239736557,89,0,,,,,,
0.1569097638130188,99,0,,,,,,
0.42091238498687744,109,0,,,,,,
0.2624358832836151,119,0,,,,,,
0.23197726905345917,129,0,,,,,,
0.2134743481874466,139,0,,,,,,
0.20468643307685852,149,0,,,,,,
0.1655081808567047,159,0,,,,,,
0.18045690655708313,169,0,,,,,,
0.522189736366272,179,0,,,,,,
0.16135194897651672,189,0,,,,,,
0.31326109170913696,199,0,,,,,,
0.20848385989665985,209,0,,,,,,
0.1585010141134262,219,0,,,,,,
0.29761090874671936,229,0,,,,,,
0.3283633887767792,239,0,,,,,,
0.3199315667152405,249,0,,,,,,
0.0933922529220581,259,0,,,,,,
0.1332029551267624,269,0,,,,,,
0.1754326969385147,279,0,,,,,,
0.2067587971687317,289,0,,,,,,
0.2863270938396454,299,0,,,,,,
0.14810574054718018,309,0,,,,,,
0.16737590730190277,319,0,,,,,,
0.19944646954536438,329,0,,,,,,
0.3128342628479004,339,0,,,,,,
0.16644053161144257,349,0,,,,,,
0.13089598715305328,359,0,,,,,,
0.5850546360015869,369,0,,,,,,
0.5044946074485779,379,0,,,,,,
0.18070200085639954,389,0,,,,,,
0.14132842421531677,399,0,,,,,,
0.2260887175798416,409,0,,,,,,
0.1414998471736908,419,0,,,,,,
0.21147339046001434,429,0,,,,,,
0.09654288738965988,439,0,,,,,,
0.14130887389183044,449,0,,,,,,
0.33567196130752563,459,0,,,,,,
0.421503484249115,469,0,,,,,,
0.4052456319332123,479,0,,,,,,
0.1596720963716507,489,0,,,,,,
0.13430967926979065,499,0,,,,,,
0.04251520708203316,509,0,,,,,,
0.15500526130199432,519,0,,,,,,
0.0964549332857132,529,0,,,,,,
0.3577370345592499,539,0,,,,,,
0.16471055150032043,549,0,,,,,,
0.07610727846622467,559,0,,,,,,
0.07259967923164368,569,0,,,,,,
0.08196932822465897,579,0,,,,,,
0.09161518514156342,589,0,,,,,,
0.11096427589654922,599,0,,,,,,
0.13015888631343842,609,0,,,,,,
0.20399343967437744,619,0,,,,,,
0.14910171926021576,629,0,,,,,,
0.0822746679186821,639,0,,,,,,
0.3220181465148926,649,0,,,,,,
0.16286398470401764,659,0,,,,,,
0.10367035120725632,669,0,,,,,,
0.08405271172523499,679,0,,,,,,
0.09814220666885376,689,0,,,,,,
0.15988458693027496,699,0,,,,,,
0.1701027750968933,709,0,,,,,,
0.1635793000459671,719,0,,,,,,
