step,epoch,train_loss,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_em,val_qa_bert_score,test_loss
9,0,0.2623337507247925,,,,,,
19,0,0.6771815419197083,,,,,,
29,0,0.28324416279792786,,,,,,
39,0,0.09061805158853531,,,,,,
49,0,0.14843522012233734,,,,,,
59,0,0.31877970695495605,,,,,,
69,0,0.09539532661437988,,,,,,
79,0,0.15230199694633484,,,,,,
89,0,0.11578068882226944,,,,,,
99,0,0.2332637906074524,,,,,,
109,0,0.12458444386720657,,,,,,
119,0,0.194288432598114,,,,,,
129,0,0.09308589994907379,,,,,,
139,0,0.19149306416511536,,,,,,
149,0,0.19884535670280457,,,,,,
159,0,0.1193498969078064,,,,,,
169,0,0.18414561450481415,,,,,,
179,0,0.1104261502623558,,,,,,
189,0,0.13968472182750702,,,,,,
199,0,0.12474506348371506,,,,,,
209,0,0.07270985096693039,,,,,,
219,0,0.08103085309267044,,,,,,
229,0,0.07016894221305847,,,,,,
239,0,0.2007216215133667,,,,,,
249,0,0.1025213971734047,,,,,,
259,0,0.1826646775007248,,,,,,
269,0,0.07765252888202667,,,,,,
279,0,0.08285815268754959,,,,,,
289,0,0.13856615126132965,,,,,,
299,0,0.17520956695079803,,,,,,
309,0,0.12597951292991638,,,,,,
319,0,0.09088418632745743,,,,,,
329,0,0.17595383524894714,,,,,,
339,0,0.11174619942903519,,,,,,
349,0,0.10625828802585602,,,,,,
359,0,0.0930839404463768,,,,,,
362,0,,0.2519682049751282,0.10150672495365143,0.3144369423389435,0.17260274291038513,0.8016389608383179,
369,1,0.08132956176996231,,,,,,
379,1,0.06671455502510071,,,,,,
389,1,0.11121059954166412,,,,,,
399,1,0.1985849291086197,,,,,,
409,1,0.07103132456541061,,,,,,
419,1,0.09742056578397751,,,,,,
429,1,0.07988300174474716,,,,,,
439,1,0.12676756083965302,,,,,,
449,1,0.09330455213785172,,,,,,
459,1,0.07954990118741989,,,,,,
469,1,0.1162261813879013,,,,,,
479,1,0.08679770678281784,,,,,,
489,1,0.05482986941933632,,,,,,
499,1,0.08791780471801758,,,,,,
509,1,0.08218321204185486,,,,,,
519,1,0.0801541805267334,,,,,,
529,1,0.07904678583145142,,,,,,
539,1,0.1364307850599289,,,,,,
549,1,0.06986778229475021,,,,,,
559,1,0.07901426404714584,,,,,,
569,1,0.14476759731769562,,,,,,
579,1,0.04985639825463295,,,,,,
589,1,0.14571024477481842,,,,,,
599,1,0.13985680043697357,,,,,,
609,1,0.12156917154788971,,,,,,
619,1,0.10018569231033325,,,,,,
629,1,0.1645522266626358,,,,,,
639,1,0.14731082320213318,,,,,,
649,1,0.07497764378786087,,,,,,
659,1,0.11265344172716141,,,,,,
669,1,0.07589724659919739,,,,,,
679,1,0.13877302408218384,,,,,,
689,1,0.05641982704401016,,,,,,
699,1,0.1025962308049202,,,,,,
709,1,0.07148797065019608,,,,,,
719,1,0.06045350432395935,,,,,,
725,1,,0.2812797725200653,0.10963374376296997,0.33952921628952026,0.20273973047733307,0.8141756057739258,
729,2,0.06570182740688324,,,,,,
739,2,0.06799419224262238,,,,,,
749,2,0.08138618618249893,,,,,,
759,2,0.08136040717363358,,,,,,
769,2,0.09361209720373154,,,,,,
779,2,0.07041335105895996,,,,,,
789,2,0.06561102718114853,,,,,,
799,2,0.06709674745798111,,,,,,
809,2,0.10705751925706863,,,,,,
819,2,0.08284536004066467,,,,,,
829,2,0.08267595618963242,,,,,,
839,2,0.06439214199781418,,,,,,
849,2,0.06388258934020996,,,,,,
859,2,0.08302784711122513,,,,,,
869,2,0.05415433645248413,,,,,,
879,2,0.07534430921077728,,,,,,
889,2,0.1848265528678894,,,,,,
899,2,0.06324925273656845,,,,,,
909,2,0.05168887972831726,,,,,,
919,2,0.052202023565769196,,,,,,
929,2,0.06618131697177887,,,,,,
939,2,0.07771476358175278,,,,,,
949,2,0.06193995848298073,,,,,,
959,2,0.10351060330867767,,,,,,
969,2,0.09401585161685944,,,,,,
979,2,0.06103808805346489,,,,,,
989,2,0.098183773458004,,,,,,
999,2,0.054006874561309814,,,,,,
1009,2,0.06157750263810158,,,,,,
1019,2,0.07306195050477982,,,,,,
1029,2,0.05048607289791107,,,,,,
1039,2,0.04474341496825218,,,,,,
1049,2,0.046492673456668854,,,,,,
1059,2,0.07705683261156082,,,,,,
1069,2,0.05944421514868736,,,,,,
1079,2,0.06455601751804352,,,,,,
1088,2,,0.2992304265499115,0.11047425121068954,0.351552814245224,0.22054794430732727,0.819995105266571,
1089,3,0.06217376887798309,,,,,,
1099,3,0.08515157550573349,,,,,,
1109,3,0.054036952555179596,,,,,,
1119,3,0.052214644849300385,,,,,,
1129,3,0.043858982622623444,,,,,,
1139,3,0.03486820310354233,,,,,,
1149,3,0.1019161194562912,,,,,,
1159,3,0.057656679302453995,,,,,,
1169,3,0.04965628683567047,,,,,,
1179,3,0.04868025332689285,,,,,,
1189,3,0.06212816759943962,,,,,,
1199,3,0.04505596682429314,,,,,,
1209,3,0.08704458922147751,,,,,,
1219,3,0.07151775062084198,,,,,,
1229,3,0.028462307527661324,,,,,,
1239,3,0.043718114495277405,,,,,,
1249,3,0.041997890919446945,,,,,,
1259,3,0.0542067252099514,,,,,,
1269,3,0.07599455118179321,,,,,,
1279,3,0.07038036733865738,,,,,,
1289,3,0.06941176950931549,,,,,,
1299,3,0.06124606728553772,,,,,,
1309,3,0.039161566644907,,,,,,
1319,3,0.043504465371370316,,,,,,
1329,3,0.061996039003133774,,,,,,
1339,3,0.03870778530836105,,,,,,
1349,3,0.05238180235028267,,,,,,
1359,3,0.05630285292863846,,,,,,
1369,3,0.06697499006986618,,,,,,
1379,3,0.05558565631508827,,,,,,
1389,3,0.06582570821046829,,,,,,
1399,3,0.01944294385612011,,,,,,
1409,3,0.057243917137384415,,,,,,
1419,3,0.048350363969802856,,,,,,
1429,3,0.06692342460155487,,,,,,
1439,3,0.03801963850855827,,,,,,
1449,3,0.03844033181667328,,,,,,
1451,3,,0.31734222173690796,0.11944274604320526,0.3658878803253174,0.24383561313152313,0.8250138163566589,
1459,4,0.05904555320739746,,,,,,
1469,4,0.046067360788583755,,,,,,
1479,4,0.05419443920254707,,,,,,
1489,4,0.04586274176836014,,,,,,
1499,4,0.040774207562208176,,,,,,
1509,4,0.044833630323410034,,,,,,
1519,4,0.03946273773908615,,,,,,
1529,4,0.04230554774403572,,,,,,
1539,4,0.03786429017782211,,,,,,
1549,4,0.050810594111680984,,,,,,
1559,4,0.05650480464100838,,,,,,
1569,4,0.030514899641275406,,,,,,
1579,4,0.08562770485877991,,,,,,
1589,4,0.057109203189611435,,,,,,
1599,4,0.03532715514302254,,,,,,
1609,4,0.06605736911296844,,,,,,
1619,4,0.047152645885944366,,,,,,
1629,4,0.04226617515087128,,,,,,
1639,4,0.057856444269418716,,,,,,
1649,4,0.061092015355825424,,,,,,
1659,4,0.05673845857381821,,,,,,
1669,4,0.03587672859430313,,,,,,
1679,4,0.040804315358400345,,,,,,
1689,4,0.044672783464193344,,,,,,
1699,4,0.02844110317528248,,,,,,
1709,4,0.06062214821577072,,,,,,
1719,4,0.026721877977252007,,,,,,
1729,4,0.0435788631439209,,,,,,
1739,4,0.03816220536828041,,,,,,
1749,4,0.022892309352755547,,,,,,
1759,4,0.028501495718955994,,,,,,
1769,4,0.04410052299499512,,,,,,
1779,4,0.04182858020067215,,,,,,
1789,4,0.03158888220787048,,,,,,
1799,4,0.03926921263337135,,,,,,
1809,4,0.04283709451556206,,,,,,
1814,4,,0.3402935862541199,0.13610929250717163,0.3868003487586975,0.27123287320137024,0.832929790019989,
1815,5,,,,,,,0.13610929250717163
