train_loss,step,epoch,val_qa_sas,val_qa_bert_score,val_loss,val_qa_em,val_qa_answer_f1,test_loss
0.28872573375701904,9,0,,,,,,
1.7803400754928589,19,0,,,,,,
0.3590368330478668,29,0,,,,,,
0.18689122796058655,39,0,,,,,,
0.6673986315727234,49,0,,,,,,
0.2927490770816803,59,0,,,,,,
0.7703723311424255,69,0,,,,,,
1.9573742151260376,79,0,,,,,,
0.4326897859573364,89,0,,,,,,
0.2930046021938324,99,0,,,,,,
0.6056715846061707,109,0,,,,,,
0.19601669907569885,119,0,,,,,,
0.3309742510318756,129,0,,,,,,
0.2873510420322418,139,0,,,,,,
0.2246144562959671,149,0,,,,,,
0.23070648312568665,159,0,,,,,,
0.09044769406318665,169,0,,,,,,
0.5598965883255005,179,0,,,,,,
0.16629192233085632,189,0,,,,,,
0.21469908952713013,199,0,,,,,,
0.28828316926956177,209,0,,,,,,
0.3873237669467926,219,0,,,,,,
0.5599612593650818,229,0,,,,,,
0.5295948386192322,239,0,,,,,,
0.13284258544445038,249,0,,,,,,
0.15510103106498718,259,0,,,,,,
1.6763936281204224,269,0,,,,,,
0.33712267875671387,279,0,,,,,,
0.07934567332267761,289,0,,,,,,
0.27086591720581055,299,0,,,,,,
0.12118636071681976,309,0,,,,,,
0.23479846119880676,319,0,,,,,,
0.23103567957878113,329,0,,,,,,
0.15179115533828735,339,0,,,,,,
0.1610216349363327,349,0,,,,,,
0.07307078689336777,359,0,,,,,,
0.07705922424793243,369,0,,,,,,
0.15055838227272034,379,0,,,,,,
0.17477314174175262,389,0,,,,,,
0.14407753944396973,399,0,,,,,,
0.30099526047706604,409,0,,,,,,
0.18251529335975647,419,0,,,,,,
0.1462533175945282,429,0,,,,,,
0.15194164216518402,439,0,,,,,,
0.14177948236465454,449,0,,,,,,
0.16672255098819733,459,0,,,,,,
0.1475791484117508,469,0,,,,,,
0.2523552179336548,479,0,,,,,,
0.08111877739429474,489,0,,,,,,
0.39298009872436523,499,0,,,,,,
0.15747909247875214,509,0,,,,,,
0.10767670720815659,519,0,,,,,,
0.07482851296663284,529,0,,,,,,
0.06573875993490219,539,0,,,,,,
0.11207364499568939,549,0,,,,,,
0.02967294491827488,559,0,,,,,,
0.06112578138709068,569,0,,,,,,
0.1738826185464859,579,0,,,,,,
0.09126155078411102,589,0,,,,,,
0.0509093776345253,599,0,,,,,,
0.07347598671913147,609,0,,,,,,
0.13009428977966309,619,0,,,,,,
0.15418969094753265,629,0,,,,,,
0.09002834558486938,639,0,,,,,,
0.12478405237197876,649,0,,,,,,
0.19891126453876495,659,0,,,,,,
0.0864509716629982,669,0,,,,,,
0.12561804056167603,679,0,,,,,,
0.035352736711502075,689,0,,,,,,
0.16809311509132385,699,0,,,,,,
0.5165970921516418,709,0,,,,,,
0.04359395056962967,719,0,,,,,,
0.09958542138338089,729,0,,,,,,
0.1316276639699936,739,0,,,,,,
0.07032877951860428,749,0,,,,,,
0.08673800528049469,759,0,,,,,,
0.1263761818408966,769,0,,,,,,
0.04233184829354286,779,0,,,,,,
0.10508102923631668,789,0,,,,,,
0.1339670866727829,799,0,,,,,,
0.16432034969329834,809,0,,,,,,
0.09032364934682846,819,0,,,,,,
0.0463082380592823,829,0,,,,,,
0.05329502001404762,839,0,,,,,,
0.04329817742109299,849,0,,,,,,
0.16686409711837769,859,0,,,,,,
0.06228066235780716,869,0,,,,,,
0.11377863585948944,879,0,,,,,,
0.24973654747009277,889,0,,,,,,
0.21926084160804749,899,0,,,,,,
0.028048381209373474,909,0,,,,,,
0.255942165851593,919,0,,,,,,
,925,0,0.7088191509246826,0.9031322002410889,0.08564973622560501,0.39787232875823975,0.6633082032203674,
0.2381564825773239,929,1,,,,,,
0.06960281729698181,939,1,,,,,,
0.059889718890190125,949,1,,,,,,
0.09017156809568405,959,1,,,,,,
0.06381522119045258,969,1,,,,,,
0.06737901270389557,979,1,,,,,,
0.08155454695224762,989,1,,,,,,
0.05759342759847641,999,1,,,,,,
0.07987777888774872,1009,1,,,,,,
0.03836112469434738,1019,1,,,,,,
0.08794431388378143,1029,1,,,,,,
0.056303076446056366,1039,1,,,,,,
0.04194986820220947,1049,1,,,,,,
0.19184410572052002,1059,1,,,,,,
0.05831865221261978,1069,1,,,,,,
0.06162777170538902,1079,1,,,,,,
0.13585807383060455,1089,1,,,,,,
0.24746553599834442,1099,1,,,,,,
0.06826377660036087,1109,1,,,,,,
0.02853374555706978,1119,1,,,,,,
0.04844534024596214,1129,1,,,,,,
0.11143689602613449,1139,1,,,,,,
0.06026118993759155,1149,1,,,,,,
0.031811632215976715,1159,1,,,,,,
0.03860081359744072,1169,1,,,,,,
0.03838074579834938,1179,1,,,,,,
0.5275388360023499,1189,1,,,,,,
0.06675016134977341,1199,1,,,,,,
0.06267343461513519,1209,1,,,,,,
0.010105804540216923,1219,1,,,,,,
0.05435064807534218,1229,1,,,,,,
0.09431296586990356,1239,1,,,,,,
0.10606485605239868,1249,1,,,,,,
0.020943891257047653,1259,1,,,,,,
0.03539998456835747,1269,1,,,,,,
0.032440248876810074,1279,1,,,,,,
0.06254158169031143,1289,1,,,,,,
0.2630178928375244,1299,1,,,,,,
0.17581705749034882,1309,1,,,,,,
0.07918571680784225,1319,1,,,,,,
0.5157110095024109,1329,1,,,,,,
0.035910144448280334,1339,1,,,,,,
0.0298730731010437,1349,1,,,,,,
0.10372216999530792,1359,1,,,,,,
nan,1369,1,,,,,,
0.06044667959213257,1379,1,,,,,,
0.09610733389854431,1389,1,,,,,,
0.08628490567207336,1399,1,,,,,,
0.06256796419620514,1409,1,,,,,,
0.05111237242817879,1419,1,,,,,,
0.10306234657764435,1429,1,,,,,,
0.008050714619457722,1439,1,,,,,,
0.04878529533743858,1449,1,,,,,,
0.034704409539699554,1459,1,,,,,,
0.051802363246679306,1469,1,,,,,,
0.06918689608573914,1479,1,,,,,,
0.08620529621839523,1489,1,,,,,,
0.024416452273726463,1499,1,,,,,,
0.04501385614275932,1509,1,,,,,,
