train_loss,epoch,step,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,val_qa_sas,test_loss
0.358589768409729,0,9,,,,,,
0.4622552692890167,0,19,,,,,,
0.14466975629329681,0,29,,,,,,
0.30579057335853577,0,39,,,,,,
0.2885081171989441,0,49,,,,,,
0.24098125100135803,0,59,,,,,,
0.29945307970046997,0,69,,,,,,
0.18692460656166077,0,79,,,,,,
0.13375753164291382,0,89,,,,,,
0.5504559874534607,0,99,,,,,,
,0,102,0.5513308644294739,0.2930232584476471,0.8684567213058472,0.1328817903995514,0.6132569909095764,
0.14936868846416473,1,109,,,,,,
0.18454565107822418,1,119,,,,,,
0.21595177054405212,1,129,,,,,,
0.1673211008310318,1,139,,,,,,
0.21279172599315643,1,149,,,,,,
0.14091487228870392,1,159,,,,,,
0.10614537447690964,1,169,,,,,,
0.18434640765190125,1,179,,,,,,
0.13207457959651947,1,189,,,,,,
0.17079538106918335,1,199,,,,,,
,1,205,0.5782818794250488,0.31162789463996887,0.8759377002716064,0.11224114149808884,0.6377856135368347,
0.18092183768749237,2,209,,,,,,
0.17064322531223297,2,219,,,,,,
0.1173546239733696,2,229,,,,,,
0.2695658206939697,2,239,,,,,,
0.10231394320726395,2,249,,,,,,
0.1383637636899948,2,259,,,,,,
0.10334116220474243,2,269,,,,,,
0.10858571529388428,2,279,,,,,,
0.12106666713953018,2,289,,,,,,
0.1389642059803009,2,299,,,,,,
,2,308,0.6027303338050842,0.3395348787307739,0.8828140497207642,0.10407333076000214,0.6554153561592102,
0.13283845782279968,3,309,,,,,,
0.061886824667453766,3,319,,,,,,
0.11508490890264511,3,329,,,,,,
0.10995309799909592,3,339,,,,,,
0.09274321794509888,3,349,,,,,,
0.033781636506319046,3,359,,,,,,
0.07602228969335556,3,369,,,,,,
0.10185907036066055,3,379,,,,,,
0.05324968323111534,3,389,,,,,,
0.08301287889480591,3,399,,,,,,
0.14137381315231323,3,409,,,,,,
,3,411,0.6139664053916931,0.37674418091773987,0.8871104717254639,0.09144987910985947,0.6737363338470459,
0.10848836600780487,4,419,,,,,,
0.06105346977710724,4,429,,,,,,
0.06544961780309677,4,439,,,,,,
0.0395519845187664,4,449,,,,,,
0.021193131804466248,4,459,,,,,,
0.044644225388765335,4,469,,,,,,
0.016422241926193237,4,479,,,,,,
0.039999403059482574,4,489,,,,,,
0.1814504712820053,4,499,,,,,,
0.04709681123495102,4,509,,,,,,
,4,514,0.6275504231452942,0.367441862821579,0.8906146287918091,0.09272892773151398,0.6789897680282593,
,5,515,,,,,,0.09272892773151398
