step,train_loss,epoch,val_loss,val_qa_bert_score,val_qa_em,val_qa_sas,val_qa_answer_f1,test_loss,test_avg_qa_bert_score,test_avg_qa_sas,test_avg_qa_em,test_avg_qa_answer_f1
9,0.8701058030128479,0,,,,,,,,,,
19,1.6869163513183594,0,,,,,,,,,,
29,0.9128510355949402,0,,,,,,,,,,
39,1.0324959754943848,0,,,,,,,,,,
49,0.6784036159515381,0,,,,,,,,,,
59,2.5045461654663086,0,,,,,,,,,,
69,0.6947869062423706,0,,,,,,,,,,
79,1.2418030500411987,0,,,,,,,,,,
89,1.789808988571167,0,,,,,,,,,,
99,2.4547791481018066,0,,,,,,,,,,
108,,0,1.1342469453811646,0.8381475210189819,0.18443803489208221,0.5279818177223206,0.44920283555984497,,,,,
109,1.669252634048462,1,,,,,,,,,,
119,0.5022311806678772,1,,,,,,,,,,
129,0.5638259053230286,1,,,,,,,,,,
139,1.1482069492340088,1,,,,,,,,,,
149,1.386710524559021,1,,,,,,,,,,
159,0.9026587009429932,1,,,,,,,,,,
169,1.140027403831482,1,,,,,,,,,,
179,0.8304781317710876,1,,,,,,,,,,
189,0.8036553263664246,1,,,,,,,,,,
199,0.6691443920135498,1,,,,,,,,,,
209,1.5396651029586792,1,,,,,,,,,,
217,,1,1.0510181188583374,0.8517370820045471,0.25072047114372253,0.5644864439964294,0.489482045173645,,,,,
219,1.1146546602249146,2,,,,,,,,,,
229,1.0347299575805664,2,,,,,,,,,,
239,1.0759114027023315,2,,,,,,,,,,
249,1.171165943145752,2,,,,,,,,,,
259,0.8514958024024963,2,,,,,,,,,,
269,1.1500369310379028,2,,,,,,,,,,
279,1.345740795135498,2,,,,,,,,,,
289,1.3602639436721802,2,,,,,,,,,,
299,0.41886258125305176,2,,,,,,,,,,
309,0.7065189480781555,2,,,,,,,,,,
319,1.1086578369140625,2,,,,,,,,,,
326,,2,1.0263707637786865,0.8532413840293884,0.2536022961139679,0.5644364953041077,0.4861255884170532,,,,,
329,1.0829594135284424,3,,,,,,,,,,
339,1.559084415435791,3,,,,,,,,,,
349,1.0856267213821411,3,,,,,,,,,,
359,1.0632195472717285,3,,,,,,,,,,
369,0.8515118360519409,3,,,,,,,,,,
379,0.5737295150756836,3,,,,,,,,,,
389,1.11686110496521,3,,,,,,,,,,
399,1.043993592262268,3,,,,,,,,,,
409,0.8369792103767395,3,,,,,,,,,,
419,0.45377904176712036,3,,,,,,,,,,
429,1.017753005027771,3,,,,,,,,,,
435,,3,1.007327675819397,0.8550889492034912,0.2593660056591034,0.5668501257896423,0.48834896087646484,,,,,
439,1.081660509109497,4,,,,,,,,,,
449,0.5942366123199463,4,,,,,,,,,,
459,1.5988396406173706,4,,,,,,,,,,
469,1.9398995637893677,4,,,,,,,,,,
479,0.5617051124572754,4,,,,,,,,,,
489,0.5381577610969543,4,,,,,,,,,,
499,1.1000419855117798,4,,,,,,,,,,
509,1.6515525579452515,4,,,,,,,,,,
519,1.229219675064087,4,,,,,,,,,,
529,0.45636817812919617,4,,,,,,,,,,
539,0.344375878572464,4,,,,,,,,,,
544,,4,1.000588059425354,0.8578607439994812,0.2708933651447296,0.57305908203125,0.4955359399318695,,,,,
545,,5,,,,,,1.000588059425354,0.8578607439994812,0.57305908203125,0.2708933651447296,0.4955359399318695
