epoch,step,train_loss,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,test_loss
0,9,0.9379369020462036,,,,,,
0,19,0.6904498934745789,,,,,,
0,29,0.32412323355674744,,,,,,
0,39,0.4975855052471161,,,,,,
0,49,0.5596864223480225,,,,,,
0,59,0.36231034994125366,,,,,,
0,69,0.3719770610332489,,,,,,
0,79,0.20445100963115692,,,,,,
0,89,0.41787558794021606,,,,,,
0,99,0.31105461716651917,,,,,,
0,109,0.3580820560455322,,,,,,
0,119,0.1928035467863083,,,,,,
0,124,,0.34277233481407166,0.33949121832847595,0.07976293563842773,0.8057829737663269,0.27753305435180664,
1,129,0.2464197278022766,,,,,,
1,139,0.260961651802063,,,,,,
1,149,0.07571052014827728,,,,,,
1,159,0.11007938534021378,,,,,,
1,169,0.1866445392370224,,,,,,
1,179,0.3129236400127411,,,,,,
1,189,0.2186950296163559,,,,,,
1,199,0.23106175661087036,,,,,,
1,209,0.2340467870235443,,,,,,
1,219,0.22415071725845337,,,,,,
1,229,0.21913495659828186,,,,,,
1,239,0.08652883768081665,,,,,,
1,249,0.1654178351163864,,,,,,
1,249,,0.33730241656303406,0.35171425342559814,0.07058502733707428,0.8111283183097839,0.2951541841030121,
2,259,0.1666232794523239,,,,,,
2,269,0.13178662955760956,,,,,,
2,279,0.13756631314754486,,,,,,
2,289,0.10699188709259033,,,,,,
2,299,0.08350297808647156,,,,,,
2,309,0.1779337227344513,,,,,,
2,319,0.12664875388145447,,,,,,
2,329,0.18383623659610748,,,,,,
2,339,0.1537490040063858,,,,,,
2,349,0.13547572493553162,,,,,,
2,359,0.08049672096967697,,,,,,
2,369,0.11232002824544907,,,,,,
2,374,,0.3651123046875,0.38258883357048035,0.07320614904165268,0.8191787004470825,0.33039647340774536,
3,379,0.09747856110334396,,,,,,
3,389,0.10203943401575089,,,,,,
3,399,0.05512446165084839,,,,,,
3,409,0.042943358421325684,,,,,,
3,419,0.07333725690841675,,,,,,
3,429,0.14826779067516327,,,,,,
3,439,0.09356633573770523,,,,,,
3,449,0.12865382432937622,,,,,,
3,459,0.12001761049032211,,,,,,
3,469,0.060956791043281555,,,,,,
3,479,0.07271459698677063,,,,,,
3,489,0.019265683367848396,,,,,,
3,499,0.023096226155757904,,,,,,
3,499,,0.36973878741264343,0.390752375125885,0.07771111279726028,0.8209824562072754,0.33039647340774536,
4,509,0.0884731262922287,,,,,,
4,519,0.09403287619352341,,,,,,
4,529,0.04985108971595764,,,,,,
4,539,0.03481828048825264,,,,,,
4,549,0.04789333790540695,,,,,,
4,559,0.06779613345861435,,,,,,
4,569,0.07388343662023544,,,,,,
4,579,0.043073493987321854,,,,,,
4,589,0.05498530715703964,,,,,,
4,599,0.050244566053152084,,,,,,
4,609,0.03504067286849022,,,,,,
4,619,0.05439390614628792,,,,,,
4,624,,0.3788266181945801,0.4025484323501587,0.0853346511721611,0.8239040970802307,0.34361234307289124,
5,625,,,,,,,0.0853346511721611
