train_loss,epoch,step,val_qa_sas,val_qa_em,val_qa_answer_f1,val_loss,val_qa_bert_score,test_loss
0.557174563407898,0,9,,,,,,
0.18041342496871948,0,19,,,,,,
0.24443262815475464,0,29,,,,,,
0.44701892137527466,0,39,,,,,,
0.16360893845558167,0,49,,,,,,
0.33687910437583923,0,59,,,,,,
0.360470712184906,0,69,,,,,,
0.34888172149658203,0,79,,,,,,
0.3131605386734009,0,89,,,,,,
0.19998320937156677,0,99,,,,,,
0.12136612087488174,0,109,,,,,,
0.1504482626914978,0,119,,,,,,
0.1930869221687317,0,129,,,,,,
0.25220590829849243,0,139,,,,,,
0.1872117519378662,0,149,,,,,,
0.28565147519111633,0,159,,,,,,
0.23144495487213135,0,169,,,,,,
0.13976792991161346,0,179,,,,,,
0.13830794394016266,0,189,,,,,,
0.31956687569618225,0,199,,,,,,
0.14467363059520721,0,209,,,,,,
0.18865038454532623,0,219,,,,,,
0.14821498095989227,0,229,,,,,,
0.23551587760448456,0,239,,,,,,
0.18707022070884705,0,249,,,,,,
0.21106719970703125,0,259,,,,,,
0.12367914617061615,0,269,,,,,,
0.17355383932590485,0,279,,,,,,
0.14931762218475342,0,289,,,,,,
0.15476810932159424,0,299,,,,,,
0.10193111002445221,0,309,,,,,,
0.24227699637413025,0,319,,,,,,
0.1305234432220459,0,329,,,,,,
0.11962876468896866,0,339,,,,,,
0.20369072258472443,0,349,,,,,,
0.13238650560379028,0,359,,,,,,
0.13009504973888397,0,369,,,,,,
0.06860075891017914,0,379,,,,,,
0.08604820817708969,0,389,,,,,,
0.12419893592596054,0,399,,,,,,
0.23562239110469818,0,409,,,,,,
0.11659388989210129,0,419,,,,,,
0.060942746698856354,0,429,,,,,,
0.12365753203630447,0,439,,,,,,
0.16961808502674103,0,449,,,,,,
0.1271093785762787,0,459,,,,,,
0.10594892501831055,0,469,,,,,,
0.14783605933189392,0,479,,,,,,
0.16642673313617706,0,489,,,,,,
0.06575193256139755,0,499,,,,,,
0.1838270127773285,0,509,,,,,,
0.10185345262289047,0,519,,,,,,
0.19386087357997894,0,529,,,,,,
0.09055357426404953,0,539,,,,,,
0.18035410344600677,0,549,,,,,,
0.09512925148010254,0,559,,,,,,
0.11972843110561371,0,569,,,,,,
0.13776689767837524,0,579,,,,,,
0.23842477798461914,0,589,,,,,,
0.08002124726772308,0,599,,,,,,
0.19119706749916077,0,609,,,,,,
0.08257725089788437,0,619,,,,,,
0.1462988406419754,0,629,,,,,,
0.08847852051258087,0,639,,,,,,
0.09843690693378448,0,649,,,,,,
0.059863630682229996,0,659,,,,,,
0.13943786919116974,0,669,,,,,,
0.10471117496490479,0,679,,,,,,
0.07147809118032455,0,689,,,,,,
0.1957952380180359,0,699,,,,,,
0.10683099925518036,0,709,,,,,,
0.18883302807807922,0,719,,,,,,
0.12470463663339615,0,729,,,,,,
0.12176010757684708,0,739,,,,,,
0.10345371812582016,0,749,,,,,,
0.21673154830932617,0,759,,,,,,
0.10447284579277039,0,769,,,,,,
0.12875968217849731,0,779,,,,,,
0.14396348595619202,0,789,,,,,,
0.1947731375694275,0,799,,,,,,
0.1628873348236084,0,809,,,,,,
0.12063341587781906,0,819,,,,,,
