train_loss,step,epoch,val_qa_bert_score,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_em,test_loss
1.1214088201522827,9,0,,,,,,
0.34848085045814514,19,0,,,,,,
0.2843366265296936,29,0,,,,,,
0.2507299780845642,39,0,,,,,,
0.30070963501930237,49,0,,,,,,
0.3191957473754883,59,0,,,,,,
0.20810021460056305,69,0,,,,,,
0.34920233488082886,79,0,,,,,,
0.17710821330547333,89,0,,,,,,
0.2574358880519867,99,0,,,,,,
0.17664115130901337,109,0,,,,,,
0.2531927525997162,119,0,,,,,,
0.16447709500789642,129,0,,,,,,
0.21980683505535126,139,0,,,,,,
0.14793331921100616,149,0,,,,,,
0.19204235076904297,159,0,,,,,,
0.1696789413690567,169,0,,,,,,
0.2194080352783203,179,0,,,,,,
0.1816348135471344,189,0,,,,,,
0.2621554732322693,199,0,,,,,,
0.15410785377025604,209,0,,,,,,
0.2806326746940613,219,0,,,,,,
0.150348499417305,229,0,,,,,,
0.15577039122581482,239,0,,,,,,
0.08660043776035309,249,0,,,,,,
0.34402257204055786,259,0,,,,,,
0.16098186373710632,269,0,,,,,,
0.15511353313922882,279,0,,,,,,
0.23642002046108246,289,0,,,,,,
0.10366208106279373,299,0,,,,,,
0.1309364289045334,309,0,,,,,,
0.14343658089637756,319,0,,,,,,
0.1891711801290512,329,0,,,,,,
0.20123492181301117,339,0,,,,,,
0.12475942075252533,349,0,,,,,,
0.19033248722553253,359,0,,,,,,
0.20748074352741241,369,0,,,,,,
0.14692671597003937,379,0,,,,,,
0.16811788082122803,389,0,,,,,,
0.17820042371749878,399,0,,,,,,
0.12077777087688446,409,0,,,,,,
0.10278156399726868,419,0,,,,,,
0.2076350450515747,429,0,,,,,,
0.2541648745536804,439,0,,,,,,
0.2695443034172058,449,0,,,,,,
0.15849332511425018,459,0,,,,,,
0.2842041552066803,469,0,,,,,,
0.16634143888950348,479,0,,,,,,
0.20772325992584229,489,0,,,,,,
0.18074636161327362,499,0,,,,,,
0.28468576073646545,509,0,,,,,,
0.1447737067937851,519,0,,,,,,
0.20854552090168,529,0,,,,,,
0.2583242356777191,539,0,,,,,,
0.2063997983932495,549,0,,,,,,
0.18006286025047302,559,0,,,,,,
0.15969990193843842,569,0,,,,,,
0.09646397083997726,579,0,,,,,,
0.12777495384216309,589,0,,,,,,
0.15313737094402313,599,0,,,,,,
0.08935195952653885,609,0,,,,,,
0.12761178612709045,619,0,,,,,,
0.2473452240228653,629,0,,,,,,
0.15671151876449585,639,0,,,,,,
0.1514788568019867,649,0,,,,,,
0.13016901910305023,659,0,,,,,,
0.08086958527565002,669,0,,,,,,
0.20150786638259888,679,0,,,,,,
0.26204392313957214,689,0,,,,,,
0.14522311091423035,699,0,,,,,,
0.09619303047657013,709,0,,,,,,
0.12512312829494476,719,0,,,,,,
0.14785081148147583,729,0,,,,,,
0.12176959961652756,739,0,,,,,,
0.15459266304969788,749,0,,,,,,
0.21883639693260193,759,0,,,,,,
0.1452942192554474,769,0,,,,,,
0.11425525695085526,779,0,,,,,,
0.08209238946437836,789,0,,,,,,
0.09767409414052963,799,0,,,,,,
0.14980342984199524,809,0,,,,,,
0.21431154012680054,819,0,,,,,,
0.09935808926820755,829,0,,,,,,
0.11261273920536041,839,0,,,,,,
0.14238639175891876,849,0,,,,,,
0.24325743317604065,859,0,,,,,,
0.14792799949645996,869,0,,,,,,
0.11672315001487732,879,0,,,,,,
0.14332500100135803,889,0,,,,,,
0.15706095099449158,899,0,,,,,,
0.154380664229393,909,0,,,,,,
0.13016614317893982,919,0,,,,,,
0.13245558738708496,929,0,,,,,,
0.14717519283294678,939,0,,,,,,
0.11316141486167908,949,0,,,,,,
0.14174024760723114,959,0,,,,,,
0.12895973026752472,969,0,,,,,,
0.18758822977542877,979,0,,,,,,
0.13663192093372345,989,0,,,,,,
0.1070961058139801,999,0,,,,,,
0.2268095761537552,1009,0,,,,,,
0.1923738569021225,1019,0,,,,,,
0.35370326042175293,1029,0,,,,,,
0.11618482321500778,1039,0,,,,,,
0.17551539838314056,1049,0,,,,,,
0.08474485576152802,1059,0,,,,,,
0.1415971964597702,1069,0,,,,,,
0.21002881228923798,1079,0,,,,,,
0.15618373453617096,1089,0,,,,,,
0.11678474396467209,1099,0,,,,,,
0.26513418555259705,1109,0,,,,,,
0.09721546620130539,1119,0,,,,,,
0.078508161008358,1129,0,,,,,,
0.19658073782920837,1139,0,,,,,,
0.12479992210865021,1149,0,,,,,,
0.12152188271284103,1159,0,,,,,,
0.14133305847644806,1169,0,,,,,,
0.10408687591552734,1179,0,,,,,,
0.13974621891975403,1189,0,,,,,,
0.11170287430286407,1199,0,,,,,,
0.15645559132099152,1209,0,,,,,,
0.13003450632095337,1219,0,,,,,,
0.11442327499389648,1229,0,,,,,,
0.17006023228168488,1239,0,,,,,,
0.1963954120874405,1249,0,,,,,,
0.1458577662706375,1259,0,,,,,,
0.11783172935247421,1269,0,,,,,,
0.16802306473255157,1279,0,,,,,,
0.07765878736972809,1289,0,,,,,,
0.16617868840694427,1299,0,,,,,,
0.11484465003013611,1309,0,,,,,,
0.14903591573238373,1319,0,,,,,,
0.10311304032802582,1329,0,,,,,,
0.10839284211397171,1339,0,,,,,,
0.0712137296795845,1349,0,,,,,,
0.17847469449043274,1359,0,,,,,,
0.08501310646533966,1369,0,,,,,,
0.13089686632156372,1379,0,,,,,,
0.049633562564849854,1389,0,,,,,,
0.09730200469493866,1399,0,,,,,,
0.1104431301355362,1409,0,,,,,,
0.19530320167541504,1419,0,,,,,,
0.13656526803970337,1429,0,,,,,,
0.2016373574733734,1439,0,,,,,,
0.237774059176445,1449,0,,,,,,
0.0900731012225151,1459,0,,,,,,
0.14144492149353027,1469,0,,,,,,
0.1109139546751976,1479,0,,,,,,
0.1470726579427719,1489,0,,,,,,
0.09040087461471558,1499,0,,,,,,
0.1350885033607483,1509,0,,,,,,
0.1557384729385376,1519,0,,,,,,
0.18534015119075775,1529,0,,,,,,
0.13964629173278809,1539,0,,,,,,
0.05951534956693649,1549,0,,,,,,
0.12451395392417908,1559,0,,,,,,
0.1648450493812561,1569,0,,,,,,
0.13168790936470032,1579,0,,,,,,
0.13390879333019257,1589,0,,,,,,
0.09446808695793152,1599,0,,,,,,
0.13084596395492554,1609,0,,,,,,
0.11004173010587692,1619,0,,,,,,
0.05558633431792259,1629,0,,,,,,
0.11888992041349411,1639,0,,,,,,
0.09213592112064362,1649,0,,,,,,
0.1867520809173584,1659,0,,,,,,
0.11699387431144714,1669,0,,,,,,
0.057249851524829865,1679,0,,,,,,
0.19562944769859314,1689,0,,,,,,
0.08096560090780258,1699,0,,,,,,
0.08174533396959305,1709,0,,,,,,
0.16306105256080627,1719,0,,,,,,
0.14649339020252228,1729,0,,,,,,
0.14387382566928864,1739,0,,,,,,
0.20911678671836853,1749,0,,,,,,
0.09236261248588562,1759,0,,,,,,
0.1356334388256073,1769,0,,,,,,
0.21459253132343292,1779,0,,,,,,
0.26307758688926697,1789,0,,,,,,
0.15143314003944397,1799,0,,,,,,
0.15868522226810455,1809,0,,,,,,
0.06314418464899063,1819,0,,,,,,
0.12765942513942719,1829,0,,,,,,
0.10425163805484772,1839,0,,,,,,
0.13601770997047424,1849,0,,,,,,
0.1276644766330719,1859,0,,,,,,
0.18630756437778473,1869,0,,,,,,
0.10613739490509033,1879,0,,,,,,
0.15843473374843597,1889,0,,,,,,
0.05859147384762764,1899,0,,,,,,
0.10024745762348175,1909,0,,,,,,
0.10378831624984741,1919,0,,,,,,
0.0883694440126419,1929,0,,,,,,
0.11604246497154236,1939,0,,,,,,
0.14771710336208344,1949,0,,,,,,
0.10643522441387177,1959,0,,,,,,
0.091494120657444,1969,0,,,,,,
0.11185875535011292,1979,0,,,,,,
0.06010127067565918,1989,0,,,,,,
0.05771828815340996,1999,0,,,,,,
0.09667620807886124,2009,0,,,,,,
0.1250842660665512,2019,0,,,,,,
0.0938476100564003,2029,0,,,,,,
0.08153104782104492,2039,0,,,,,,
0.1022370457649231,2049,0,,,,,,
0.12414710223674774,2059,0,,,,,,
0.15515059232711792,2069,0,,,,,,
0.1368778496980667,2079,0,,,,,,
0.1531984508037567,2089,0,,,,,,
0.10954078286886215,2099,0,,,,,,
0.14355410635471344,2109,0,,,,,,
0.07213816791772842,2119,0,,,,,,
0.10108079761266708,2129,0,,,,,,
0.05480688437819481,2139,0,,,,,,
0.07255613803863525,2149,0,,,,,,
0.1543731540441513,2159,0,,,,,,
0.09825389087200165,2169,0,,,,,,
0.22159309685230255,2179,0,,,,,,
0.11319771409034729,2189,0,,,,,,
0.1259232759475708,2199,0,,,,,,
