step,train_loss,epoch,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_em,val_qa_bert_score,test_avg_qa_em,test_avg_qa_bert_score,test_loss,test_avg_qa_sas,test_avg_qa_answer_f1
9,0.8555301427841187,0,,,,,,,,,,
19,0.8845940828323364,0,,,,,,,,,,
29,0.7693809866905212,0,,,,,,,,,,
39,0.3476927578449249,0,,,,,,,,,,
49,0.5745579600334167,0,,,,,,,,,,
59,0.33209824562072754,0,,,,,,,,,,
69,0.33407723903656006,0,,,,,,,,,,
79,0.28613677620887756,0,,,,,,,,,,
89,0.3805573582649231,0,,,,,,,,,,
99,0.4122920632362366,0,,,,,,,,,,
109,0.23838543891906738,0,,,,,,,,,,
119,0.297203928232193,0,,,,,,,,,,
129,0.1870264708995819,0,,,,,,,,,,
139,0.2786949574947357,0,,,,,,,,,,
149,0.19317035377025604,0,,,,,,,,,,
159,0.22580412030220032,0,,,,,,,,,,
169,0.2075212150812149,0,,,,,,,,,,
172,,0,0.4252007305622101,0.4048865735530853,0.20451389253139496,0.3596614897251129,0.8248364925384521,,,,,
179,0.25466781854629517,1,,,,,,,,,,
189,0.28304195404052734,1,,,,,,,,,,
199,0.3061380684375763,1,,,,,,,,,,
209,0.16861610114574432,1,,,,,,,,,,
219,0.2130366861820221,1,,,,,,,,,,
229,0.2696158289909363,1,,,,,,,,,,
239,0.17583994567394257,1,,,,,,,,,,
249,0.1771267056465149,1,,,,,,,,,,
259,0.23355768620967865,1,,,,,,,,,,
269,0.13020552694797516,1,,,,,,,,,,
279,0.25125008821487427,1,,,,,,,,,,
289,0.29170680046081543,1,,,,,,,,,,
299,0.2234569936990738,1,,,,,,,,,,
309,0.35408803820610046,1,,,,,,,,,,
319,0.25649315118789673,1,,,,,,,,,,
329,0.23635625839233398,1,,,,,,,,,,
339,0.1958107352256775,1,,,,,,,,,,
345,,1,0.45227593183517456,0.4367900788784027,0.18058165907859802,0.39633285999298096,0.8324896693229675,,,,,
349,0.18070648610591888,2,,,,,,,,,,
359,0.20480093359947205,2,,,,,,,,,,
369,0.20339363813400269,2,,,,,,,,,,
379,0.19404931366443634,2,,,,,,,,,,
389,0.2071850746870041,2,,,,,,,,,,
399,0.16075822710990906,2,,,,,,,,,,
409,0.24756018817424774,2,,,,,,,,,,
419,0.19532528519630432,2,,,,,,,,,,
429,0.2804836332798004,2,,,,,,,,,,
439,0.30435121059417725,2,,,,,,,,,,
449,0.19170838594436646,2,,,,,,,,,,
459,0.23688527941703796,2,,,,,,,,,,
469,0.16905882954597473,2,,,,,,,,,,
479,0.1789332926273346,2,,,,,,,,,,
489,0.11386945843696594,2,,,,,,,,,,
499,0.3007526099681854,2,,,,,,,,,,
509,0.09811076521873474,2,,,,,,,,,,
518,,2,0.47757160663604736,0.46187376976013184,0.16875988245010376,0.41466856002807617,0.8438166975975037,,,,,
519,0.23051239550113678,3,,,,,,,,,,
529,0.12401081621646881,3,,,,,,,,,,
539,0.14944946765899658,3,,,,,,,,,,
549,0.1590307354927063,3,,,,,,,,,,
559,0.18250788748264313,3,,,,,,,,,,
569,0.12977251410484314,3,,,,,,,,,,
579,0.11335740238428116,3,,,,,,,,,,
589,0.3120279312133789,3,,,,,,,,,,
599,0.13616569340229034,3,,,,,,,,,,
609,0.2797742486000061,3,,,,,,,,,,
619,0.16629645228385925,3,,,,,,,,,,
629,0.12497158348560333,3,,,,,,,,,,
639,0.1886032223701477,3,,,,,,,,,,
649,0.1507301777601242,3,,,,,,,,,,
659,0.18744738399982452,3,,,,,,,,,,
669,0.14472627639770508,3,,,,,,,,,,
679,0.17606830596923828,3,,,,,,,,,,
689,0.11149047315120697,3,,,,,,,,,,
691,,3,0.502039909362793,0.4916307032108307,0.16054432094097137,0.4442877173423767,0.8511971235275269,,,,,
699,0.20937758684158325,4,,,,,,,,,,
709,0.17319676280021667,4,,,,,,,,,,
719,0.23221909999847412,4,,,,,,,,,,
729,0.26346662640571594,4,,,,,,,,,,
739,0.29396963119506836,4,,,,,,,,,,
749,0.28247857093811035,4,,,,,,,,,,
759,0.2487303912639618,4,,,,,,,,,,
769,0.15143896639347076,4,,,,,,,,,,
779,0.16509626805782318,4,,,,,,,,,,
789,0.1762302815914154,4,,,,,,,,,,
799,0.1904393583536148,4,,,,,,,,,,
809,0.13802212476730347,4,,,,,,,,,,
819,0.13965469598770142,4,,,,,,,,,,
829,0.16528119146823883,4,,,,,,,,,,
839,0.09968733042478561,4,,,,,,,,,,
849,0.19549605250358582,4,,,,,,,,,,
859,0.15851807594299316,4,,,,,,,,,,
864,,4,0.5161404013633728,0.5012361407279968,0.1568419486284256,0.44992947578430176,0.8610653281211853,,,,,
865,,5,,,,,,0.44992947578430176,0.8610653281211853,0.1568419486284256,0.5161404013633728,0.5012361407279968
