epoch,step,train_loss,val_qa_em,val_qa_sas,val_loss,val_qa_bert_score,val_qa_answer_f1,test_loss
0,9,0.08054521679878235,,,,,,
0,19,0.06755755841732025,,,,,,
0,29,0.05403333157300949,,,,,,
0,39,0.055392395704984665,,,,,,
0,49,0.06613273918628693,,,,,,
0,59,0.03460530564188957,,,,,,
0,69,0.04729273170232773,,,,,,
0,79,0.047229740768671036,,,,,,
0,89,0.04578230902552605,,,,,,
0,99,0.03751508146524429,,,,,,
0,109,0.025881433859467506,,,,,,
0,119,0.05162404105067253,,,,,,
0,129,0.056903790682554245,,,,,,
0,139,0.05965115875005722,,,,,,
0,149,0.0371173657476902,,,,,,
0,159,0.04880847409367561,,,,,,
0,169,0.04032250493764877,,,,,,
0,179,0.03403389826416969,,,,,,
0,189,0.051120318472385406,,,,,,
0,199,0.04176628589630127,,,,,,
0,209,0.03032832406461239,,,,,,
0,219,0.03342374041676521,,,,,,
0,229,0.03761863708496094,,,,,,
0,239,0.03795543685555458,,,,,,
0,249,0.03521738946437836,,,,,,
0,259,0.032912176102399826,,,,,,
0,269,0.027900248765945435,,,,,,
0,279,0.053598809987306595,,,,,,
0,289,0.028765542432665825,,,,,,
0,299,0.022582029923796654,,,,,,
0,309,0.02948695607483387,,,,,,
0,319,0.06353583186864853,,,,,,
0,329,0.04755130037665367,,,,,,
0,339,0.03338198363780975,,,,,,
0,349,0.04033869504928589,,,,,,
0,359,0.02330409735441208,,,,,,
0,369,0.051611971110105515,,,,,,
0,379,0.035953693091869354,,,,,,
0,389,0.04507587477564812,,,,,,
0,399,0.03013434261083603,,,,,,
0,409,0.03834371268749237,,,,,,
0,419,0.02501727268099785,,,,,,
0,429,0.025546682998538017,,,,,,
0,439,0.03998938202857971,,,,,,
0,449,0.03690137341618538,,,,,,
0,459,0.02640639990568161,,,,,,
0,469,0.05306602269411087,,,,,,
0,479,0.05414891615509987,,,,,,
0,489,0.017670368775725365,,,,,,
0,499,0.029025109484791756,,,,,,
0,509,0.06365317106246948,,,,,,
0,519,0.042800530791282654,,,,,,
0,529,0.03466286510229111,,,,,,
0,539,0.03051820397377014,,,,,,
0,549,0.023586858063936234,,,,,,
0,559,0.029222413897514343,,,,,,
0,569,0.02861061319708824,,,,,,
0,579,0.03864392638206482,,,,,,
0,589,0.04359082132577896,,,,,,
0,599,0.04714922606945038,,,,,,
0,609,0.057603176683187485,,,,,,
0,619,0.03287161886692047,,,,,,
0,629,0.03470300883054733,,,,,,
0,637,,0.1809338480234146,0.34860774874687195,0.10618902742862701,0.829668402671814,0.2623006999492645,
1,639,0.027304643765091896,,,,,,
1,649,0.05846833810210228,,,,,,
1,659,0.05604841560125351,,,,,,
1,669,0.031534019857645035,,,,,,
1,679,0.048750635236501694,,,,,,
1,689,0.021150872111320496,,,,,,
1,699,0.038474079221487045,,,,,,
1,709,0.020024551078677177,,,,,,
1,719,0.031839482486248016,,,,,,
1,729,0.04641657695174217,,,,,,
1,739,0.030338013544678688,,,,,,
1,749,0.0551423542201519,,,,,,
1,759,0.0260046124458313,,,,,,
1,769,0.03374903276562691,,,,,,
1,779,0.023214638233184814,,,,,,
1,789,0.019006459042429924,,,,,,
1,799,0.0366678386926651,,,,,,
1,809,0.040450550615787506,,,,,,
1,819,0.0402209497988224,,,,,,
1,829,0.0258835069835186,,,,,,
1,839,0.03969690948724747,,,,,,
1,849,0.020398298278450966,,,,,,
1,859,0.020029721781611443,,,,,,
1,869,0.05308845639228821,,,,,,
1,879,0.030642559751868248,,,,,,
1,889,0.028913596644997597,,,,,,
1,899,0.02303503081202507,,,,,,
1,909,0.031394194811582565,,,,,,
1,919,0.04001305624842644,,,,,,
1,929,0.024635087698698044,,,,,,
1,939,0.025140900164842606,,,,,,
1,949,0.056898318231105804,,,,,,
1,959,0.053113486617803574,,,,,,
1,969,0.03989280015230179,,,,,,
1,979,0.024465834721922874,,,,,,
1,989,0.036401983350515366,,,,,,
1,999,0.030995037406682968,,,,,,
1,1009,0.041152071207761765,,,,,,
1,1019,0.03220135718584061,,,,,,
1,1029,0.033098720014095306,,,,,,
1,1039,0.03869612142443657,,,,,,
1,1049,0.025033794343471527,,,,,,
1,1059,0.03143386170268059,,,,,,
1,1069,0.03712097182869911,,,,,,
1,1079,0.06673821806907654,,,,,,
1,1089,0.019910430535674095,,,,,,
1,1099,0.031253278255462646,,,,,,
1,1109,0.03587500378489494,,,,,,
1,1119,0.03781489282846451,,,,,,
1,1129,0.025775065645575523,,,,,,
1,1139,0.02830715849995613,,,,,,
1,1149,0.025975938886404037,,,,,,
1,1159,0.01300237700343132,,,,,,
1,1169,0.027565259486436844,,,,,,
1,1179,0.023725537583231926,,,,,,
1,1189,0.025495346635580063,,,,,,
1,1199,0.03742745891213417,,,,,,
1,1209,0.04392808675765991,,,,,,
1,1219,0.03391396626830101,,,,,,
1,1229,0.05939393490552902,,,,,,
1,1239,0.01393340714275837,,,,,,
1,1249,0.030783435329794884,,,,,,
1,1259,0.030521828681230545,,,,,,
1,1269,0.03373611345887184,,,,,,
1,1275,,0.19260700047016144,0.3641907870769501,0.08813263475894928,0.8329848051071167,0.27528369426727295,
2,1279,0.029065227136015892,,,,,,
2,1289,0.04231588542461395,,,,,,
2,1299,0.025686457753181458,,,,,,
2,1309,0.021314645186066628,,,,,,
2,1319,0.029629381373524666,,,,,,
2,1329,0.02858778089284897,,,,,,
2,1339,0.04655565693974495,,,,,,
2,1349,0.056712936609983444,,,,,,
2,1359,0.02526611089706421,,,,,,
2,1369,0.04372500255703926,,,,,,
2,1379,0.03314240649342537,,,,,,
2,1389,0.02525668777525425,,,,,,
2,1399,0.04107295721769333,,,,,,
2,1409,0.0384947694838047,,,,,,
2,1419,0.037341535091400146,,,,,,
2,1429,0.04232567176222801,,,,,,
2,1439,0.04257967323064804,,,,,,
2,1449,0.02601713314652443,,,,,,
2,1459,0.04291956126689911,,,,,,
2,1469,0.03921576961874962,,,,,,
2,1479,0.031288113445043564,,,,,,
2,1489,0.01913297362625599,,,,,,
2,1499,0.030840780586004257,,,,,,
2,1509,0.0230703204870224,,,,,,
2,1519,0.04085526615381241,,,,,,
2,1529,0.029391104355454445,,,,,,
2,1539,0.020203737542033195,,,,,,
2,1549,0.04154496639966965,,,,,,
2,1559,0.03424062207341194,,,,,,
2,1569,0.032652340829372406,,,,,,
2,1579,0.02656182274222374,,,,,,
2,1589,0.03758237883448601,,,,,,
2,1599,0.027013983577489853,,,,,,
2,1609,0.016988463699817657,,,,,,
2,1619,0.03143836557865143,,,,,,
2,1629,0.018682168796658516,,,,,,
2,1639,0.027674509212374687,,,,,,
2,1649,0.051262982189655304,,,,,,
2,1659,0.05682849884033203,,,,,,
2,1669,0.03218585252761841,,,,,,
2,1679,0.04337640479207039,,,,,,
2,1689,0.023087356239557266,,,,,,
2,1699,0.046580273658037186,,,,,,
2,1709,0.030625399202108383,,,,,,
2,1719,0.029837826266884804,,,,,,
2,1729,0.053482796996831894,,,,,,
2,1739,0.019095446914434433,,,,,,
2,1749,0.030742082744836807,,,,,,
2,1759,0.04056422412395477,,,,,,
2,1769,0.028131112456321716,,,,,,
2,1779,0.022691719233989716,,,,,,
2,1789,0.02816421538591385,,,,,,
2,1799,0.02781584858894348,,,,,,
2,1809,0.03793766349554062,,,,,,
2,1819,0.030502276495099068,,,,,,
2,1829,0.057227469980716705,,,,,,
