epoch,train_loss,step,val_qa_bert_score,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_em,test_loss
0,4.874114990234375,9,,,,,,
0,3.762406826019287,19,,,,,,
0,3.0216636657714844,29,,,,,,
0,2.3829140663146973,39,,,,,,
0,1.860861897468567,49,,,,,,
0,1.2367444038391113,59,,,,,,
0,0.9979842901229858,69,,,,,,
0,0.6928136348724365,79,,,,,,
0,0.5568156838417053,89,,,,,,
0,0.3479660451412201,99,,,,,,
0,0.24270005524158478,109,,,,,,
0,0.1975773125886917,119,,,,,,
0,0.10022387653589249,129,,,,,,
0,0.19043540954589844,139,,,,,,
0,0.10030653327703476,149,,,,,,
0,0.06907345354557037,159,,,,,,
0,0.1944233626127243,169,,,,,,
0,0.05776101350784302,179,,,,,,
0,0.01907678134739399,189,,,,,,
0,0.06334172934293747,199,,,,,,
0,0.0356602817773819,209,,,,,,
0,0.04155455902218819,219,,,,,,
0,0.16105146706104279,229,,,,,,
0,0.025938207283616066,239,,,,,,
0,0.07963346689939499,249,,,,,,
0,0.027217626571655273,259,,,,,,
0,0.09549658000469208,269,,,,,,
0,0.019992796704173088,279,,,,,,
0,0.013622800819575787,289,,,,,,
0,0.05605105683207512,299,,,,,,
0,0.0246413666754961,309,,,,,,
0,0.05594266206026077,319,,,,,,
0,0.09398634731769562,329,,,,,,
0,0.009122161194682121,339,,,,,,
0,0.022471677511930466,349,,,,,,
0,0.0326148197054863,359,,,,,,
0,0.03425373136997223,369,,,,,,
0,0.019773149862885475,379,,,,,,
0,0.038647472858428955,389,,,,,,
0,0.03308651223778725,399,,,,,,
0,0.05936982482671738,409,,,,,,
0,0.01374915149062872,419,,,,,,
0,0.017165273427963257,429,,,,,,
0,0.008186539635062218,439,,,,,,
0,0.0373983271420002,449,,,,,,
0,0.040684547275304794,459,,,,,,
0,0.04002741724252701,469,,,,,,
0,0.07710864394903183,479,,,,,,
0,0.0157140102237463,489,,,,,,
0,0.01725388690829277,499,,,,,,
0,0.03144173324108124,509,,,,,,
0,0.006048768758773804,519,,,,,,
0,0.011093669570982456,529,,,,,,
0,0.033840425312519073,539,,,,,,
0,0.0449092797935009,549,,,,,,
0,0.0989772230386734,559,,,,,,
0,0.014744325540959835,569,,,,,,
0,0.05148274824023247,579,,,,,,
0,0.08697870373725891,589,,,,,,
0,0.03588016331195831,599,,,,,,
0,0.14300209283828735,609,,,,,,
0,0.04069499298930168,619,,,,,,
0,0.013754517771303654,629,,,,,,
0,0.03899119794368744,639,,,,,,
0,0.018654964864253998,649,,,,,,
0,0.00858333706855774,659,,,,,,
0,0.020350394770503044,669,,,,,,
0,0.020484713837504387,679,,,,,,
0,0.0014745971420779824,689,,,,,,
0,0.013462446630001068,699,,,,,,
0,0.07466413825750351,709,,,,,,
0,0.04994655027985573,719,,,,,,
0,0.0039873574860394,729,,,,,,
0,0.08371375501155853,739,,,,,,
0,0.02829321101307869,749,,,,,,
0,0.006712322123348713,759,,,,,,
0,0.04200171306729317,769,,,,,,
