step,train_loss,epoch,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_qa_em,test_loss
9,0.25589919090270996,0,,,,,,
19,0.19176603853702545,0,,,,,,
29,0.19602453708648682,0,,,,,,
39,0.1217239648103714,0,,,,,,
49,0.2585974335670471,0,,,,,,
59,0.15626423060894012,0,,,,,,
69,0.12788169085979462,0,,,,,,
79,0.214180588722229,0,,,,,,
89,0.18690833449363708,0,,,,,,
99,0.19489485025405884,0,,,,,,
99,,0,0.09542951732873917,0.6040922999382019,0.6759307980537415,0.890836238861084,0.27916666865348816,
109,0.13015668094158173,1,,,,,,
119,0.17553503811359406,1,,,,,,
129,0.13918480277061462,1,,,,,,
139,0.08788996189832687,1,,,,,,
149,0.06808075308799744,1,,,,,,
159,0.0792505219578743,1,,,,,,
169,0.10435216873884201,1,,,,,,
179,0.13040117919445038,1,,,,,,
189,0.5321520566940308,1,,,,,,
199,0.09050099551677704,1,,,,,,
199,,1,0.08883380144834518,0.6326838135719299,0.6945176720619202,0.8990480899810791,0.2874999940395355,
209,0.06955976039171219,2,,,,,,
219,0.09219232201576233,2,,,,,,
229,0.06735282391309738,2,,,,,,
239,0.057830821722745895,2,,,,,,
249,0.034912992268800735,2,,,,,,
259,0.05202213302254677,2,,,,,,
269,0.06121647357940674,2,,,,,,
279,0.08035286515951157,2,,,,,,
289,0.07463517040014267,2,,,,,,
299,0.023934271186590195,2,,,,,,
299,,2,0.08884060382843018,0.6631264090538025,0.7131195068359375,0.9069380760192871,0.30000001192092896,
309,0.03483327478170395,3,,,,,,
319,0.055684976279735565,3,,,,,,
329,0.03831630200147629,3,,,,,,
339,0.03848164901137352,3,,,,,,
349,0.022332312539219856,3,,,,,,
359,0.02882339060306549,3,,,,,,
369,0.03525251895189285,3,,,,,,
379,0.05475882813334465,3,,,,,,
389,0.04290449246764183,3,,,,,,
399,0.010146915912628174,3,,,,,,
399,,3,0.09422393888235092,0.6570442318916321,0.7031878232955933,0.9050657153129578,0.2958333194255829,
409,0.015314803458750248,4,,,,,,
419,0.03239954635500908,4,,,,,,
429,0.019666215404868126,4,,,,,,
439,0.026019973680377007,4,,,,,,
449,0.011526582762598991,4,,,,,,
459,0.014810108579695225,4,,,,,,
469,0.01799202337861061,4,,,,,,
479,0.036127250641584396,4,,,,,,
489,0.024870892986655235,4,,,,,,
499,0.004668763373047113,4,,,,,,
499,,4,0.10481005162000656,0.6656585335731506,0.7105119228363037,0.9065704941749573,0.3166666626930237,
500,,5,,,,,,0.10481005162000656
