epoch,train_loss,step,val_qa_bert_score,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_em,test_loss
0,5.049413204193115,9,,,,,,
0,3.570376396179199,19,,,,,,
0,2.982609272003174,29,,,,,,
0,2.301361322402954,39,,,,,,
0,1.8062349557876587,49,,,,,,
0,1.2785886526107788,59,,,,,,
0,0.9698134660720825,69,,,,,,
0,0.6216458678245544,79,,,,,,
0,0.4261285662651062,89,,,,,,
0,0.2649379372596741,99,,,,,,
0,0.1678626984357834,109,,,,,,
0,0.12154275923967361,119,,,,,,
0,0.21407480537891388,129,,,,,,
0,0.10121271759271622,139,,,,,,
0,0.12227368354797363,149,,,,,,
0,0.0640324056148529,159,,,,,,
0,0.11397802829742432,169,,,,,,
0,0.033487748354673386,179,,,,,,
0,0.11794738471508026,189,,,,,,
0,0.05873493850231171,199,,,,,,
0,0.154593825340271,209,,,,,,
0,0.02019379287958145,219,,,,,,
0,0.01360179204493761,229,,,,,,
0,0.09849122166633606,239,,,,,,
0,0.02024020440876484,249,,,,,,
0,0.024471472948789597,259,,,,,,
0,0.00784088484942913,269,,,,,,
0,0.05484984815120697,279,,,,,,
0,0.00756749976426363,289,,,,,,
0,0.02363140881061554,299,,,,,,
0,0.014791321009397507,309,,,,,,
0,0.03483613207936287,319,,,,,,
0,0.0432388074696064,329,,,,,,
0,0.07918860018253326,339,,,,,,
0,0.11116811633110046,349,,,,,,
0,0.04424091428518295,359,,,,,,
0,0.01961463876068592,369,,,,,,
0,0.04846031218767166,379,,,,,,
0,0.029381928965449333,389,,,,,,
0,0.02404688484966755,399,,,,,,
0,0.011087545193731785,409,,,,,,
0,0.1011706292629242,419,,,,,,
0,0.03432011231780052,429,,,,,,
0,0.020649179816246033,439,,,,,,
0,0.08098918944597244,449,,,,,,
0,0.03773372247815132,459,,,,,,
0,0.024548770859837532,469,,,,,,
0,0.007844830863177776,479,,,,,,
0,0.09694112092256546,489,,,,,,
0,0.02253051847219467,499,,,,,,
0,0.006975874770432711,509,,,,,,
0,0.06416551768779755,519,,,,,,
0,0.00556853087618947,529,,,,,,
0,0.010438722558319569,539,,,,,,
0,0.01763867773115635,549,,,,,,
0,0.06161098927259445,559,,,,,,
0,0.010359593667089939,569,,,,,,
0,0.02127770148217678,579,,,,,,
0,0.06439849734306335,589,,,,,,
0,0.03404785692691803,599,,,,,,
0,0.012316195294260979,609,,,,,,
0,0.0892186313867569,619,,,,,,
0,0.007746506482362747,629,,,,,,
0,0.006350415758788586,639,,,,,,
0,0.0070163775235414505,649,,,,,,
0,0.04522281140089035,659,,,,,,
0,0.004202611744403839,669,,,,,,
0,0.0029622840229421854,679,,,,,,
0,0.034322407096624374,689,,,,,,
0,0.005818068515509367,699,,,,,,
0,0.005173825193196535,709,,,,,,
0,0.014571670442819595,719,,,,,,
0,0.011490347795188427,729,,,,,,
0,0.020287955179810524,739,,,,,,
0,0.016317356377840042,749,,,,,,
0,0.007192197255790234,759,,,,,,
0,0.01920754835009575,769,,,,,,
0,0.006520243361592293,779,,,,,,
0,0.00485399691388011,789,,,,,,
0,0.13562753796577454,799,,,,,,
0,0.015880024060606956,809,,,,,,
0,0.002962582278996706,819,,,,,,
0,0.08867332339286804,829,,,,,,
0,0.07950518280267715,839,,,,,,
0,0.0012958964798599482,849,,,,,,
0,0.053101442754268646,859,,,,,,
0,0.009634468704462051,869,,,,,,
0,0.02705126255750656,879,,,,,,
0,0.0023684222251176834,889,,,,,,
0,0.0042706020176410675,899,,,,,,
0,0.012835687026381493,909,,,,,,
0,0.003284237813204527,919,,,,,,
0,0.0385853536427021,929,,,,,,
0,0.014466374181210995,939,,,,,,
0,0.09707653522491455,949,,,,,,
0,0.0041016750037670135,959,,,,,,
0,0.05605820193886757,969,,,,,,
0,0.0069309561513364315,979,,,,,,
0,0.008115589618682861,989,,,,,,
0,0.06852209568023682,999,,,,,,
0,0.005972085054963827,1009,,,,,,
0,0.003543893340975046,1019,,,,,,
0,0.013848457485437393,1029,,,,,,
0,0.005716037005186081,1039,,,,,,
0,,1046,0.7239985466003418,0.2156241238117218,0.05475255474448204,0.16866548359394073,0.030701754614710808,
1,0.051141127943992615,1049,,,,,,
1,0.03078298270702362,1059,,,,,,
1,0.023169688880443573,1069,,,,,,
1,0.01792529970407486,1079,,,,,,
1,0.0015604662476107478,1089,,,,,,
1,0.01112882699817419,1099,,,,,,
1,0.044571470469236374,1109,,,,,,
1,0.014961834996938705,1119,,,,,,
1,0.0038030771538615227,1129,,,,,,
1,0.0637199655175209,1139,,,,,,
1,0.07681100815534592,1149,,,,,,
1,0.0009856128599494696,1159,,,,,,
1,0.018694790080189705,1169,,,,,,
1,0.012796898372471333,1179,,,,,,
1,0.007567077409476042,1189,,,,,,
1,0.008602858521044254,1199,,,,,,
1,0.010534372180700302,1209,,,,,,
1,0.016222376376390457,1219,,,,,,
1,0.009128415957093239,1229,,,,,,
1,0.0010082647204399109,1239,,,,,,
1,0.0007869295659475029,1249,,,,,,
1,0.027873670682311058,1259,,,,,,
1,0.00672548683360219,1269,,,,,,
1,0.053485073149204254,1279,,,,,,
1,0.0363241508603096,1289,,,,,,
1,0.014933785423636436,1299,,,,,,
1,0.002896025776863098,1309,,,,,,
1,0.007020688150078058,1319,,,,,,
1,0.009899300523102283,1329,,,,,,
1,0.010823206044733524,1339,,,,,,
1,0.010457450523972511,1349,,,,,,
1,0.014720323495566845,1359,,,,,,
1,0.06461237370967865,1369,,,,,,
1,0.016908107325434685,1379,,,,,,
1,0.0027978529687970877,1389,,,,,,
1,0.0008322548237629235,1399,,,,,,
1,0.003582876641303301,1409,,,,,,
1,0.004983979742974043,1419,,,,,,
1,0.013203001581132412,1429,,,,,,
1,0.03078581765294075,1439,,,,,,
1,0.017518984153866768,1449,,,,,,
1,0.005955009255558252,1459,,,,,,
1,0.0035967521835118532,1469,,,,,,
1,0.006408578250557184,1479,,,,,,
1,0.0014231485547497869,1489,,,,,,
1,0.023552829399704933,1499,,,,,,
1,0.009624418802559376,1509,,,,,,
1,0.005754575598984957,1519,,,,,,
1,0.006808081641793251,1529,,,,,,
1,0.014813711866736412,1539,,,,,,
1,0.026381421834230423,1549,,,,,,
1,0.017720645293593407,1559,,,,,,
1,0.003262992249801755,1569,,,,,,
1,0.0252667423337698,1579,,,,,,
1,0.007199016399681568,1589,,,,,,
1,0.020207839086651802,1599,,,,,,
1,0.030676651746034622,1609,,,,,,
1,0.001014393987134099,1619,,,,,,
1,0.00473466282710433,1629,,,,,,
1,0.0020816244650632143,1639,,,,,,
1,0.022289671003818512,1649,,,,,,
1,0.005155848804861307,1659,,,,,,
1,0.0031326122116297483,1669,,,,,,
1,0.006858662702143192,1679,,,,,,
1,0.007373201195150614,1689,,,,,,
1,0.0013865415239706635,1699,,,,,,
1,0.0019174938788637519,1709,,,,,,
1,0.00285686319693923,1719,,,,,,
1,0.01596933603286743,1729,,,,,,
1,0.001352017861790955,1739,,,,,,
1,0.00657834205776453,1749,,,,,,
1,0.0275996346026659,1759,,,,,,
1,0.050740741193294525,1769,,,,,,
1,0.001554666319862008,1779,,,,,,
1,0.028561709448695183,1789,,,,,,
1,0.052625708281993866,1799,,,,,,
1,0.008849739097058773,1809,,,,,,
1,0.01192212663590908,1819,,,,,,
1,0.011607876047492027,1829,,,,,,
1,0.0037099767941981554,1839,,,,,,
1,0.000667952059302479,1849,,,,,,
1,0.08048635721206665,1859,,,,,,
1,0.008543182164430618,1869,,,,,,
1,0.01457152795046568,1879,,,,,,
1,0.0017989912303164601,1889,,,,,,
1,0.013286464847624302,1899,,,,,,
1,0.01404222846031189,1909,,,,,,
1,0.0016244020080193877,1919,,,,,,
1,0.0010992733296006918,1929,,,,,,
1,0.007165305782109499,1939,,,,,,
1,0.001953991362825036,1949,,,,,,
1,0.004069434944540262,1959,,,,,,
1,0.0016332735540345311,1969,,,,,,
1,0.0005767781985923648,1979,,,,,,
1,0.013721524737775326,1989,,,,,,
1,0.08318347483873367,1999,,,,,,
1,0.0166338961571455,2009,,,,,,
1,0.0012945844791829586,2019,,,,,,
1,0.018243810161948204,2029,,,,,,
1,0.0019327275222167373,2039,,,,,,
1,0.03713811933994293,2049,,,,,,
1,0.003184435423463583,2059,,,,,,
1,0.028459444642066956,2069,,,,,,
1,0.002575596561655402,2079,,,,,,
1,0.04085471108555794,2089,,,,,,
1,,2093,0.7287542223930359,0.2255536913871765,0.0325593464076519,0.18915653228759766,0.035087719559669495,
2,0.0008276304579339921,2099,,,,,,
2,0.004207571968436241,2109,,,,,,
2,0.004411510191857815,2119,,,,,,
2,0.0007937325281091034,2129,,,,,,
2,0.00035247456980869174,2139,,,,,,
2,0.029374977573752403,2149,,,,,,
2,0.0006006095209158957,2159,,,,,,
2,0.0006296354113146663,2169,,,,,,
2,0.0009333684574812651,2179,,,,,,
2,0.00036750000435858965,2189,,,,,,
2,0.0007291961810551584,2199,,,,,,
2,0.007213504519313574,2209,,,,,,
2,0.0005581846344284713,2219,,,,,,
2,0.000426849554060027,2229,,,,,,
2,0.03341294080018997,2239,,,,,,
2,0.004435516893863678,2249,,,,,,
2,0.00558578222990036,2259,,,,,,
2,0.0003843381709884852,2269,,,,,,
2,0.00010776754788821563,2279,,,,,,
2,0.000290385156404227,2289,,,,,,
2,0.0009123081690631807,2299,,,,,,
2,0.000318407837767154,2309,,,,,,
2,0.002141776727512479,2319,,,,,,
2,0.002823825925588608,2329,,,,,,
2,0.009555327706038952,2339,,,,,,
2,0.005544649437069893,2349,,,,,,
2,0.0019173381151631474,2359,,,,,,
2,0.007473561447113752,2369,,,,,,
2,0.0040513016283512115,2379,,,,,,
2,0.00019167094433214515,2389,,,,,,
2,0.0013940761564299464,2399,,,,,,
2,0.0007052671280689538,2409,,,,,,
2,0.007891996763646603,2419,,,,,,
2,0.00028512964490801096,2429,,,,,,
2,0.000849951698910445,2439,,,,,,
2,0.000744409509934485,2449,,,,,,
2,0.00020499715174082667,2459,,,,,,
2,0.0017694823909550905,2469,,,,,,
2,0.02190401218831539,2479,,,,,,
2,0.0002558414707891643,2489,,,,,,
2,0.0047577195800840855,2499,,,,,,
2,0.0008148800698108971,2509,,,,,,
2,0.0011763538932427764,2519,,,,,,
2,0.0004676193348132074,2529,,,,,,
2,0.08592119812965393,2539,,,,,,
2,0.00048353729653172195,2549,,,,,,
2,0.0021919631399214268,2559,,,,,,
2,0.0019745759200304747,2569,,,,,,
2,0.0027895034290850163,2579,,,,,,
2,0.003937129396945238,2589,,,,,,
2,0.0020061747636646032,2599,,,,,,
2,0.0003768762690015137,2609,,,,,,
2,0.0004941828083246946,2619,,,,,,
2,0.002558580134063959,2629,,,,,,
2,0.0008263998315669596,2639,,,,,,
2,0.0026981616392731667,2649,,,,,,
2,0.001816862029954791,2659,,,,,,
2,0.0005815806798636913,2669,,,,,,
2,0.0006655604229308665,2679,,,,,,
2,0.036482300609350204,2689,,,,,,
2,0.0035121908877044916,2699,,,,,,
2,0.03306551277637482,2709,,,,,,
2,0.0009171590791083872,2719,,,,,,
2,0.0006059993756935,2729,,,,,,
2,0.027700096368789673,2739,,,,,,
2,0.004355576820671558,2749,,,,,,
2,0.0032517954241484404,2759,,,,,,
2,0.0008441706886515021,2769,,,,,,
2,0.0011302982456982136,2779,,,,,,
