train_loss,step,epoch,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,test_loss
0.4983617961406708,9,0,,,,,,
0.16160430014133453,19,0,,,,,,
0.4659428894519806,29,0,,,,,,
0.3569495677947998,39,0,,,,,,
0.47598797082901,49,0,,,,,,
0.4301880896091461,59,0,,,,,,
0.22348733246326447,69,0,,,,,,
0.39330825209617615,79,0,,,,,,
0.27845942974090576,89,0,,,,,,
0.19575203955173492,99,0,,,,,,
0.14740069210529327,109,0,,,,,,
0.28692302107810974,119,0,,,,,,
0.2539418935775757,129,0,,,,,,
0.19770999252796173,139,0,,,,,,
0.2730855345726013,149,0,,,,,,
0.2029729038476944,159,0,,,,,,
0.26411932706832886,169,0,,,,,,
0.26205873489379883,179,0,,,,,,
0.26306042075157166,189,0,,,,,,
0.19260062277317047,199,0,,,,,,
0.23904527723789215,209,0,,,,,,
0.12386315315961838,219,0,,,,,,
0.18431714177131653,229,0,,,,,,
0.14847227931022644,239,0,,,,,,
0.2557382583618164,249,0,,,,,,
0.13456982374191284,259,0,,,,,,
0.24166005849838257,269,0,,,,,,
0.17374645173549652,279,0,,,,,,
0.14038164913654327,289,0,,,,,,
0.08156464248895645,299,0,,,,,,
0.1734430193901062,309,0,,,,,,
0.20652469992637634,319,0,,,,,,
0.18201325833797455,329,0,,,,,,
0.21617655456066132,339,0,,,,,,
0.10966891050338745,349,0,,,,,,
0.11839023232460022,359,0,,,,,,
0.14739654958248138,369,0,,,,,,
0.17371883988380432,379,0,,,,,,
0.12997952103614807,389,0,,,,,,
0.1561240404844284,399,0,,,,,,
0.07830142229795456,409,0,,,,,,
0.0933842584490776,419,0,,,,,,
0.14342118799686432,429,0,,,,,,
0.13521432876586914,439,0,,,,,,
0.08914859592914581,449,0,,,,,,
0.1102459654211998,459,0,,,,,,
0.08402156829833984,469,0,,,,,,
0.16841261088848114,479,0,,,,,,
0.17328940331935883,489,0,,,,,,
0.14765946567058563,499,0,,,,,,
0.12103238701820374,509,0,,,,,,
0.09177006781101227,519,0,,,,,,
0.0808020830154419,529,0,,,,,,
0.064397893846035,539,0,,,,,,
0.10178307443857193,549,0,,,,,,
0.11508121341466904,559,0,,,,,,
0.12196431308984756,569,0,,,,,,
0.13792844116687775,579,0,,,,,,
0.12402752041816711,589,0,,,,,,
0.15091437101364136,599,0,,,,,,
0.14864473044872284,609,0,,,,,,
0.13078761100769043,619,0,,,,,,
0.16705454885959625,629,0,,,,,,
0.1377832591533661,639,0,,,,,,
0.06541451811790466,649,0,,,,,,
0.11351311951875687,659,0,,,,,,
0.18927735090255737,669,0,,,,,,
0.0747411921620369,679,0,,,,,,
0.08627979457378387,689,0,,,,,,
0.246839240193367,699,0,,,,,,
0.15461581945419312,709,0,,,,,,
0.14117948710918427,719,0,,,,,,
0.10410111397504807,729,0,,,,,,
0.15906944870948792,739,0,,,,,,
0.22123503684997559,749,0,,,,,,
0.07599897682666779,759,0,,,,,,
0.16086223721504211,769,0,,,,,,
0.1649104207754135,779,0,,,,,,
0.09631171822547913,789,0,,,,,,
0.07949952781200409,799,0,,,,,,
0.20494422316551208,809,0,,,,,,
0.13197793066501617,819,0,,,,,,
0.2291930615901947,829,0,,,,,,
0.11765890568494797,839,0,,,,,,
0.07042106986045837,849,0,,,,,,
0.09696917235851288,859,0,,,,,,
0.0870988592505455,869,0,,,,,,
0.13097785413265228,879,0,,,,,,
0.15062546730041504,889,0,,,,,,
0.07099433243274689,899,0,,,,,,
0.07280046492815018,909,0,,,,,,
0.159244567155838,919,0,,,,,,
0.1542208343744278,929,0,,,,,,
0.06524389237165451,939,0,,,,,,
0.07342223823070526,949,0,,,,,,
0.13327151536941528,959,0,,,,,,
0.2131466418504715,969,0,,,,,,
0.1278722882270813,979,0,,,,,,
0.12597323954105377,989,0,,,,,,
0.13817384839057922,999,0,,,,,,
0.10567162930965424,1009,0,,,,,,
0.09898239374160767,1019,0,,,,,,
0.12353189289569855,1029,0,,,,,,
0.0693201869726181,1039,0,,,,,,
0.06899244338274002,1049,0,,,,,,
0.0601956881582737,1059,0,,,,,,
0.08418016135692596,1069,0,,,,,,
0.1109088808298111,1079,0,,,,,,
0.10562442243099213,1089,0,,,,,,
0.07869057357311249,1099,0,,,,,,
0.0740090012550354,1109,0,,,,,,
0.058156926184892654,1119,0,,,,,,
0.0948239415884018,1129,0,,,,,,
0.11833812296390533,1139,0,,,,,,
0.07390555739402771,1149,0,,,,,,
0.08458879590034485,1159,0,,,,,,
0.06734824925661087,1169,0,,,,,,
0.11779670417308807,1179,0,,,,,,
0.11169068515300751,1189,0,,,,,,
0.08183486014604568,1199,0,,,,,,
0.1128344014286995,1209,0,,,,,,
0.10238631069660187,1219,0,,,,,,
0.08131077140569687,1229,0,,,,,,
0.08628033846616745,1239,0,,,,,,
0.08403772860765457,1249,0,,,,,,
0.10517413169145584,1259,0,,,,,,
0.09901351481676102,1269,0,,,,,,
0.07372468709945679,1279,0,,,,,,
0.05856749042868614,1289,0,,,,,,
0.14017082750797272,1299,0,,,,,,
0.07752970606088638,1309,0,,,,,,
