step,epoch,train_loss,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,test_loss
9,0,0.21091735363006592,,,,,,
19,0,0.40901777148246765,,,,,,
29,0,1.1987203359603882,,,,,,
39,0,0.09428530931472778,,,,,,
49,0,0.06478313356637955,,,,,,
59,0,0.309900164604187,,,,,,
69,0,0.19501982629299164,,,,,,
79,0,0.04968852549791336,,,,,,
89,0,0.03650161996483803,,,,,,
99,0,0.2747277319431305,,,,,,
109,0,0.334905743598938,,,,,,
119,0,0.04633864387869835,,,,,,
129,0,0.1301603615283966,,,,,,
139,0,0.062361475080251694,,,,,,
149,0,0.2344689667224884,,,,,,
159,0,0.03873610869050026,,,,,,
169,0,0.04510468989610672,,,,,,
179,0,0.03750500828027725,,,,,,
189,0,0.03510498255491257,,,,,,
199,0,0.1878402829170227,,,,,,
209,0,0.028915807604789734,,,,,,
219,0,0.3673778176307678,,,,,,
229,0,0.030718114227056503,,,,,,
239,0,0.027438132092356682,,,,,,
249,0,0.3778998851776123,,,,,,
259,0,0.2594539523124695,,,,,,
269,0,0.060345567762851715,,,,,,
279,0,0.030881386250257492,,,,,,
289,0,0.021603737026453018,,,,,,
299,0,0.020985295996069908,,,,,,
309,0,0.2754862308502197,,,,,,
319,0,0.41295596957206726,,,,,,
329,0,0.03157135099172592,,,,,,
339,0,0.04630549997091293,,,,,,
349,0,0.036255285143852234,,,,,,
359,0,0.022438837215304375,,,,,,
369,0,0.2845664322376251,,,,,,
379,0,0.17143066227436066,,,,,,
389,0,0.35001328587532043,,,,,,
399,0,0.03402528166770935,,,,,,
409,0,0.045324601233005524,,,,,,
419,0,0.01544894464313984,,,,,,
429,0,0.027751944959163666,,,,,,
439,0,0.030906900763511658,,,,,,
449,0,0.021417243406176567,,,,,,
459,0,0.027482623234391212,,,,,,
469,0,0.3278166353702545,,,,,,
479,0,0.17166970670223236,,,,,,
489,0,0.03766544535756111,,,,,,
499,0,0.036337751895189285,,,,,,
509,0,0.024896208196878433,,,,,,
519,0,0.016509611159563065,,,,,,
529,0,0.3250950872898102,,,,,,
539,0,0.03918592631816864,,,,,,
549,0,0.021955456584692,,,,,,
559,0,0.013879014179110527,,,,,,
569,0,0.23522168397903442,,,,,,
579,0,0.024428242817521095,,,,,,
589,0,0.024646200239658356,,,,,,
599,0,0.017992280423641205,,,,,,
609,0,0.013336083851754665,,,,,,
619,0,0.04020743444561958,,,,,,
629,0,0.03750508278608322,,,,,,
632,0,,0.09880571067333221,0.5530703067779541,0.8997980952262878,0.5010225176811218,0.604824423789978,
639,1,0.04871940240263939,,,,,,
649,1,0.15846870839595795,,,,,,
659,1,0.017143327742815018,,,,,,
669,1,0.021173648536205292,,,,,,
679,1,0.4503868520259857,,,,,,
689,1,0.02361350692808628,,,,,,
699,1,0.040160469710826874,,,,,,
709,1,0.03576575219631195,,,,,,
719,1,0.1559937596321106,,,,,,
729,1,0.04161618649959564,,,,,,
739,1,0.30590924620628357,,,,,,
749,1,0.11936447024345398,,,,,,
759,1,0.011692528612911701,,,,,,
769,1,0.14007417857646942,,,,,,
779,1,0.06552884727716446,,,,,,
789,1,0.22735066711902618,,,,,,
799,1,0.11323656141757965,,,,,,
809,1,0.11942050606012344,,,,,,
819,1,0.008989912457764149,,,,,,
829,1,0.03160502016544342,,,,,,
839,1,0.29571831226348877,,,,,,
849,1,0.19085688889026642,,,,,,
859,1,0.018868716433644295,,,,,,
869,1,0.05584723874926567,,,,,,
879,1,0.10374381393194199,,,,,,
889,1,0.03466546908020973,,,,,,
899,1,0.21971780061721802,,,,,,
909,1,0.1432095617055893,,,,,,
919,1,0.058106906712055206,,,,,,
929,1,0.02844807133078575,,,,,,
939,1,0.237863227725029,,,,,,
949,1,0.07876616716384888,,,,,,
959,1,0.05434485152363777,,,,,,
969,1,0.01569991745054722,,,,,,
979,1,0.31147390604019165,,,,,,
989,1,0.020610475912690163,,,,,,
999,1,0.021276021376252174,,,,,,
1009,1,0.15587128698825836,,,,,,
1019,1,0.20806483924388885,,,,,,
1029,1,0.27821165323257446,,,,,,
1039,1,0.38342708349227905,,,,,,
1049,1,0.024126488715410233,,,,,,
1059,1,0.18917050957679749,,,,,,
1069,1,0.09275651723146439,,,,,,
1079,1,0.016737304627895355,,,,,,
1089,1,0.025813637301325798,,,,,,
1099,1,0.020524555817246437,,,,,,
1109,1,0.010898884385824203,,,,,,
1119,1,0.16702161729335785,,,,,,
1129,1,0.042085397988557816,,,,,,
1139,1,0.297517865896225,,,,,,
1149,1,0.0904453843832016,,,,,,
1159,1,0.011459041386842728,,,,,,
1169,1,0.01901332661509514,,,,,,
