step,train_loss,epoch,val_qa_bert_score,val_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,test_loss
9,0.6866475343704224,0,,,,,,
19,0.4999658465385437,0,,,,,,
29,0.5910526514053345,0,,,,,,
39,0.37530288100242615,0,,,,,,
49,0.3724081218242645,0,,,,,,
59,0.49879857897758484,0,,,,,,
69,0.1850048303604126,0,,,,,,
79,0.3212169110774994,0,,,,,,
89,0.3714772164821625,0,,,,,,
99,0.19030238687992096,0,,,,,,
109,0.4018658697605133,0,,,,,,
119,0.1438164860010147,0,,,,,,
129,0.21314217150211334,0,,,,,,
139,0.18992319703102112,0,,,,,,
149,0.36486732959747314,0,,,,,,
159,0.24546758830547333,0,,,,,,
169,0.17222708463668823,0,,,,,,
179,0.17842768132686615,0,,,,,,
189,0.12591159343719482,0,,,,,,
199,0.10479367524385452,0,,,,,,
209,0.1937101036310196,0,,,,,,
219,0.13142655789852142,0,,,,,,
229,0.15229566395282745,0,,,,,,
239,0.17173802852630615,0,,,,,,
249,0.21852193772792816,0,,,,,,
259,0.20818965137004852,0,,,,,,
269,0.2334766983985901,0,,,,,,
279,0.19290834665298462,0,,,,,,
289,0.2898100018501282,0,,,,,,
299,0.10601089149713516,0,,,,,,
309,0.07030130922794342,0,,,,,,
319,0.07427529245615005,0,,,,,,
329,0.09429420530796051,0,,,,,,
339,0.10219861567020416,0,,,,,,
349,0.05329795181751251,0,,,,,,
359,0.12875309586524963,0,,,,,,
369,0.1029915064573288,0,,,,,,
379,0.16535665094852448,0,,,,,,
389,0.08971923589706421,0,,,,,,
399,0.1275368630886078,0,,,,,,
409,0.1834336817264557,0,,,,,,
419,0.22329722344875336,0,,,,,,
429,0.21564067900180817,0,,,,,,
439,0.15453191101551056,0,,,,,,
449,0.12622669339179993,0,,,,,,
459,0.12193264812231064,0,,,,,,
469,0.11871635913848877,0,,,,,,
479,0.1728558987379074,0,,,,,,
489,0.11993266642093658,0,,,,,,
499,0.10476385802030563,0,,,,,,
509,0.14379319548606873,0,,,,,,
519,0.13462816178798676,0,,,,,,
529,0.10956241190433502,0,,,,,,
539,0.04860697314143181,0,,,,,,
549,0.14626911282539368,0,,,,,,
