train_loss,epoch,step,val_qa_em,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_bert_score,test_loss
1.6164510250091553,0,9,,,,,,
0.3060110807418823,0,19,,,,,,
0.47249945998191833,0,29,,,,,,
1.0925838947296143,0,39,,,,,,
0.34559231996536255,0,49,,,,,,
0.2772842347621918,0,59,,,,,,
0.4945955276489258,0,69,,,,,,
0.31401917338371277,0,79,,,,,,
0.27090707421302795,0,89,,,,,,
1.142745018005371,0,99,,,,,,
0.498964786529541,0,109,,,,,,
,0,110,0.42767295241355896,0.608637273311615,0.14373362064361572,0.5792603492736816,0.8589738011360168,
0.39217472076416016,1,119,,,,,,
0.427532434463501,1,129,,,,,,
0.19751447439193726,1,139,,,,,,
0.19044211506843567,1,149,,,,,,
0.7023828625679016,1,159,,,,,,
0.2058369219303131,1,169,,,,,,
0.2574428915977478,1,179,,,,,,
0.2864351272583008,1,189,,,,,,
1.1762458086013794,1,199,,,,,,
0.6778222918510437,1,209,,,,,,
0.5333327651023865,1,219,,,,,,
,1,221,0.5031446814537048,0.6582970023155212,0.13098089396953583,0.6348462700843811,0.8789778351783752,
0.33254632353782654,2,229,,,,,,
0.2714088559150696,2,239,,,,,,
0.33285629749298096,2,249,,,,,,
0.5127533078193665,2,259,,,,,,
0.1764020025730133,2,269,,,,,,
0.7619304656982422,2,279,,,,,,
0.2883548140525818,2,289,,,,,,
0.14726564288139343,2,299,,,,,,
0.13712196052074432,2,309,,,,,,
0.21111775934696198,2,319,,,,,,
0.17756778001785278,2,329,,,,,,
,2,332,0.5031446814537048,0.6574147939682007,0.12865377962589264,0.6338518857955933,0.8781101703643799,
0.10983351618051529,3,339,,,,,,
0.04398968070745468,3,349,,,,,,
0.17183400690555573,3,359,,,,,,
0.21650660037994385,3,369,,,,,,
0.21776749193668365,3,379,,,,,,
0.26212403178215027,3,389,,,,,,
0.15783777832984924,3,399,,,,,,
0.06427386403083801,3,409,,,,,,
0.06108123064041138,3,419,,,,,,
0.037601105868816376,3,429,,,,,,
3.141314744949341,3,439,,,,,,
,3,443,0.49685534834861755,0.6385212540626526,0.1332603245973587,0.6148372888565063,0.87241530418396,
0.04405323415994644,4,449,,,,,,
0.09183083474636078,4,459,,,,,,
0.033614542335271835,4,469,,,,,,
0.10129688680171967,4,479,,,,,,
0.027012189850211143,4,489,,,,,,
0.04105475917458534,4,499,,,,,,
0.09476487338542938,4,509,,,,,,
0.10651279985904694,4,519,,,,,,
0.18500667810440063,4,529,,,,,,
0.8310669660568237,4,539,,,,,,
0.03159356489777565,4,549,,,,,,
,4,554,0.5031446814537048,0.6370352506637573,0.14084695279598236,0.6145786046981812,0.8743210434913635,
,5,555,,,,,,0.14084695279598236
