epoch,train_loss,step,val_loss,val_qa_em,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em,test_loss,test_avg_qa_bert_score,test_avg_qa_answer_f1
0,0.5677593350410461,9,,,,,,,,,,
0,0.9270520210266113,19,,,,,,,,,,
0,0.5300628542900085,29,,,,,,,,,,
0,0.334486722946167,39,,,,,,,,,,
0,0.5539020895957947,49,,,,,,,,,,
0,0.2835875451564789,59,,,,,,,,,,
0,0.1637134552001953,69,,,,,,,,,,
0,0.342655211687088,79,,,,,,,,,,
0,0.2715291380882263,89,,,,,,,,,,
0,0.36804333329200745,99,,,,,,,,,,
0,0.1961745023727417,109,,,,,,,,,,
0,0.24735969305038452,119,,,,,,,,,,
0,0.6180833578109741,129,,,,,,,,,,
0,0.2033664584159851,139,,,,,,,,,,
0,0.30613356828689575,149,,,,,,,,,,
0,0.35978439450263977,159,,,,,,,,,,
0,0.35045793652534485,169,,,,,,,,,,
0,0.2764081060886383,179,,,,,,,,,,
0,,179,0.19953638315200806,0.30319148302078247,0.42382127046585083,0.8319641351699829,0.3653070628643036,,,,,
1,0.15224872529506683,189,,,,,,,,,,
1,0.13873961567878723,199,,,,,,,,,,
1,0.32073554396629333,209,,,,,,,,,,
1,0.2653026878833771,219,,,,,,,,,,
1,0.19365361332893372,229,,,,,,,,,,
1,0.26619216799736023,239,,,,,,,,,,
1,0.19179634749889374,249,,,,,,,,,,
1,0.25977998971939087,259,,,,,,,,,,
1,0.13218194246292114,269,,,,,,,,,,
1,0.23226021230220795,279,,,,,,,,,,
1,0.2217901051044464,289,,,,,,,,,,
1,0.3015006184577942,299,,,,,,,,,,
1,0.35029181838035583,309,,,,,,,,,,
1,0.2055741846561432,319,,,,,,,,,,
1,0.21019552648067474,329,,,,,,,,,,
1,0.21885615587234497,339,,,,,,,,,,
1,0.4536431133747101,349,,,,,,,,,,
1,0.2239348590373993,359,,,,,,,,,,
1,,359,0.1727995127439499,0.3617021143436432,0.4600045084953308,0.845310389995575,0.4148053526878357,,,,,
2,0.12138009071350098,369,,,,,,,,,,
2,0.26570671796798706,379,,,,,,,,,,
2,0.19742263853549957,389,,,,,,,,,,
2,0.16267137229442596,399,,,,,,,,,,
2,0.2907346785068512,409,,,,,,,,,,
2,0.158717080950737,419,,,,,,,,,,
2,0.25508081912994385,429,,,,,,,,,,
2,0.2005782276391983,439,,,,,,,,,,
2,0.1926298290491104,449,,,,,,,,,,
2,0.24279774725437164,459,,,,,,,,,,
2,0.23489999771118164,469,,,,,,,,,,
2,0.1477852314710617,479,,,,,,,,,,
2,0.1842239797115326,489,,,,,,,,,,
2,0.28049853444099426,499,,,,,,,,,,
2,0.17716346681118011,509,,,,,,,,,,
2,0.21513496339321136,519,,,,,,,,,,
2,0.2807476818561554,529,,,,,,,,,,
2,0.19409258663654327,539,,,,,,,,,,
2,,539,0.16130344569683075,0.3723404109477997,0.47183161973953247,0.8499849438667297,0.42966127395629883,,,,,
3,0.17197081446647644,549,,,,,,,,,,
3,0.12795546650886536,559,,,,,,,,,,
3,0.2720278799533844,569,,,,,,,,,,
3,0.18771345913410187,579,,,,,,,,,,
3,0.3555264174938202,589,,,,,,,,,,
3,0.1862686425447464,599,,,,,,,,,,
3,0.16973456740379333,609,,,,,,,,,,
3,0.23626333475112915,619,,,,,,,,,,
3,0.22275498509407043,629,,,,,,,,,,
3,0.4101940989494324,639,,,,,,,,,,
3,0.21778234839439392,649,,,,,,,,,,
3,0.1438518762588501,659,,,,,,,,,,
3,0.13642987608909607,669,,,,,,,,,,
3,0.1539480835199356,679,,,,,,,,,,
3,0.2689749002456665,689,,,,,,,,,,
3,0.17030782997608185,699,,,,,,,,,,
3,0.247359499335289,709,,,,,,,,,,
3,0.24414168298244476,719,,,,,,,,,,
3,,719,0.15425823628902435,0.39760637283325195,0.48914608359336853,0.8558043837547302,0.45144686102867126,,,,,
4,0.1474166065454483,729,,,,,,,,,,
4,0.14613860845565796,739,,,,,,,,,,
4,0.42686375975608826,749,,,,,,,,,,
4,0.16963160037994385,759,,,,,,,,,,
4,0.2564048767089844,769,,,,,,,,,,
4,0.15378180146217346,779,,,,,,,,,,
4,0.17378626763820648,789,,,,,,,,,,
4,0.18095438182353973,799,,,,,,,,,,
4,0.13248741626739502,809,,,,,,,,,,
4,0.12733742594718933,819,,,,,,,,,,
4,0.4042787551879883,829,,,,,,,,,,
4,0.1691359281539917,839,,,,,,,,,,
4,0.1406739503145218,849,,,,,,,,,,
4,0.2143712341785431,859,,,,,,,,,,
4,0.1905120611190796,869,,,,,,,,,,
4,0.17277884483337402,879,,,,,,,,,,
4,0.12637002766132355,889,,,,,,,,,,
4,0.22446367144584656,899,,,,,,,,,,
4,,899,0.15157762169837952,0.4095744788646698,0.5014441013336182,0.861693263053894,0.4693630039691925,,,,,
5,,900,,,,,,0.5014441013336182,0.4095744788646698,0.15157762169837952,0.861693263053894,0.4693630039691925
