step,epoch,train_loss,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
9,0,2.5225913524627686,,,,,,
19,0,1.6713069677352905,,,,,,
29,0,0.4932345747947693,,,,,,
39,0,0.9846445918083191,,,,,,
49,0,2.117885112762451,,,,,,
59,0,0.7759522199630737,,,,,,
69,0,1.6330788135528564,,,,,,
79,0,2.024878740310669,,,,,,
89,0,0.528747022151947,,,,,,
99,0,0.6516696810722351,,,,,,
109,0,1.3823796510696411,,,,,,
119,0,1.744672179222107,,,,,,
129,0,1.3779388666152954,,,,,,
139,0,1.2852874994277954,,,,,,
149,0,0.5638378858566284,,,,,,
159,0,1.4943618774414062,,,,,,
169,0,0.4751894474029541,,,,,,
179,0,1.051683783531189,,,,,,
189,0,1.6366404294967651,,,,,,
199,0,0.34223121404647827,,,,,,
209,0,1.5488942861557007,,,,,,
216,0,,0.5613679885864258,0.8380516171455383,0.2046109437942505,0.47392696142196655,0.39525628089904785,
219,1,0.7075713276863098,,,,,,
229,1,0.5710272789001465,,,,,,
239,1,1.3524200916290283,,,,,,
249,1,1.0252934694290161,,,,,,
259,1,1.2684061527252197,,,,,,
269,1,1.9774359464645386,,,,,,
279,1,0.7984899282455444,,,,,,
289,1,1.5173016786575317,,,,,,
299,1,0.28321895003318787,,,,,,
309,1,0.36405324935913086,,,,,,
319,1,1.3970202207565308,,,,,,
329,1,0.4171257019042969,,,,,,
339,1,0.6900662183761597,,,,,,
349,1,0.9343229532241821,,,,,,
359,1,0.38428789377212524,,,,,,
369,1,0.37130752205848694,,,,,,
379,1,1.4052815437316895,,,,,,
389,1,0.8816981315612793,,,,,,
399,1,0.2630169987678528,,,,,,
409,1,0.5597637891769409,,,,,,
419,1,0.45128577947616577,,,,,,
429,1,0.8994829654693604,,,,,,
433,1,,0.6242664456367493,0.8680023550987244,0.31700289249420166,0.5655865669250488,0.36481189727783203,
439,2,0.2954598665237427,,,,,,
449,2,0.4583515226840973,,,,,,
459,2,0.1380467712879181,,,,,,
469,2,0.14104899764060974,,,,,,
479,2,1.7270992994308472,,,,,,
489,2,0.33766287565231323,,,,,,
499,2,1.2525180578231812,,,,,,
509,2,1.270911693572998,,,,,,
519,2,1.1245841979980469,,,,,,
529,2,0.8718211650848389,,,,,,
539,2,1.4935243129730225,,,,,,
549,2,0.8507794141769409,,,,,,
559,2,0.540151059627533,,,,,,
569,2,0.4263857901096344,,,,,,
579,2,0.7959913611412048,,,,,,
589,2,1.2056950330734253,,,,,,
599,2,1.0038164854049683,,,,,,
609,2,0.6916154623031616,,,,,,
619,2,0.11872803419828415,,,,,,
629,2,1.6284884214401245,,,,,,
639,2,0.49623334407806396,,,,,,
649,2,0.23206396400928497,,,,,,
650,2,,0.634175181388855,0.872899055480957,0.32276657223701477,0.5751715898513794,0.3666691184043884,
659,3,0.6512793302536011,,,,,,
669,3,0.9274105429649353,,,,,,
679,3,0.5735228657722473,,,,,,
689,3,0.7380595803260803,,,,,,
699,3,0.18993201851844788,,,,,,
709,3,1.2835506200790405,,,,,,
719,3,0.39657264947891235,,,,,,
729,3,1.026955485343933,,,,,,
739,3,1.1673965454101562,,,,,,
749,3,0.8008947968482971,,,,,,
759,3,1.0655099153518677,,,,,,
769,3,0.6355418562889099,,,,,,
779,3,0.14771048724651337,,,,,,
789,3,0.5199671983718872,,,,,,
799,3,0.047501396387815475,,,,,,
809,3,0.9545906782150269,,,,,,
819,3,0.1754254400730133,,,,,,
829,3,0.40257734060287476,,,,,,
839,3,0.16747134923934937,,,,,,
849,3,0.1969011425971985,,,,,,
859,3,0.21588881313800812,,,,,,
867,3,,0.6403218507766724,0.8765285611152649,0.33717578649520874,0.5890612602233887,0.38218680024147034,
869,4,0.306225448846817,,,,,,
879,4,0.5753583312034607,,,,,,
889,4,0.31208905577659607,,,,,,
899,4,1.1553698778152466,,,,,,
909,4,0.35409677028656006,,,,,,
919,4,0.2743929326534271,,,,,,
929,4,1.274744987487793,,,,,,
939,4,0.5050204396247864,,,,,,
949,4,0.12898936867713928,,,,,,
959,4,0.0988609567284584,,,,,,
969,4,0.20354631543159485,,,,,,
979,4,0.05263467878103256,,,,,,
989,4,1.065229058265686,,,,,,
999,4,0.5974702835083008,,,,,,
1009,4,0.5948532819747925,,,,,,
1019,4,0.2699770927429199,,,,,,
1029,4,0.020953509956598282,,,,,,
1039,4,0.32886070013046265,,,,,,
1049,4,0.28597378730773926,,,,,,
1059,4,0.10458573698997498,,,,,,
1069,4,0.018883349373936653,,,,,,
1079,4,0.7493531107902527,,,,,,
1084,4,,0.652851402759552,0.8785574436187744,0.34870317578315735,0.5977684259414673,0.41463586688041687,
1085,5,,,,,,,0.41463586688041687
