epoch,step,train_loss,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,val_qa_em,test_avg_qa_sas,test_avg_qa_answer_f1,test_loss,test_avg_qa_em,test_avg_qa_bert_score
0,9,0.31767261028289795,,,,,,,,,,
0,19,0.224477156996727,,,,,,,,,,
0,29,0.23108412325382233,,,,,,,,,,
0,39,0.19590382277965546,,,,,,,,,,
0,49,0.18084020912647247,,,,,,,,,,
0,59,0.12959270179271698,,,,,,,,,,
0,69,0.08129288256168365,,,,,,,,,,
0,79,0.10456663370132446,,,,,,,,,,
0,89,0.13467970490455627,,,,,,,,,,
0,99,0.17393586039543152,,,,,,,,,,
0,109,0.1429004967212677,,,,,,,,,,
0,117,,0.55182284116745,0.0908752977848053,0.8981783390045166,0.5990850329399109,0.5104761719703674,,,,,
1,119,0.07230943441390991,,,,,,,,,,
1,129,0.10728728771209717,,,,,,,,,,
1,139,0.22491402924060822,,,,,,,,,,
1,149,0.09049459546804428,,,,,,,,,,
1,159,0.4110266864299774,,,,,,,,,,
1,169,0.20292015373706818,,,,,,,,,,
1,179,0.3555784225463867,,,,,,,,,,
1,189,0.09091980755329132,,,,,,,,,,
1,199,0.11443798243999481,,,,,,,,,,
1,209,0.0894307941198349,,,,,,,,,,
1,219,0.08598367124795914,,,,,,,,,,
1,229,0.11230043321847916,,,,,,,,,,
1,235,,0.5989722609519958,0.08225748687982559,0.9097542762756348,0.6414667367935181,0.5600000023841858,,,,,
2,239,0.2310095578432083,,,,,,,,,,
2,249,0.09756748378276825,,,,,,,,,,
2,259,0.20530496537685394,,,,,,,,,,
2,269,0.11486278474330902,,,,,,,,,,
2,279,0.12929479777812958,,,,,,,,,,
2,289,0.22272968292236328,,,,,,,,,,
2,299,0.08296844363212585,,,,,,,,,,
2,309,0.2718701958656311,,,,,,,,,,
2,319,0.03739664703607559,,,,,,,,,,
2,329,0.058599188923835754,,,,,,,,,,
2,339,0.09423323720693588,,,,,,,,,,
2,349,0.16877487301826477,,,,,,,,,,
2,353,,0.6120697259902954,0.07790323346853256,0.9126518964767456,0.6523754596710205,0.5733333230018616,,,,,
3,359,0.12453152239322662,,,,,,,,,,
3,369,0.15304133296012878,,,,,,,,,,
3,379,0.10785665363073349,,,,,,,,,,
3,389,0.14992283284664154,,,,,,,,,,
3,399,0.07692331075668335,,,,,,,,,,
3,409,0.07435038685798645,,,,,,,,,,
3,419,0.1407943069934845,,,,,,,,,,
3,429,0.07623206824064255,,,,,,,,,,
3,439,0.06022864952683449,,,,,,,,,,
3,449,0.063531294465065,,,,,,,,,,
3,459,0.08837106823921204,,,,,,,,,,
3,469,0.06818439066410065,,,,,,,,,,
3,471,,0.6118764281272888,0.07702934741973877,0.91281658411026,0.6524192094802856,0.5733333230018616,,,,,
4,479,0.11507048457860947,,,,,,,,,,
4,489,0.269539475440979,,,,,,,,,,
4,499,0.05269763618707657,,,,,,,,,,
4,509,0.061963919550180435,,,,,,,,,,
4,519,0.08109649270772934,,,,,,,,,,
4,529,0.0939820408821106,,,,,,,,,,
4,539,0.30988848209381104,,,,,,,,,,
4,549,0.08636445552110672,,,,,,,,,,
4,559,0.10118771344423294,,,,,,,,,,
4,569,0.06415906548500061,,,,,,,,,,
4,579,0.04652053117752075,,,,,,,,,,
4,589,0.11706467717885971,,,,,,,,,,
4,589,,0.6205579042434692,0.07446201890707016,0.9146025776863098,0.6593247056007385,0.5828571319580078,,,,,
5,590,,,,,,,0.6593247056007385,0.6205579042434692,0.07446201890707016,0.5828571319580078,0.9146025776863098
