train_loss,epoch,step,val_qa_em,val_loss,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,test_loss
0.289269357919693,0,9,,,,,,
0.23825089633464813,0,19,,,,,,
0.23856866359710693,0,29,,,,,,
0.4517669379711151,0,39,,,,,,
0.0619649775326252,0,49,,,,,,
0.22930610179901123,0,59,,,,,,
0.42818742990493774,0,69,,,,,,
0.17000500857830048,0,79,,,,,,
0.3510645031929016,0,89,,,,,,
0.08146404474973679,0,99,,,,,,
0.17750322818756104,0,109,,,,,,
0.26028478145599365,0,119,,,,,,
0.15750810503959656,0,129,,,,,,
0.15121139585971832,0,139,,,,,,
0.13242918252944946,0,149,,,,,,
0.08548745512962341,0,159,,,,,,
0.1537398248910904,0,169,,,,,,
0.3474489748477936,0,179,,,,,,
0.27593713998794556,0,189,,,,,,
0.11295001953840256,0,199,,,,,,
0.13239869475364685,0,209,,,,,,
0.11935386061668396,0,219,,,,,,
0.09308414906263351,0,229,,,,,,
0.13960851728916168,0,239,,,,,,
0.14321522414684296,0,249,,,,,,
0.13659675419330597,0,259,,,,,,
0.158304825425148,0,269,,,,,,
0.05770057812333107,0,279,,,,,,
0.1293868124485016,0,289,,,,,,
0.0393829308450222,0,299,,,,,,
0.20120708644390106,0,309,,,,,,
0.06730914860963821,0,319,,,,,,
0.09728175401687622,0,329,,,,,,
0.12215760350227356,0,339,,,,,,
0.0929088145494461,0,349,,,,,,
0.14950960874557495,0,359,,,,,,
0.15766127407550812,0,369,,,,,,
0.2861582636833191,0,379,,,,,,
0.07312078028917313,0,389,,,,,,
0.10928601026535034,0,399,,,,,,
0.05420282855629921,0,409,,,,,,
0.20316582918167114,0,419,,,,,,
0.10914517939090729,0,429,,,,,,
0.13105428218841553,0,439,,,,,,
0.18093906342983246,0,449,,,,,,
0.12725386023521423,0,459,,,,,,
0.06516282260417938,0,469,,,,,,
0.07215230911970139,0,479,,,,,,
0.13169677555561066,0,489,,,,,,
0.05776511877775192,0,499,,,,,,
0.10808388888835907,0,509,,,,,,
0.12732526659965515,0,519,,,,,,
0.1439836621284485,0,529,,,,,,
0.06703395396471024,0,539,,,,,,
0.08969186246395111,0,549,,,,,,
0.1649409681558609,0,559,,,,,,
0.07877486944198608,0,569,,,,,,
0.07724078744649887,0,579,,,,,,
0.06700345128774643,0,589,,,,,,
0.11360730230808258,0,599,,,,,,
0.09528902918100357,0,609,,,,,,
0.10994409769773483,0,619,,,,,,
0.11128826439380646,0,629,,,,,,
0.06743203848600388,0,639,,,,,,
0.22719277441501617,0,649,,,,,,
0.12173184007406235,0,659,,,,,,
0.09533032774925232,0,669,,,,,,
0.13587452471256256,0,679,,,,,,
0.09496062994003296,0,689,,,,,,
0.09518159925937653,0,699,,,,,,
0.061149973422288895,0,709,,,,,,
0.10610517859458923,0,719,,,,,,
0.13500308990478516,0,729,,,,,,
0.12619620561599731,0,739,,,,,,
0.09314247965812683,0,749,,,,,,
0.1483335793018341,0,759,,,,,,
0.05486432462930679,0,769,,,,,,
0.11148493736982346,0,779,,,,,,
0.04051078110933304,0,789,,,,,,
0.06756971031427383,0,799,,,,,,
0.11291935294866562,0,809,,,,,,
0.10658145695924759,0,819,,,,,,
0.12288075685501099,0,829,,,,,,
0.09165407717227936,0,839,,,,,,
0.16692906618118286,0,849,,,,,,
0.08758050948381424,0,859,,,,,,
0.058885619044303894,0,869,,,,,,
0.057876650243997574,0,879,,,,,,
0.12688016891479492,0,889,,,,,,
0.13283827900886536,0,899,,,,,,
0.27762994170188904,0,909,,,,,,
0.08653879165649414,0,919,,,,,,
0.07174418866634369,0,929,,,,,,
0.1408715844154358,0,939,,,,,,
0.10575637221336365,0,949,,,,,,
0.07519260048866272,0,959,,,,,,
0.05139701068401337,0,969,,,,,,
0.037355534732341766,0,979,,,,,,
0.07494787126779556,0,989,,,,,,
0.050098322331905365,0,999,,,,,,
0.0533599890768528,0,1009,,,,,,
0.06532914191484451,0,1019,,,,,,
0.14682140946388245,0,1029,,,,,,
0.1314319223165512,0,1039,,,,,,
0.06637144088745117,0,1049,,,,,,
0.06935282796621323,0,1059,,,,,,
0.06480127573013306,0,1069,,,,,,
0.05604616180062294,0,1079,,,,,,
0.13947425782680511,0,1089,,,,,,
0.11291296035051346,0,1099,,,,,,
0.09428561478853226,0,1109,,,,,,
0.12610895931720734,0,1119,,,,,,
0.15062576532363892,0,1129,,,,,,
0.07366380840539932,0,1139,,,,,,
0.042883094400167465,0,1149,,,,,,
0.093060202896595,0,1159,,,,,,
0.047732189297676086,0,1169,,,,,,
0.0611942857503891,0,1179,,,,,,
0.0886276438832283,0,1189,,,,,,
0.07130660861730576,0,1199,,,,,,
0.10906464606523514,0,1209,,,,,,
0.11689431965351105,0,1219,,,,,,
0.1159009113907814,0,1229,,,,,,
0.07342599332332611,0,1239,,,,,,
0.08013586699962616,0,1249,,,,,,
0.04179180786013603,0,1259,,,,,,
0.03746757283806801,0,1269,,,,,,
