epoch,step,train_loss,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,val_qa_em,test_avg_qa_sas,test_avg_qa_answer_f1,test_loss,test_avg_qa_em,test_avg_qa_bert_score
0,9,0.485149085521698,,,,,,,,,,
0,19,0.3675328493118286,,,,,,,,,,
0,29,0.15068413317203522,,,,,,,,,,
0,39,0.1107359454035759,,,,,,,,,,
0,49,0.16786542534828186,,,,,,,,,,
0,59,0.3393191397190094,,,,,,,,,,
0,69,0.2837745249271393,,,,,,,,,,
0,79,0.3272188603878021,,,,,,,,,,
0,89,0.12367897480726242,,,,,,,,,,
0,99,0.17008335888385773,,,,,,,,,,
0,109,0.17784659564495087,,,,,,,,,,
0,119,0.10118883103132248,,,,,,,,,,
0,120,,0.5846329927444458,0.08430250734090805,0.9045655727386475,0.6168336272239685,0.543524444103241,,,,,
1,129,0.10197876393795013,,,,,,,,,,
1,139,0.10670412331819534,,,,,,,,,,
1,149,0.08355186134576797,,,,,,,,,,
1,159,0.1154429167509079,,,,,,,,,,
1,169,0.10721733421087265,,,,,,,,,,
1,179,0.13665485382080078,,,,,,,,,,
1,189,0.12408513575792313,,,,,,,,,,
1,199,0.13380767405033112,,,,,,,,,,
1,209,0.38504692912101746,,,,,,,,,,
1,219,0.08371222019195557,,,,,,,,,,
1,229,0.08004109561443329,,,,,,,,,,
1,239,0.07868547737598419,,,,,,,,,,
1,241,,0.6420196294784546,0.07679179310798645,0.9179006814956665,0.6649176478385925,0.6008492708206177,,,,,
2,249,0.32066938281059265,,,,,,,,,,
2,259,0.08782848715782166,,,,,,,,,,
2,269,0.13022904098033905,,,,,,,,,,
2,279,0.04567432031035423,,,,,,,,,,
2,289,0.08905717730522156,,,,,,,,,,
2,299,0.0644960105419159,,,,,,,,,,
2,309,0.08260186016559601,,,,,,,,,,
2,319,0.4546782374382019,,,,,,,,,,
2,329,0.201514333486557,,,,,,,,,,
2,339,0.06114326789975166,,,,,,,,,,
2,349,0.36134493350982666,,,,,,,,,,
2,359,0.08032253384590149,,,,,,,,,,
2,362,,0.6541925668716431,0.07154969125986099,0.9209807515144348,0.6723962426185608,0.6114649772644043,,,,,
3,369,0.14877940714359283,,,,,,,,,,
3,379,0.06872937083244324,,,,,,,,,,
3,389,0.05134640634059906,,,,,,,,,,
3,399,0.1449154019355774,,,,,,,,,,
3,409,0.11266019195318222,,,,,,,,,,
3,419,0.08730035275220871,,,,,,,,,,
3,429,0.043190356343984604,,,,,,,,,,
3,439,0.04682029411196709,,,,,,,,,,
3,449,0.20726245641708374,,,,,,,,,,
3,459,0.07539549469947815,,,,,,,,,,
3,469,0.09528319537639618,,,,,,,,,,
3,479,0.11069347709417343,,,,,,,,,,
3,483,,0.6472190618515015,0.06844070553779602,0.9201382994651794,0.6688616871833801,0.6050955653190613,,,,,
4,489,0.16100452840328217,,,,,,,,,,
4,499,0.06479232013225555,,,,,,,,,,
4,509,0.06750990450382233,,,,,,,,,,
4,519,0.1063757911324501,,,,,,,,,,
4,529,0.07301827520132065,,,,,,,,,,
4,539,0.08727220445871353,,,,,,,,,,
4,549,0.21813012659549713,,,,,,,,,,
4,559,0.09067247807979584,,,,,,,,,,
4,569,0.09829770028591156,,,,,,,,,,
4,579,0.15749245882034302,,,,,,,,,,
4,589,0.05465373396873474,,,,,,,,,,
4,599,0.19456039369106293,,,,,,,,,,
4,604,,0.6559080481529236,0.07048211991786957,0.9214819073677063,0.6746667623519897,0.6157112717628479,,,,,
5,605,,,,,,,0.6746667623519897,0.6559080481529236,0.07048211991786957,0.6157112717628479,0.9214819073677063
