epoch,step,train_loss
0,9,1.430309772491455
0,19,0.6208750009536743
0,29,0.8190901279449463
0,39,0.38074517250061035
0,49,0.4861402213573456
0,59,0.34155595302581787
0,69,0.4075353741645813
0,79,0.24457406997680664
