train_loss,step,epoch,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,test_loss
0.7664876580238342,9,0,,,,,,
0.7843784689903259,19,0,,,,,,
0.8135603666305542,29,0,,,,,,
0.46360868215560913,39,0,,,,,,
0.4963722229003906,49,0,,,,,,
0.26535308361053467,59,0,,,,,,
0.2535700798034668,69,0,,,,,,
0.43578895926475525,79,0,,,,,,
0.2749394178390503,89,0,,,,,,
0.24679580330848694,99,0,,,,,,
0.27840399742126465,109,0,,,,,,
0.2434605360031128,119,0,,,,,,
,124,0,0.8116398453712463,0.24561403691768646,0.08423393219709396,0.333962082862854,0.3374974727630615,
0.30064529180526733,129,1,,,,,,
0.1773955374956131,139,1,,,,,,
0.22689847648143768,149,1,,,,,,
0.21864411234855652,159,1,,,,,,
0.1553613245487213,169,1,,,,,,
0.10868916660547256,179,1,,,,,,
0.17711225152015686,189,1,,,,,,
0.1283298134803772,199,1,,,,,,
0.3913218379020691,209,1,,,,,,
0.17848634719848633,219,1,,,,,,
0.19965791702270508,229,1,,,,,,
0.24496853351593018,239,1,,,,,,
0.009315618313848972,249,1,,,,,,
,249,1,0.8194833397865295,0.28070175647735596,0.07527945935726166,0.35525351762771606,0.36747148633003235,
0.09498289227485657,259,2,,,,,,
0.15751193463802338,269,2,,,,,,
0.16167861223220825,279,2,,,,,,
0.11585448682308197,289,2,,,,,,
0.2178628295660019,299,2,,,,,,
0.15787909924983978,309,2,,,,,,
0.1578102707862854,319,2,,,,,,
0.11407822370529175,329,2,,,,,,
0.13072818517684937,339,2,,,,,,
0.11945830285549164,349,2,,,,,,
0.08416739851236343,359,2,,,,,,
0.10266697406768799,369,2,,,,,,
,374,2,0.8341450691223145,0.35087719559669495,0.07724776118993759,0.4079560339450836,0.42232805490493774,
0.09603337198495865,379,3,,,,,,
0.08184055238962173,389,3,,,,,,
0.052594203501939774,399,3,,,,,,
0.05305975303053856,409,3,,,,,,
0.06368541717529297,419,3,,,,,,
0.047727759927511215,429,3,,,,,,
0.09288018941879272,439,3,,,,,,
0.05980181694030762,449,3,,,,,,
0.09230060130357742,459,3,,,,,,
0.0491756871342659,469,3,,,,,,
0.0779070183634758,479,3,,,,,,
0.14801880717277527,489,3,,,,,,
0.0032487213611602783,499,3,,,,,,
,499,3,0.8345794081687927,0.3464912176132202,0.0829087495803833,0.4088810086250305,0.4186221957206726,
0.04022439941763878,509,4,,,,,,
0.09430433064699173,519,4,,,,,,
0.05148861184716225,529,4,,,,,,
0.04905815050005913,539,4,,,,,,
0.1187744066119194,549,4,,,,,,
0.07142489403486252,559,4,,,,,,
0.03471799194812775,569,4,,,,,,
0.04575769975781441,579,4,,,,,,
0.04109848663210869,589,4,,,,,,
0.027385534718632698,599,4,,,,,,
0.02375918999314308,609,4,,,,,,
0.04358764365315437,619,4,,,,,,
,624,4,0.835253894329071,0.3552631437778473,0.09305252879858017,0.4116555452346802,0.42423850297927856,
,625,5,,,,,,0.09305252879858017
