train_loss,step,epoch,val_loss,val_qa_em,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,test_loss
0.10407274216413498,9,0,,,,,,
0.07594537734985352,19,0,,,,,,
0.05860530957579613,29,0,,,,,,
0.06398467719554901,39,0,,,,,,
0.05369575694203377,49,0,,,,,,
0.03385336697101593,59,0,,,,,,
0.026838121935725212,69,0,,,,,,
0.03322868421673775,79,0,,,,,,
0.0464361235499382,89,0,,,,,,
0.05042938143014908,99,0,,,,,,
0.03300223499536514,109,0,,,,,,
0.02654615417122841,119,0,,,,,,
0.031025828793644905,129,0,,,,,,
0.0541466549038887,139,0,,,,,,
0.04195159301161766,149,0,,,,,,
0.03978494927287102,159,0,,,,,,
0.029912369325757027,169,0,,,,,,
0.04055076092481613,179,0,,,,,,
0.03672124817967415,189,0,,,,,,
0.04059155285358429,199,0,,,,,,
0.032375920563936234,209,0,,,,,,
0.04083606228232384,219,0,,,,,,
0.028004443272948265,229,0,,,,,,
0.05023810267448425,239,0,,,,,,
0.030371656641364098,249,0,,,,,,
0.03143018111586571,259,0,,,,,,
0.03189031779766083,269,0,,,,,,
0.10859010368585587,279,0,,,,,,
0.031573835760354996,289,0,,,,,,
0.03784738853573799,299,0,,,,,,
0.03481967747211456,309,0,,,,,,
0.048630621284246445,319,0,,,,,,
0.03174659609794617,329,0,,,,,,
0.04328492656350136,339,0,,,,,,
0.03646799921989441,349,0,,,,,,
0.030462119728326797,359,0,,,,,,
0.02676127478480339,369,0,,,,,,
0.04187162593007088,379,0,,,,,,
0.183101087808609,389,0,,,,,,
0.04277719184756279,399,0,,,,,,
0.059088945388793945,409,0,,,,,,
0.027927502989768982,419,0,,,,,,
0.06665446609258652,429,0,,,,,,
0.03166276216506958,439,0,,,,,,
0.028812268748879433,449,0,,,,,,
0.09011552482843399,459,0,,,,,,
0.020512420684099197,469,0,,,,,,
,472,0,0.11596620082855225,0.18885448575019836,0.8298009634017944,0.2618078589439392,0.3495604693889618,
0.03309248015284538,479,1,,,,,,
0.03980988264083862,489,1,,,,,,
0.043245550245046616,499,1,,,,,,
0.041206758469343185,509,1,,,,,,
0.04087694734334946,519,1,,,,,,
0.035062581300735474,529,1,,,,,,
0.028568977490067482,539,1,,,,,,
0.05133894458413124,549,1,,,,,,
0.02744525671005249,559,1,,,,,,
0.051161229610443115,569,1,,,,,,
0.03451566770672798,579,1,,,,,,
0.027293918654322624,589,1,,,,,,
0.03662192448973656,599,1,,,,,,
0.04818832129240036,609,1,,,,,,
0.03738538175821304,619,1,,,,,,
0.021266819909214973,629,1,,,,,,
0.04726448655128479,639,1,,,,,,
0.029893195256590843,649,1,,,,,,
0.01691720262169838,659,1,,,,,,
0.02781784161925316,669,1,,,,,,
0.03325030580163002,679,1,,,,,,
0.018029920756816864,689,1,,,,,,
0.035328421741724014,699,1,,,,,,
0.03189362958073616,709,1,,,,,,
0.05319977551698685,719,1,,,,,,
0.04547993838787079,729,1,,,,,,
0.02544301748275757,739,1,,,,,,
0.035029616206884384,749,1,,,,,,
0.05625852569937706,759,1,,,,,,
0.0387926809489727,769,1,,,,,,
0.0474761463701725,779,1,,,,,,
0.03111792728304863,789,1,,,,,,
0.03231070563197136,799,1,,,,,,
0.027590742334723473,809,1,,,,,,
0.025276850908994675,819,1,,,,,,
0.021536581218242645,829,1,,,,,,
0.033810656517744064,839,1,,,,,,
0.0287126824259758,849,1,,,,,,
0.018702343106269836,859,1,,,,,,
0.029191723093390465,869,1,,,,,,
0.026230912655591965,879,1,,,,,,
0.030759146437048912,889,1,,,,,,
0.015447074547410011,899,1,,,,,,
0.02687876485288143,909,1,,,,,,
0.03395727649331093,919,1,,,,,,
0.024871407076716423,929,1,,,,,,
0.0358613021671772,939,1,,,,,,
,945,1,0.08300907164812088,0.20123839378356934,0.8314654231071472,0.26967233419418335,0.3588317930698395,
0.04049673303961754,949,2,,,,,,
0.04161569103598595,959,2,,,,,,
0.033386629074811935,969,2,,,,,,
0.04329542815685272,979,2,,,,,,
0.024395953863859177,989,2,,,,,,
0.05622242018580437,999,2,,,,,,
0.03651023656129837,1009,2,,,,,,
0.03451213240623474,1019,2,,,,,,
0.01918957382440567,1029,2,,,,,,
0.02757548913359642,1039,2,,,,,,
0.030091730877757072,1049,2,,,,,,
0.028307009488344193,1059,2,,,,,,
0.0550260916352272,1069,2,,,,,,
0.04208599776029587,1079,2,,,,,,
0.016717247664928436,1089,2,,,,,,
0.028028372675180435,1099,2,,,,,,
0.01978306844830513,1109,2,,,,,,
0.046146053820848465,1119,2,,,,,,
0.020471513271331787,1129,2,,,,,,
0.04927562549710274,1139,2,,,,,,
0.029780933633446693,1149,2,,,,,,
0.02824210748076439,1159,2,,,,,,
0.030615326017141342,1169,2,,,,,,
0.02350705862045288,1179,2,,,,,,
0.04061867669224739,1189,2,,,,,,
0.029117250815033913,1199,2,,,,,,
0.04052729532122612,1209,2,,,,,,
0.029141638427972794,1219,2,,,,,,
0.03833259269595146,1229,2,,,,,,
0.03648402914404869,1239,2,,,,,,
0.03194604068994522,1249,2,,,,,,
0.031521301716566086,1259,2,,,,,,
0.015896877273917198,1269,2,,,,,,
0.021391090005636215,1279,2,,,,,,
