step,epoch,train_loss,val_qa_em,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,test_avg_qa_em,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_bert_score
9,0,2.0574097633361816,,,,,,,,,,
19,0,1.3177003860473633,,,,,,,,,,
29,0,3.766212224960327,,,,,,,,,,
39,0,0.7032973170280457,,,,,,,,,,
49,0,0.694804310798645,,,,,,,,,,
59,0,1.8516931533813477,,,,,,,,,,
69,0,1.60910964012146,,,,,,,,,,
79,0,0.9868531823158264,,,,,,,,,,
89,0,0.5185533165931702,,,,,,,,,,
99,0,1.5035066604614258,,,,,,,,,,
102,0,,0.13832199573516846,0.3157174289226532,1.2479997873306274,0.431488037109375,0.7820514440536499,,,,,
109,1,1.1486457586288452,,,,,,,,,,
119,1,1.3131073713302612,,,,,,,,,,
129,1,0.7341330051422119,,,,,,,,,,
139,1,1.5916692018508911,,,,,,,,,,
149,1,0.7633925676345825,,,,,,,,,,
159,1,1.6718716621398926,,,,,,,,,,
169,1,2.4809556007385254,,,,,,,,,,
179,1,0.6900380253791809,,,,,,,,,,
189,1,1.3891282081604004,,,,,,,,,,
199,1,1.4196206331253052,,,,,,,,,,
205,1,,0.2063492089509964,0.4240567982196808,1.1350936889648438,0.5273350477218628,0.8258485198020935,,,,,
209,2,1.3452348709106445,,,,,,,,,,
219,2,0.8487250804901123,,,,,,,,,,
229,2,1.413867473602295,,,,,,,,,,
239,2,1.3739633560180664,,,,,,,,,,
249,2,1.0966074466705322,,,,,,,,,,
259,2,0.6741230487823486,,,,,,,,,,
269,2,1.0903995037078857,,,,,,,,,,
279,2,1.9186043739318848,,,,,,,,,,
289,2,1.4420491456985474,,,,,,,,,,
299,2,1.14122474193573,,,,,,,,,,
308,2,,0.2607709765434265,0.4587680399417877,1.0992310047149658,0.5491594672203064,0.8392180800437927,,,,,
309,3,1.0336604118347168,,,,,,,,,,
319,3,1.1407421827316284,,,,,,,,,,
329,3,2.372098207473755,,,,,,,,,,
339,3,1.1057987213134766,,,,,,,,,,
349,3,0.7624770998954773,,,,,,,,,,
359,3,0.3895680606365204,,,,,,,,,,
369,3,1.3836719989776611,,,,,,,,,,
379,3,1.9003925323486328,,,,,,,,,,
389,3,0.7564809918403625,,,,,,,,,,
399,3,0.4175800681114197,,,,,,,,,,
409,3,0.9050214886665344,,,,,,,,,,
411,3,,0.2789115607738495,0.4785827398300171,1.0603432655334473,0.5605643391609192,0.8471449613571167,,,,,
419,4,0.9759796261787415,,,,,,,,,,
429,4,1.3810021877288818,,,,,,,,,,
439,4,0.3087465167045593,,,,,,,,,,
449,4,1.032224178314209,,,,,,,,,,
459,4,1.0944993495941162,,,,,,,,,,
469,4,1.1950445175170898,,,,,,,,,,
479,4,1.3036524057388306,,,,,,,,,,
489,4,0.440753310918808,,,,,,,,,,
499,4,0.8972862958908081,,,,,,,,,,
509,4,0.7896011471748352,,,,,,,,,,
514,4,,0.2947845757007599,0.4898386299610138,1.0600987672805786,0.5733467936515808,0.8514615893363953,,,,,
515,5,,,,,,,0.2947845757007599,1.0600987672805786,0.4898386299610138,0.5733467936515808,0.8514615893363953
