epoch,train_loss,step,val_qa_sas,val_qa_em,val_qa_bert_score,val_loss,val_qa_answer_f1,test_loss
0,0.8373359441757202,9,,,,,,
0,0.3372821807861328,19,,,,,,
0,0.3664088547229767,29,,,,,,
0,0.2435411661863327,39,,,,,,
0,0.24770088493824005,49,,,,,,
0,0.20658951997756958,59,,,,,,
0,0.13757702708244324,69,,,,,,
0,0.08421154320240021,79,,,,,,
0,0.16384214162826538,89,,,,,,
0,0.1917971819639206,99,,,,,,
0,0.2177000343799591,109,,,,,,
0,0.16895198822021484,119,,,,,,
0,0.23830118775367737,129,,,,,,
0,0.29243454337120056,139,,,,,,
0,0.09975307434797287,149,,,,,,
0,0.17924317717552185,159,,,,,,
0,0.13240167498588562,169,,,,,,
0,0.2226002812385559,179,,,,,,
0,0.12583793699741364,189,,,,,,
0,0.19058607518672943,199,,,,,,
0,0.14521345496177673,209,,,,,,
0,0.14620696008205414,219,,,,,,
0,0.10268419981002808,229,,,,,,
0,0.14132148027420044,239,,,,,,
0,0.12310854345560074,249,,,,,,
0,0.1747676581144333,259,,,,,,
0,0.13189809024333954,269,,,,,,
0,0.11656761169433594,279,,,,,,
0,0.164018914103508,289,,,,,,
0,0.13655154407024384,299,,,,,,
0,0.1111665889620781,309,,,,,,
0,0.08082818984985352,319,,,,,,
0,0.17658592760562897,329,,,,,,
0,,338,0.26809701323509216,0.16557161509990692,0.7666128277778625,0.09113043546676636,0.22563041746616364,
1,0.12259592860937119,339,,,,,,
1,0.10317108780145645,349,,,,,,
1,0.07556090503931046,359,,,,,,
1,0.10500882565975189,369,,,,,,
1,0.12712740898132324,379,,,,,,
1,0.21277761459350586,389,,,,,,
1,0.0969555675983429,399,,,,,,
1,0.0818234533071518,409,,,,,,
1,0.07606832683086395,419,,,,,,
1,0.07797730714082718,429,,,,,,
1,0.13328593969345093,439,,,,,,
1,0.11649754643440247,449,,,,,,
1,0.09662126749753952,459,,,,,,
1,0.11699316650629044,469,,,,,,
1,nan,479,,,,,,
1,0.1690226048231125,489,,,,,,
1,0.08934414386749268,499,,,,,,
1,0.12706348299980164,509,,,,,,
1,0.08772970736026764,519,,,,,,
1,0.08797228336334229,529,,,,,,
1,0.18259547650814056,539,,,,,,
1,0.1012721061706543,549,,,,,,
1,0.09175433218479156,559,,,,,,
1,0.0729982852935791,569,,,,,,
1,0.15338218212127686,579,,,,,,
1,0.22038938105106354,589,,,,,,
1,0.08989987522363663,599,,,,,,
1,0.07047916203737259,609,,,,,,
1,0.19538961350917816,619,,,,,,
1,0.11331216990947723,629,,,,,,
1,0.062230996787548065,639,,,,,,
1,0.07856043428182602,649,,,,,,
1,0.10393334180116653,659,,,,,,
1,0.1325157880783081,669,,,,,,
1,,677,0.40719500184059143,0.31011825799942017,0.8219101428985596,0.06549022346735,0.36821407079696655,
2,0.12452849745750427,679,,,,,,
2,0.04995273798704147,689,,,,,,
2,0.1128387525677681,699,,,,,,
2,0.08170149475336075,709,,,,,,
2,0.09054171293973923,719,,,,,,
2,0.07888045907020569,729,,,,,,
2,0.08537593483924866,739,,,,,,
2,0.08674533665180206,749,,,,,,
2,0.07607349008321762,759,,,,,,
2,0.06823377311229706,769,,,,,,
2,0.11463900655508041,779,,,,,,
2,0.06454324722290039,789,,,,,,
2,0.060935795307159424,799,,,,,,
2,0.05141957476735115,809,,,,,,
2,0.10161415487527847,819,,,,,,
2,0.10628994554281235,829,,,,,,
2,0.07580653578042984,839,,,,,,
2,0.11843759566545486,849,,,,,,
2,0.08174791932106018,859,,,,,,
2,0.10114482790231705,869,,,,,,
2,0.07731624692678452,879,,,,,,
2,0.15766344964504242,889,,,,,,
2,0.12012190371751785,899,,,,,,
2,0.128600612282753,909,,,,,,
2,0.04656461998820305,919,,,,,,
2,0.11573083698749542,929,,,,,,
2,0.08502042293548584,939,,,,,,
2,0.07875940948724747,949,,,,,,
2,0.05930580571293831,959,,,,,,
2,0.13546589016914368,969,,,,,,
2,0.09570722281932831,979,,,,,,
2,0.05476389452815056,989,,,,,,
2,0.10799584537744522,999,,,,,,
2,0.06227662041783333,1009,,,,,,
2,,1016,0.5361992716789246,0.4783180058002472,0.8590797185897827,0.04765010625123978,0.5198516845703125,
3,0.05005655437707901,1019,,,,,,
3,0.06324248760938644,1029,,,,,,
3,0.09653744846582413,1039,,,,,,
3,0.07374607026576996,1049,,,,,,
3,0.042182937264442444,1059,,,,,,
3,0.043577928096055984,1069,,,,,,
3,0.05451422929763794,1079,,,,,,
3,0.04730112478137016,1089,,,,,,
3,0.06772400438785553,1099,,,,,,
3,0.03216564282774925,1109,,,,,,
3,0.07834209501743317,1119,,,,,,
3,0.04318714141845703,1129,,,,,,
3,0.02432331256568432,1139,,,,,,
3,0.06625352799892426,1149,,,,,,
3,0.07489151507616043,1159,,,,,,
3,0.03366203233599663,1169,,,,,,
3,0.04280342534184456,1179,,,,,,
3,0.06359289586544037,1189,,,,,,
3,0.022853558883070946,1199,,,,,,
3,0.04805199056863785,1209,,,,,,
