step,train_loss,epoch,val_loss,val_qa_bert_score,val_qa_em,val_qa_sas,val_qa_answer_f1,test_loss,test_avg_qa_bert_score,test_avg_qa_sas,test_avg_qa_em,test_avg_qa_answer_f1
9,1.0556944608688354,0,,,,,,,,,,
19,1.0129495859146118,0,,,,,,,,,,
29,0.3903502821922302,0,,,,,,,,,,
39,2.4188218116760254,0,,,,,,,,,,
49,0.9050418734550476,0,,,,,,,,,,
59,1.377659559249878,0,,,,,,,,,,
69,1.2910841703414917,0,,,,,,,,,,
79,1.4535117149353027,0,,,,,,,,,,
89,2.317243814468384,0,,,,,,,,,,
99,2.369927406311035,0,,,,,,,,,,
100,,0,1.4375956058502197,0.8333157300949097,0.22765956819057465,0.5053507685661316,0.43636393547058105,,,,,
109,0.588854193687439,1,,,,,,,,,,
119,0.7415714859962463,1,,,,,,,,,,
129,1.7641786336898804,1,,,,,,,,,,
139,1.260527491569519,1,,,,,,,,,,
149,1.701570749282837,1,,,,,,,,,,
159,0.7182190418243408,1,,,,,,,,,,
169,2.043288469314575,1,,,,,,,,,,
179,1.7578411102294922,1,,,,,,,,,,
189,0.6728193759918213,1,,,,,,,,,,
199,1.086421251296997,1,,,,,,,,,,
201,,1,1.4028698205947876,0.8403556942939758,0.24042552709579468,0.5147339105606079,0.4502163231372833,,,,,
209,1.1663724184036255,2,,,,,,,,,,
219,1.4898182153701782,2,,,,,,,,,,
229,1.3938030004501343,2,,,,,,,,,,
239,1.438867211341858,2,,,,,,,,,,
249,0.37165218591690063,2,,,,,,,,,,
259,0.9500119090080261,2,,,,,,,,,,
269,1.357282042503357,2,,,,,,,,,,
279,0.4308369755744934,2,,,,,,,,,,
289,0.6008294224739075,2,,,,,,,,,,
299,0.9602199792861938,2,,,,,,,,,,
302,,2,1.3536100387573242,0.8501802086830139,0.2680850923061371,0.5367065668106079,0.48294901847839355,,,,,
309,0.9300584197044373,3,,,,,,,,,,
319,1.087645411491394,3,,,,,,,,,,
329,0.9618764519691467,3,,,,,,,,,,
339,0.6555717587471008,3,,,,,,,,,,
349,1.0166321992874146,3,,,,,,,,,,
359,0.915859043598175,3,,,,,,,,,,
369,1.3302465677261353,3,,,,,,,,,,
379,1.0969500541687012,3,,,,,,,,,,
389,0.7684370875358582,3,,,,,,,,,,
399,0.4581247568130493,3,,,,,,,,,,
403,,3,1.3367489576339722,0.8510158658027649,0.27659574151039124,0.5354817509651184,0.48090842366218567,,,,,
409,0.6434850096702576,4,,,,,,,,,,
419,0.6257380247116089,4,,,,,,,,,,
429,0.6350176930427551,4,,,,,,,,,,
439,2.0118227005004883,4,,,,,,,,,,
449,2.1026320457458496,4,,,,,,,,,,
459,1.1702044010162354,4,,,,,,,,,,
469,1.4240303039550781,4,,,,,,,,,,
479,0.3995569348335266,4,,,,,,,,,,
489,0.8544633388519287,4,,,,,,,,,,
499,2.0974338054656982,4,,,,,,,,,,
504,,4,1.3453829288482666,0.8523364663124084,0.2702127695083618,0.5406168699264526,0.4845360517501831,,,,,
505,,5,,,,,,1.3453829288482666,0.8523364663124084,0.5406168699264526,0.2702127695083618,0.4845360517501831
