train_loss,step,epoch,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,test_avg_qa_bert_score,test_avg_qa_em,test_loss,test_avg_qa_sas,test_avg_qa_answer_f1
2.4797675609588623,9,0,,,,,,,,,,
2.67282772064209,19,0,,,,,,,,,,
2.43046498298645,29,0,,,,,,,,,,
2.3243072032928467,39,0,,,,,,,,,,
1.6376547813415527,49,0,,,,,,,,,,
2.3014674186706543,59,0,,,,,,,,,,
2.664250135421753,69,0,,,,,,,,,,
1.9000935554504395,79,0,,,,,,,,,,
2.057936429977417,89,0,,,,,,,,,,
1.7351810932159424,99,0,,,,,,,,,,
,107,0,1.9221749305725098,0.7380807995796204,0.17330196499824524,0.2870616018772125,0.06648199260234833,,,,,
2.4305107593536377,109,1,,,,,,,,,,
2.467273473739624,119,1,,,,,,,,,,
1.8147801160812378,129,1,,,,,,,,,,
1.1637043952941895,139,1,,,,,,,,,,
2.3412294387817383,149,1,,,,,,,,,,
2.0221645832061768,159,1,,,,,,,,,,
1.5828312635421753,169,1,,,,,,,,,,
2.5014023780822754,179,1,,,,,,,,,,
2.0791139602661133,189,1,,,,,,,,,,
1.544427752494812,199,1,,,,,,,,,,
1.9441249370574951,209,1,,,,,,,,,,
,215,1,1.8242837190628052,0.7659505009651184,0.2450951188802719,0.34347933530807495,0.10249307751655579,,,,,
1.5422191619873047,219,2,,,,,,,,,,
1.4716308116912842,229,2,,,,,,,,,,
1.455586552619934,239,2,,,,,,,,,,
1.398705005645752,249,2,,,,,,,,,,
1.1846309900283813,259,2,,,,,,,,,,
1.4884130954742432,269,2,,,,,,,,,,
1.947829008102417,279,2,,,,,,,,,,
2.0131170749664307,289,2,,,,,,,,,,
1.9787713289260864,299,2,,,,,,,,,,
0.896589457988739,309,2,,,,,,,,,,
1.7641438245773315,319,2,,,,,,,,,,
,323,2,1.7735356092453003,0.7749962210655212,0.268272340297699,0.35653021931648254,0.11911357194185257,,,,,
0.5584865212440491,329,3,,,,,,,,,,
2.0026633739471436,339,3,,,,,,,,,,
1.6390788555145264,349,3,,,,,,,,,,
2.245842933654785,359,3,,,,,,,,,,
2.3231470584869385,369,3,,,,,,,,,,
1.9235328435897827,379,3,,,,,,,,,,
1.5334563255310059,389,3,,,,,,,,,,
1.945129156112671,399,3,,,,,,,,,,
2.0312318801879883,409,3,,,,,,,,,,
2.185502290725708,419,3,,,,,,,,,,
2.0396547317504883,429,3,,,,,,,,,,
,431,3,1.7478731870651245,0.7835699915885925,0.29406508803367615,0.38180142641067505,0.14404432475566864,,,,,
1.8086962699890137,439,4,,,,,,,,,,
1.239367961883545,449,4,,,,,,,,,,
1.2607977390289307,459,4,,,,,,,,,,
1.9360899925231934,469,4,,,,,,,,,,
2.146808385848999,479,4,,,,,,,,,,
1.3372325897216797,489,4,,,,,,,,,,
1.7607522010803223,499,4,,,,,,,,,,
1.749718427658081,509,4,,,,,,,,,,
2.196047067642212,519,4,,,,,,,,,,
2.7610154151916504,529,4,,,,,,,,,,
1.0981559753417969,539,4,,,,,,,,,,
,539,4,1.7376785278320312,0.7883123159408569,0.2998550832271576,0.38655421137809753,0.15512464940547943,,,,,
,540,5,,,,,,0.7883123159408569,0.15512464940547943,1.7376785278320312,0.38655421137809753,0.2998550832271576
