step,epoch,train_loss,val_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_qa_em,test_avg_qa_bert_score,test_loss,test_avg_qa_sas,test_avg_qa_answer_f1,test_avg_qa_em
9,0,1.2525852918624878,,,,,,,,,,
19,0,0.8047160506248474,,,,,,,,,,
29,0,0.6517935991287231,,,,,,,,,,
39,0,0.8507965803146362,,,,,,,,,,
49,0,0.26179784536361694,,,,,,,,,,
59,0,0.38157492876052856,,,,,,,,,,
69,0,0.37364378571510315,,,,,,,,,,
79,0,0.39498239755630493,,,,,,,,,,
89,0,0.2826111316680908,,,,,,,,,,
99,0,0.233096644282341,,,,,,,,,,
109,0,0.6216630935668945,,,,,,,,,,
119,0,0.3296608626842499,,,,,,,,,,
129,0,0.3520248532295227,,,,,,,,,,
139,0,0.24181853234767914,,,,,,,,,,
149,0,0.34289875626564026,,,,,,,,,,
159,0,0.3566235303878784,,,,,,,,,,
169,0,0.4195433259010315,,,,,,,,,,
172,0,,0.23245678842067719,0.3428788483142853,0.7929189205169678,0.3179043233394623,0.2671428620815277,,,,,
179,1,0.35846322774887085,,,,,,,,,,
189,1,0.3334813117980957,,,,,,,,,,
199,1,0.37032753229141235,,,,,,,,,,
209,1,0.19055528938770294,,,,,,,,,,
219,1,0.38525572419166565,,,,,,,,,,
229,1,0.3631916642189026,,,,,,,,,,
239,1,0.20116302371025085,,,,,,,,,,
249,1,0.2512310743331909,,,,,,,,,,
259,1,0.21665509045124054,,,,,,,,,,
269,1,0.19985173642635345,,,,,,,,,,
279,1,0.3467188775539398,,,,,,,,,,
289,1,0.27854079008102417,,,,,,,,,,
299,1,0.4305894076824188,,,,,,,,,,
309,1,0.21769475936889648,,,,,,,,,,
319,1,0.2018900364637375,,,,,,,,,,
329,1,0.21673274040222168,,,,,,,,,,
339,1,0.18581540882587433,,,,,,,,,,
345,1,,0.21036751568317413,0.38324806094169617,0.8108678460121155,0.3577561378479004,0.3028571307659149,,,,,
349,2,0.1882752627134323,,,,,,,,,,
359,2,0.22053126990795135,,,,,,,,,,
369,2,0.21345111727714539,,,,,,,,,,
379,2,0.1764708161354065,,,,,,,,,,
389,2,0.34085074067115784,,,,,,,,,,
399,2,0.2517196238040924,,,,,,,,,,
409,2,0.15933971107006073,,,,,,,,,,
419,2,0.24670393764972687,,,,,,,,,,
429,2,0.19780775904655457,,,,,,,,,,
439,2,0.23616790771484375,,,,,,,,,,
449,2,0.15461322665214539,,,,,,,,,,
459,2,0.2175794243812561,,,,,,,,,,
469,2,0.18701471388339996,,,,,,,,,,
479,2,0.14080575108528137,,,,,,,,,,
489,2,0.1184922382235527,,,,,,,,,,
499,2,0.17762330174446106,,,,,,,,,,
509,2,0.14705994725227356,,,,,,,,,,
518,2,,0.19304750859737396,0.4083723723888397,0.8218849301338196,0.38402435183525085,0.33000001311302185,,,,,
519,3,0.45765039324760437,,,,,,,,,,
529,3,0.181053027510643,,,,,,,,,,
539,3,0.18194478750228882,,,,,,,,,,
549,3,0.201662078499794,,,,,,,,,,
559,3,0.21884681284427643,,,,,,,,,,
569,3,0.2129427194595337,,,,,,,,,,
579,3,0.10743653774261475,,,,,,,,,,
589,3,0.10698141902685165,,,,,,,,,,
599,3,0.24378567934036255,,,,,,,,,,
609,3,0.12103685736656189,,,,,,,,,,
619,3,0.14576315879821777,,,,,,,,,,
629,3,0.22106651961803436,,,,,,,,,,
639,3,0.2515908181667328,,,,,,,,,,
649,3,0.14799359440803528,,,,,,,,,,
659,3,0.13658863306045532,,,,,,,,,,
669,3,0.09992612898349762,,,,,,,,,,
679,3,0.1039188876748085,,,,,,,,,,
689,3,0.2599816918373108,,,,,,,,,,
691,3,,0.18574589490890503,0.4271795153617859,0.8271631002426147,0.40774452686309814,0.3571428656578064,,,,,
699,4,0.1626526415348053,,,,,,,,,,
709,4,0.13562798500061035,,,,,,,,,,
719,4,0.13462525606155396,,,,,,,,,,
729,4,0.21897847950458527,,,,,,,,,,
739,4,0.19477614760398865,,,,,,,,,,
749,4,0.11896701902151108,,,,,,,,,,
759,4,0.18255870044231415,,,,,,,,,,
769,4,0.216377392411232,,,,,,,,,,
779,4,0.1546608954668045,,,,,,,,,,
789,4,0.1977289766073227,,,,,,,,,,
799,4,0.15325671434402466,,,,,,,,,,
809,4,0.19905082881450653,,,,,,,,,,
819,4,0.10700195282697678,,,,,,,,,,
829,4,0.15726912021636963,,,,,,,,,,
839,4,0.21934746205806732,,,,,,,,,,
849,4,0.1946868896484375,,,,,,,,,,
859,4,0.19109459221363068,,,,,,,,,,
864,4,,0.17421360313892365,0.4390813708305359,0.8361756801605225,0.42554762959480286,0.36714285612106323,,,,,
865,5,,,,,,,0.8361756801605225,0.17421360313892365,0.4390813708305359,0.42554762959480286,0.36714285612106323
