step,epoch,train_loss,val_qa_answer_f1,val_qa_em,val_qa_sas,val_loss,val_qa_bert_score,test_loss
9,0,0.19988250732421875,,,,,,
19,0,0.16808488965034485,,,,,,
29,0,0.43969711661338806,,,,,,
39,0,0.18854324519634247,,,,,,
49,0,1.9390801191329956,,,,,,
59,0,0.2245180606842041,,,,,,
69,0,0.1173073872923851,,,,,,
79,0,0.18559473752975464,,,,,,
89,0,0.21310895681381226,,,,,,
99,0,0.2524327039718628,,,,,,
102,0,,0.5958119034767151,0.3472222089767456,0.6652664542198181,0.08739296346902847,0.8890941739082336,
109,1,0.23402468860149384,,,,,,
119,1,0.1760929822921753,,,,,,
129,1,0.16666559875011444,,,,,,
139,1,0.21424351632595062,,,,,,
149,1,0.5544393062591553,,,,,,
159,1,0.15623490512371063,,,,,,
169,1,0.17441752552986145,,,,,,
179,1,0.32238176465034485,,,,,,
189,1,0.11404065787792206,,,,,,
199,1,0.17073717713356018,,,,,,
205,1,,0.6876083016395569,0.4583333432674408,0.7348149418830872,0.08416835963726044,0.9198336005210876,
209,2,0.11911074817180634,,,,,,
219,2,0.09614173322916031,,,,,,
229,2,0.17200055718421936,,,,,,
239,2,0.06994051486253738,,,,,,
249,2,0.22185589373111725,,,,,,
259,2,0.16610680520534515,,,,,,
269,2,0.07903610169887543,,,,,,
279,2,0.05984140560030937,,,,,,
289,2,0.08013737946748734,,,,,,
299,2,0.08840403705835342,,,,,,
308,2,,0.6797242760658264,0.43518519401550293,0.7356270551681519,0.08339707553386688,0.9172495007514954,
309,3,0.06127168610692024,,,,,,
319,3,0.06426441669464111,,,,,,
329,3,0.09085241705179214,,,,,,
339,3,0.06035894155502319,,,,,,
349,3,0.05661424621939659,,,,,,
359,3,0.07603798061609268,,,,,,
369,3,0.1162094920873642,,,,,,
379,3,0.10425177216529846,,,,,,
389,3,0.03199329972267151,,,,,,
399,3,0.0171611737459898,,,,,,
409,3,0.06875800341367722,,,,,,
411,3,,0.6643477082252502,0.43981480598449707,0.7247688174247742,0.08781655132770538,0.9121981263160706,
419,4,0.028646767139434814,,,,,,
429,4,0.03805436193943024,,,,,,
439,4,0.028113873675465584,,,,,,
449,4,0.06691987067461014,,,,,,
459,4,0.09403026103973389,,,,,,
469,4,0.10630367696285248,,,,,,
479,4,0.038076382130384445,,,,,,
489,4,0.011345311999320984,,,,,,
499,4,0.01278197392821312,,,,,,
509,4,0.006255704909563065,,,,,,
514,4,,0.6797267198562622,0.4722222089767456,0.7391091585159302,0.09803556650876999,0.9162367582321167,
515,5,,,,,,,0.09803556650876999
