epoch,step,train_loss,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,test_loss
0,9,0.8544249534606934,,,,,,
0,19,0.8669543862342834,,,,,,
0,29,0.4911460876464844,,,,,,
0,39,0.5784914493560791,,,,,,
0,49,0.41148099303245544,,,,,,
0,59,0.1297069638967514,,,,,,
0,69,0.42854899168014526,,,,,,
0,79,0.25117751955986023,,,,,,
0,89,0.20093831419944763,,,,,,
0,99,0.2804528474807739,,,,,,
0,109,0.17851774394512177,,,,,,
0,118,,0.33898690342903137,0.3504418134689331,0.08167434483766556,0.8135839104652405,0.2867647111415863,
1,119,0.28282198309898376,,,,,,
1,129,0.18952108919620514,,,,,,
1,139,0.24284537136554718,,,,,,
1,149,0.2509525418281555,,,,,,
1,159,0.3598683476448059,,,,,,
1,169,0.40099021792411804,,,,,,
1,179,0.19573993980884552,,,,,,
1,189,0.19887050986289978,,,,,,
1,199,0.13572987914085388,,,,,,
1,209,0.12523627281188965,,,,,,
1,219,0.2201022058725357,,,,,,
1,229,0.31576111912727356,,,,,,
1,237,,0.38497012853622437,0.393609881401062,0.06998860836029053,0.8242550492286682,0.3382352888584137,
2,239,0.10135804861783981,,,,,,
2,249,0.11785479635000229,,,,,,
2,259,0.1722346395254135,,,,,,
2,269,0.12644797563552856,,,,,,
2,279,0.060514796525239944,,,,,,
2,289,0.1288381814956665,,,,,,
2,299,0.16769109666347504,,,,,,
2,309,0.1278628706932068,,,,,,
2,319,0.17479698359966278,,,,,,
2,329,0.08728507161140442,,,,,,
2,339,0.1222335696220398,,,,,,
2,349,0.1780441850423813,,,,,,
2,356,,0.3992069959640503,0.4111882150173187,0.06920453906059265,0.8292012214660645,0.35661765933036804,
3,359,0.11305341124534607,,,,,,
3,369,0.08880037069320679,,,,,,
3,379,0.08388838917016983,,,,,,
3,389,0.0858318954706192,,,,,,
3,399,0.10092125087976456,,,,,,
3,409,0.10359450429677963,,,,,,
3,419,0.12375058233737946,,,,,,
3,429,0.07885567098855972,,,,,,
3,439,0.09382428228855133,,,,,,
3,449,0.038062483072280884,,,,,,
3,459,0.16171707212924957,,,,,,
3,469,0.13324786722660065,,,,,,
3,475,,0.4350643455982208,0.4523424208164215,0.07518923282623291,0.8396442532539368,0.3970588147640228,
4,479,0.04031584411859512,,,,,,
4,489,0.05776293948292732,,,,,,
4,499,0.0633339136838913,,,,,,
4,509,0.06488703191280365,,,,,,
4,519,0.09739751368761063,,,,,,
4,529,0.09300952404737473,,,,,,
4,539,0.04086361080408096,,,,,,
4,549,0.07540995627641678,,,,,,
4,559,0.0554489903151989,,,,,,
4,569,0.04192424193024635,,,,,,
4,579,0.08787993341684341,,,,,,
4,589,0.04249413684010506,,,,,,
4,594,,0.43813586235046387,0.4578714370727539,0.0839882344007492,0.8406254053115845,0.4007352888584137,
5,595,,,,,,,0.0839882344007492
