train_loss,step,epoch,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_em,test_loss
0.3610367476940155,9,0,,,,,,
0.1488460898399353,19,0,,,,,,
0.2946436405181885,29,0,,,,,,
0.29048871994018555,39,0,,,,,,
0.10824740678071976,49,0,,,,,,
0.23113256692886353,59,0,,,,,,
0.10427579283714294,69,0,,,,,,
0.1043253019452095,79,0,,,,,,
0.13488264381885529,89,0,,,,,,
0.237237811088562,99,0,,,,,,
0.188142791390419,109,0,,,,,,
0.24462153017520905,119,0,,,,,,
0.21406514942646027,129,0,,,,,,
0.11293667554855347,139,0,,,,,,
0.13541370630264282,149,0,,,,,,
0.12155717611312866,159,0,,,,,,
0.10261254012584686,169,0,,,,,,
0.1951943188905716,179,0,,,,,,
0.18160976469516754,189,0,,,,,,
0.17089428007602692,199,0,,,,,,
0.07793918251991272,209,0,,,,,,
0.07293806225061417,219,0,,,,,,
0.1827302724123001,229,0,,,,,,
0.13134001195430756,239,0,,,,,,
0.12476281076669693,249,0,,,,,,
0.10332147777080536,259,0,,,,,,
0.05883632227778435,269,0,,,,,,
0.14315368235111237,279,0,,,,,,
0.1058381125330925,289,0,,,,,,
0.08088894188404083,299,0,,,,,,
0.15286684036254883,309,0,,,,,,
0.09304317831993103,319,0,,,,,,
0.0984269380569458,329,0,,,,,,
0.16585461795330048,339,0,,,,,,
0.11904796212911606,349,0,,,,,,
0.10812310129404068,359,0,,,,,,
,359,0,0.33170750737190247,0.8050462603569031,0.27234768867492676,0.08601163327693939,0.20000000298023224,
0.06511827558279037,369,1,,,,,,
0.07819746434688568,379,1,,,,,,
0.09143992513418198,389,1,,,,,,
0.12117566168308258,399,1,,,,,,
0.20202738046646118,409,1,,,,,,
0.09091600030660629,419,1,,,,,,
0.1023515909910202,429,1,,,,,,
0.06658250838518143,439,1,,,,,,
0.0898306667804718,449,1,,,,,,
0.0859147161245346,459,1,,,,,,
0.10961005091667175,469,1,,,,,,
0.053083714097738266,479,1,,,,,,
0.07647208124399185,489,1,,,,,,
0.06314434111118317,499,1,,,,,,
0.059564944356679916,509,1,,,,,,
0.11789045482873917,519,1,,,,,,
0.04954783245921135,529,1,,,,,,
0.0692700743675232,539,1,,,,,,
0.11394675821065903,549,1,,,,,,
0.1404334157705307,559,1,,,,,,
0.09327734261751175,569,1,,,,,,
0.08152574300765991,579,1,,,,,,
0.04309557378292084,589,1,,,,,,
0.06190483644604683,599,1,,,,,,
0.06430695205926895,609,1,,,,,,
0.116632379591465,619,1,,,,,,
0.05477549880743027,629,1,,,,,,
0.0906175747513771,639,1,,,,,,
0.2097015082836151,649,1,,,,,,
0.05746598541736603,659,1,,,,,,
0.026099177077412605,669,1,,,,,,
0.08464888483285904,679,1,,,,,,
0.09312395006418228,689,1,,,,,,
0.07177077233791351,699,1,,,,,,
0.04740890488028526,709,1,,,,,,
0.09983985871076584,719,1,,,,,,
,719,1,0.5597028136253357,0.8803527355194092,0.5376772284507751,0.0893365666270256,0.48533332347869873,
0.08320178836584091,729,2,,,,,,
0.05264187976717949,739,2,,,,,,
0.05773002654314041,749,2,,,,,,
0.09988290816545486,759,2,,,,,,
0.1453430950641632,769,2,,,,,,
0.0663619264960289,779,2,,,,,,
0.11476172506809235,789,2,,,,,,
0.049282174557447433,799,2,,,,,,
0.06628278642892838,809,2,,,,,,
0.06888942420482635,819,2,,,,,,
0.08370328694581985,829,2,,,,,,
0.04971291497349739,839,2,,,,,,
0.09792325645685196,849,2,,,,,,
0.068560391664505,859,2,,,,,,
0.03615957871079445,869,2,,,,,,
0.09902521222829819,879,2,,,,,,
0.06325724720954895,889,2,,,,,,
0.02730288729071617,899,2,,,,,,
0.10796715319156647,909,2,,,,,,
0.12681132555007935,919,2,,,,,,
0.062095899134874344,929,2,,,,,,
0.032682016491889954,939,2,,,,,,
0.033735278993844986,949,2,,,,,,
0.03650408610701561,959,2,,,,,,
0.05211995169520378,969,2,,,,,,
0.06392224133014679,979,2,,,,,,
0.06198694184422493,989,2,,,,,,
0.03929929435253143,999,2,,,,,,
0.11412861943244934,1009,2,,,,,,
0.05989621952176094,1019,2,,,,,,
0.012516465038061142,1029,2,,,,,,
0.09838784486055374,1039,2,,,,,,
0.1354977786540985,1049,2,,,,,,
0.09013286232948303,1059,2,,,,,,
0.059484414756298065,1069,2,,,,,,
0.06992977857589722,1079,2,,,,,,
,1079,2,0.5955719947814941,0.8911969065666199,0.5790637135505676,0.07254642248153687,0.527999997138977,
0.032229118049144745,1089,3,,,,,,
0.028778603300452232,1099,3,,,,,,
0.04791298136115074,1109,3,,,,,,
0.03268050402402878,1119,3,,,,,,
0.07014439254999161,1129,3,,,,,,
0.037494271993637085,1139,3,,,,,,
0.06290309131145477,1149,3,,,,,,
0.031355034559965134,1159,3,,,,,,
0.024310166016221046,1169,3,,,,,,
0.05035283789038658,1179,3,,,,,,
0.053989410400390625,1189,3,,,,,,
0.03357691317796707,1199,3,,,,,,
0.07083135098218918,1209,3,,,,,,
0.03720657154917717,1219,3,,,,,,
0.02209639735519886,1229,3,,,,,,
0.04131978005170822,1239,3,,,,,,
0.029383687302470207,1249,3,,,,,,
0.016813131049275398,1259,3,,,,,,
0.07350914180278778,1269,3,,,,,,
0.045190975069999695,1279,3,,,,,,
0.02988230623304844,1289,3,,,,,,
0.017192088067531586,1299,3,,,,,,
0.019890548661351204,1309,3,,,,,,
0.02189486101269722,1319,3,,,,,,
0.024408766999840736,1329,3,,,,,,
0.02853422425687313,1339,3,,,,,,
0.05375351011753082,1349,3,,,,,,
0.011477782391011715,1359,3,,,,,,
0.051755327731370926,1369,3,,,,,,
0.048675499856472015,1379,3,,,,,,
0.007802887819707394,1389,3,,,,,,
0.04132483899593353,1399,3,,,,,,
0.09411696344614029,1409,3,,,,,,
0.06115787848830223,1419,3,,,,,,
0.03156168386340141,1429,3,,,,,,
0.042399223893880844,1439,3,,,,,,
,1439,3,0.6094740033149719,0.8946159482002258,0.5941623449325562,0.07626451551914215,0.5533333420753479,
0.024547599256038666,1449,4,,,,,,
0.018044333904981613,1459,4,,,,,,
0.038556795567274094,1469,4,,,,,,
0.01793881505727768,1479,4,,,,,,
0.0198004562407732,1489,4,,,,,,
0.01719406060874462,1499,4,,,,,,
0.04396098107099533,1509,4,,,,,,
0.018970396369695663,1519,4,,,,,,
0.015589959919452667,1529,4,,,,,,
0.03446498140692711,1539,4,,,,,,
0.0393495112657547,1549,4,,,,,,
0.022142719477415085,1559,4,,,,,,
0.04675940051674843,1569,4,,,,,,
0.023705175146460533,1579,4,,,,,,
0.015046825632452965,1589,4,,,,,,
0.02513284794986248,1599,4,,,,,,
0.010226759128272533,1609,4,,,,,,
0.010883187875151634,1619,4,,,,,,
0.03271754831075668,1629,4,,,,,,
0.03282490000128746,1639,4,,,,,,
0.004871217999607325,1649,4,,,,,,
0.007815640419721603,1659,4,,,,,,
0.00778008159250021,1669,4,,,,,,
0.010658209212124348,1679,4,,,,,,
0.014916079118847847,1689,4,,,,,,
0.014899947680532932,1699,4,,,,,,
0.050586357712745667,1709,4,,,,,,
0.0082279397174716,1719,4,,,,,,
0.016928981989622116,1729,4,,,,,,
0.03649875521659851,1739,4,,,,,,
0.005490149836987257,1749,4,,,,,,
0.02230142243206501,1759,4,,,,,,
0.048759400844573975,1769,4,,,,,,
0.037154775112867355,1779,4,,,,,,
0.01524424459785223,1789,4,,,,,,
0.01335726585239172,1799,4,,,,,,
,1799,4,0.6107363700866699,0.894586980342865,0.5950107574462891,0.09928777813911438,0.5506666898727417,
,1800,5,,,,,,0.09928777813911438
