epoch,train_loss,step,val_qa_bert_score,val_loss,val_qa_sas,val_qa_em,val_qa_answer_f1,test_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas
0,1.19051194190979,9,,,,,,,,,,
0,1.125443696975708,19,,,,,,,,,,
0,0.39778953790664673,29,,,,,,,,,,
0,2.419898748397827,39,,,,,,,,,,
0,0.9099740982055664,49,,,,,,,,,,
0,1.4251866340637207,59,,,,,,,,,,
0,1.2878639698028564,69,,,,,,,,,,
0,1.5044174194335938,79,,,,,,,,,,
0,2.3552651405334473,89,,,,,,,,,,
0,2.2988736629486084,99,,,,,,,,,,
0,,100,0.8280722498893738,1.4517450332641602,0.48943278193473816,0.21702127158641815,0.41720572113990784,,,,,
1,0.6414564251899719,109,,,,,,,,,,
1,0.7825760841369629,119,,,,,,,,,,
1,1.8472445011138916,129,,,,,,,,,,
1,1.2430362701416016,139,,,,,,,,,,
1,1.704118013381958,149,,,,,,,,,,
1,0.7402777671813965,159,,,,,,,,,,
1,2.0087192058563232,169,,,,,,,,,,
1,1.7581158876419067,179,,,,,,,,,,
1,0.686137318611145,189,,,,,,,,,,
1,1.1373364925384521,199,,,,,,,,,,
1,,201,0.8379579782485962,1.3997808694839478,0.5040201544761658,0.23404255509376526,0.44271913170814514,,,,,
2,1.1451600790023804,209,,,,,,,,,,
2,1.5091261863708496,219,,,,,,,,,,
2,1.3741751909255981,229,,,,,,,,,,
2,1.5112985372543335,239,,,,,,,,,,
2,0.39910367131233215,249,,,,,,,,,,
2,0.9166432619094849,259,,,,,,,,,,
2,1.3094143867492676,269,,,,,,,,,,
2,0.411205917596817,279,,,,,,,,,,
2,0.6098915338516235,289,,,,,,,,,,
2,0.92287278175354,299,,,,,,,,,,
2,,302,0.845085859298706,1.3571794033050537,0.524182140827179,0.2468085139989853,0.46201762557029724,,,,,
3,0.9243720173835754,309,,,,,,,,,,
3,1.1876745223999023,319,,,,,,,,,,
3,0.930599570274353,329,,,,,,,,,,
3,0.6944419145584106,339,,,,,,,,,,
3,1.052788257598877,349,,,,,,,,,,
3,0.9169406890869141,359,,,,,,,,,,
3,1.3353097438812256,369,,,,,,,,,,
3,1.0786337852478027,379,,,,,,,,,,
3,0.7704434990882874,389,,,,,,,,,,
3,0.4183785319328308,399,,,,,,,,,,
3,,403,0.8450242877006531,1.3393263816833496,0.5257242918014526,0.2595744729042053,0.45975401997566223,,,,,
4,0.6748181581497192,409,,,,,,,,,,
4,0.6074416041374207,419,,,,,,,,,,
4,0.5794525146484375,429,,,,,,,,,,
4,1.9992061853408813,439,,,,,,,,,,
4,2.082890748977661,449,,,,,,,,,,
4,1.3841623067855835,459,,,,,,,,,,
4,1.403580665588379,469,,,,,,,,,,
4,0.41087955236434937,479,,,,,,,,,,
4,0.8203283548355103,489,,,,,,,,,,
4,2.0468125343322754,499,,,,,,,,,,
4,,504,0.8471347689628601,1.3497180938720703,0.5250203609466553,0.25106382369995117,0.46711012721061707,,,,,
5,,505,,,,,,1.3497180938720703,0.25106382369995117,0.8471347689628601,0.46711012721061707,0.5250203609466553
