train_loss,epoch,step,val_qa_em,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_bert_score,test_loss
0.5341020226478577,0,9,,,,,,
0.4365464150905609,0,19,,,,,,
0.5021131038665771,0,29,,,,,,
0.4330180287361145,0,39,,,,,,
0.31997767090797424,0,49,,,,,,
0.6664713025093079,0,59,,,,,,
0.3108850419521332,0,69,,,,,,
0.3756081461906433,0,79,,,,,,
0.3319399356842041,0,89,,,,,,
0.3798905313014984,0,99,,,,,,
,0,107,0.4000000059604645,0.6228291392326355,0.16710665822029114,0.5814753174781799,0.8659275770187378,
0.5767084956169128,1,109,,,,,,
0.558982789516449,1,119,,,,,,
0.20413096249103546,1,129,,,,,,
0.149947851896286,1,139,,,,,,
0.3497546315193176,1,149,,,,,,
0.6381637454032898,1,159,,,,,,
0.39529263973236084,1,169,,,,,,
0.24570825695991516,1,179,,,,,,
0.3508041203022003,1,189,,,,,,
0.5165074467658997,1,199,,,,,,
0.5160331726074219,1,209,,,,,,
,1,215,0.454054057598114,0.6559336185455322,0.160094752907753,0.6143316626548767,0.8821433186531067,
0.1420127898454666,2,219,,,,,,
0.25192636251449585,2,229,,,,,,
0.16183286905288696,2,239,,,,,,
0.7345765233039856,2,249,,,,,,
0.09291942417621613,2,259,,,,,,
0.22527268528938293,2,269,,,,,,
0.3197217285633087,2,279,,,,,,
0.408100426197052,2,289,,,,,,
0.2011854499578476,2,299,,,,,,
0.2824017107486725,2,309,,,,,,
0.3084372282028198,2,319,,,,,,
,2,323,0.49189189076423645,0.665596604347229,0.1609395146369934,0.6375278234481812,0.8894925713539124,
0.12820889055728912,3,329,,,,,,
0.1007675975561142,3,339,,,,,,
0.29687172174453735,3,349,,,,,,
0.12130849063396454,3,359,,,,,,
0.20188301801681519,3,369,,,,,,
0.11427708715200424,3,379,,,,,,
0.14649881422519684,3,389,,,,,,
0.13666321337223053,3,399,,,,,,
0.3688109219074249,3,409,,,,,,
0.08891089260578156,3,419,,,,,,
0.1770174652338028,3,429,,,,,,
,3,431,0.4972972869873047,0.6596567630767822,0.16919398307800293,0.6330232620239258,0.8908289670944214,
0.10805528610944748,4,439,,,,,,
0.0657941922545433,4,449,,,,,,
0.28442415595054626,4,459,,,,,,
0.01577884890139103,4,469,,,,,,
0.06051445007324219,4,479,,,,,,
0.09361150115728378,4,489,,,,,,
0.7965117692947388,4,499,,,,,,
0.05133442208170891,4,509,,,,,,
0.059951815754175186,4,519,,,,,,
0.14871759712696075,4,529,,,,,,
0.07031805068254471,4,539,,,,,,
,4,539,0.49189189076423645,0.6484422087669373,0.1869959831237793,0.6239327192306519,0.8890396952629089,
,5,540,,,,,,0.1869959831237793
