train_loss,step,epoch,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,val_qa_em,test_loss
0.9863041043281555,9,0,,,,,,
0.8761279582977295,19,0,,,,,,
0.3461246192455292,29,0,,,,,,
0.4696938097476959,39,0,,,,,,
0.8413892388343811,49,0,,,,,,
0.3237975239753723,59,0,,,,,,
0.7563029527664185,69,0,,,,,,
0.6642217636108398,79,0,,,,,,
0.39798837900161743,89,0,,,,,,
0.5650055408477783,99,0,,,,,,
,104,0,0.5485149025917053,0.14197318255901337,0.8529300689697266,0.5801990032196045,0.3910256326198578,
0.6453890204429626,109,1,,,,,,
0.5537993907928467,119,1,,,,,,
0.16415773332118988,129,1,,,,,,
0.3448188006877899,139,1,,,,,,
0.2502450942993164,149,1,,,,,,
0.5079100728034973,159,1,,,,,,
0.4363470673561096,169,1,,,,,,
0.25000810623168945,179,1,,,,,,
0.20613621175289154,189,1,,,,,,
0.21382053196430206,199,1,,,,,,
0.4203924238681793,209,1,,,,,,
,209,1,0.5934427380561829,0.12576235830783844,0.8677415251731873,0.6179336905479431,0.48076921701431274,
0.1323690116405487,219,2,,,,,,
0.20936813950538635,229,2,,,,,,
0.1749640703201294,239,2,,,,,,
0.21928036212921143,249,2,,,,,,
0.09207562357187271,259,2,,,,,,
0.34771209955215454,269,2,,,,,,
0.07523545622825623,279,2,,,,,,
0.2722589671611786,289,2,,,,,,
0.07991129904985428,299,2,,,,,,
0.08033407479524612,309,2,,,,,,
,314,2,0.6367442011833191,0.12301504611968994,0.8772777318954468,0.6479030847549438,0.5256410241127014,
0.2274095118045807,319,3,,,,,,
0.2792375087738037,329,3,,,,,,
0.03992161154747009,339,3,,,,,,
0.15575134754180908,349,3,,,,,,
0.06300252676010132,359,3,,,,,,
0.23483681678771973,369,3,,,,,,
0.1331653892993927,379,3,,,,,,
0.126316636800766,389,3,,,,,,
0.057005997747182846,399,3,,,,,,
0.09604254364967346,409,3,,,,,,
0.038597844541072845,419,3,,,,,,
,419,3,0.6403877139091492,0.12516163289546967,0.879265308380127,0.6548179984092712,0.5384615659713745,
0.06080199033021927,429,4,,,,,,
0.07769934087991714,439,4,,,,,,
0.04569400101900101,449,4,,,,,,
0.10268016904592514,459,4,,,,,,
0.020003804937005043,469,4,,,,,,
0.20648901164531708,479,4,,,,,,
0.02922881208360195,489,4,,,,,,
0.12759163975715637,499,4,,,,,,
0.020601991564035416,509,4,,,,,,
0.02574005536735058,519,4,,,,,,
,524,4,0.6478663682937622,0.13078241050243378,0.8822691440582275,0.6604852676391602,0.5512820482254028,
,525,5,,,,,,0.13078241050243378
