epoch,train_loss,step,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_em,val_qa_bert_score,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em
0,0.41667822003364563,9,,,,,,,,,,
0,0.4016926884651184,19,,,,,,,,,,
0,0.2148815244436264,29,,,,,,,,,,
0,0.22719620168209076,39,,,,,,,,,,
0,0.10350607335567474,49,,,,,,,,,,
0,0.17883075773715973,59,,,,,,,,,,
0,0.2384822815656662,69,,,,,,,,,,
0,0.4130174219608307,79,,,,,,,,,,
0,0.09493310749530792,89,,,,,,,,,,
0,,94,0.07744040340185165,0.6386334300041199,0.666355311870575,0.6044568419456482,0.9169676303863525,,,,,
1,0.07428374141454697,99,,,,,,,,,,
1,0.17422716319561005,109,,,,,,,,,,
1,0.23629777133464813,119,,,,,,,,,,
1,0.08108106255531311,129,,,,,,,,,,
1,0.06720678508281708,139,,,,,,,,,,
1,0.05605344846844673,149,,,,,,,,,,
1,0.09491360187530518,159,,,,,,,,,,
1,0.3984391689300537,169,,,,,,,,,,
1,0.0721127837896347,179,,,,,,,,,,
1,0.08327279984951019,189,,,,,,,,,,
1,,189,0.06944303959608078,0.6805204153060913,0.69895339012146,0.6490250825881958,0.9268509149551392,,,,,
2,0.054239291697740555,199,,,,,,,,,,
2,0.0936073511838913,209,,,,,,,,,,
2,0.03982258588075638,219,,,,,,,,,,
2,0.04855282977223396,229,,,,,,,,,,
2,0.05342328920960426,239,,,,,,,,,,
2,0.06453210115432739,249,,,,,,,,,,
2,0.04221346974372864,259,,,,,,,,,,
2,0.22061002254486084,269,,,,,,,,,,
2,0.052928075194358826,279,,,,,,,,,,
2,,284,0.0648946613073349,0.7027615308761597,0.716658890247345,0.6713091731071472,0.9320972561836243,,,,,
3,0.03918769210577011,289,,,,,,,,,,
3,0.19733861088752747,299,,,,,,,,,,
3,0.11328443884849548,309,,,,,,,,,,
3,0.3130152225494385,319,,,,,,,,,,
3,0.05846477299928665,329,,,,,,,,,,
3,0.15879833698272705,339,,,,,,,,,,
3,0.055358655750751495,349,,,,,,,,,,
3,0.023660706356167793,359,,,,,,,,,,
3,0.054226234555244446,369,,,,,,,,,,
3,0.02662418782711029,379,,,,,,,,,,
3,,379,0.06737219542264938,0.7052348256111145,0.7172108292579651,0.6740947365760803,0.9328750967979431,,,,,
4,0.07582639902830124,389,,,,,,,,,,
4,0.06623731553554535,399,,,,,,,,,,
4,0.05766633525490761,409,,,,,,,,,,
4,0.03843330219388008,419,,,,,,,,,,
4,0.040328219532966614,429,,,,,,,,,,
4,0.3003332018852234,439,,,,,,,,,,
4,0.30094730854034424,449,,,,,,,,,,
4,0.044090017676353455,459,,,,,,,,,,
4,0.02405915968120098,469,,,,,,,,,,
4,,474,0.06369631737470627,0.703332245349884,0.717529296875,0.6740947365760803,0.9324164986610413,,,,,
5,,475,,,,,,0.9324164986610413,0.06369631737470627,0.703332245349884,0.717529296875,0.6740947365760803
