step,epoch,train_loss,val_loss,val_qa_sas,val_qa_em,val_qa_answer_f1,val_qa_bert_score,test_loss
9,0,0.11357776075601578,,,,,,
19,0,0.0776003748178482,,,,,,
29,0,0.05518427863717079,,,,,,
39,0,0.05039793625473976,,,,,,
49,0,0.09252126514911652,,,,,,
59,0,0.05983591452240944,,,,,,
69,0,0.07318709045648575,,,,,,
79,0,0.06674282252788544,,,,,,
89,0,0.10609710961580276,,,,,,
99,0,0.05383537709712982,,,,,,
109,0,0.06617186963558197,,,,,,
119,0,0.03587605059146881,,,,,,
129,0,0.07499857246875763,,,,,,
139,0,0.08065690845251083,,,,,,
149,0,0.05228713899850845,,,,,,
159,0,0.05059149116277695,,,,,,
169,0,0.04785221442580223,,,,,,
179,0,0.04798300936818123,,,,,,
189,0,0.05508095398545265,,,,,,
189,0,,0.12672552466392517,0.35580822825431824,0.18941503763198853,0.25515660643577576,0.8309674263000488,
199,1,0.0552070289850235,,,,,,
209,1,0.06209997832775116,,,,,,
219,1,0.05511784180998802,,,,,,
229,1,0.05476129800081253,,,,,,
239,1,0.04315151646733284,,,,,,
249,1,0.07116170972585678,,,,,,
259,1,0.06698029488325119,,,,,,
269,1,0.05612528324127197,,,,,,
279,1,0.07021116465330124,,,,,,
289,1,0.05472506582736969,,,,,,
299,1,0.09804216027259827,,,,,,
309,1,0.08840597420930862,,,,,,
319,1,0.06085923686623573,,,,,,
329,1,0.053680695593357086,,,,,,
339,1,0.07772576063871384,,,,,,
349,1,0.06540460139513016,,,,,,
359,1,0.042861953377723694,,,,,,
369,1,0.05831708014011383,,,,,,
379,1,0.0498504713177681,,,,,,
379,1,,0.08620652556419373,0.3433937430381775,0.18384401500225067,0.24495922029018402,0.8204469680786133,
389,2,0.05273270979523659,,,,,,
399,2,0.05178287252783775,,,,,,
409,2,0.0475311316549778,,,,,,
419,2,0.04939790815114975,,,,,,
429,2,0.039706677198410034,,,,,,
439,2,0.06327316164970398,,,,,,
449,2,0.05878958851099014,,,,,,
459,2,0.04737405478954315,,,,,,
469,2,0.060166724026203156,,,,,,
479,2,0.049227628856897354,,,,,,
489,2,0.08854840695858002,,,,,,
499,2,0.053809210658073425,,,,,,
509,2,0.05433781072497368,,,,,,
519,2,0.05269787833094597,,,,,,
529,2,0.07154656946659088,,,,,,
539,2,0.05672803521156311,,,,,,
549,2,0.03862738609313965,,,,,,
559,2,0.04911861941218376,,,,,,
569,2,0.03175511583685875,,,,,,
569,2,,0.09693554043769836,0.36240583658218384,0.20612813532352448,0.27019888162612915,0.8318962454795837,
579,3,0.046219781041145325,,,,,,
589,3,0.04671582952141762,,,,,,
599,3,0.03742828965187073,,,,,,
609,3,0.04521763324737549,,,,,,
619,3,0.03436949476599693,,,,,,
629,3,0.056267376989126205,,,,,,
639,3,0.04899516701698303,,,,,,
649,3,0.03669269382953644,,,,,,
659,3,0.0485726036131382,,,,,,
669,3,0.039674967527389526,,,,,,
679,3,0.08037735521793365,,,,,,
689,3,0.04865351691842079,,,,,,
699,3,0.04488994926214218,,,,,,
709,3,0.0514666847884655,,,,,,
719,3,0.059199701994657516,,,,,,
729,3,0.044028203934431076,,,,,,
739,3,0.028298567980527878,,,,,,
749,3,0.03567822277545929,,,,,,
759,3,0.010605819523334503,,,,,,
759,3,,0.13110561668872833,0.37473613023757935,0.2200557142496109,0.28260067105293274,0.8341603875160217,
769,4,0.034960828721523285,,,,,,
779,4,0.03907247260212898,,,,,,
789,4,0.01997426711022854,,,,,,
799,4,0.036614518612623215,,,,,,
809,4,0.0211382657289505,,,,,,
819,4,0.04010602459311485,,,,,,
829,4,0.027352740988135338,,,,,,
839,4,0.01751156896352768,,,,,,
849,4,0.025213107466697693,,,,,,
859,4,0.020746957510709763,,,,,,
869,4,0.03834960237145424,,,,,,
879,4,0.02408246323466301,,,,,,
889,4,0.018492691218852997,,,,,,
899,4,0.04505573958158493,,,,,,
909,4,0.02868502400815487,,,,,,
919,4,0.018099745735526085,,,,,,
929,4,0.01334969513118267,,,,,,
939,4,0.011570991948246956,,,,,,
949,4,0.001359963440336287,,,,,,
949,4,,0.21786446869373322,0.3591187000274658,0.21727019548416138,0.2783692479133606,0.8334802985191345,
950,5,,,,,,,0.21786446869373322
