step,train_loss,epoch,val_qa_answer_f1,val_qa_bert_score,val_loss,val_qa_sas,val_qa_em,test_loss
9,0.11785338819026947,0,,,,,,
19,0.0520118772983551,0,,,,,,
29,0.04265495389699936,0,,,,,,
39,0.0895739421248436,0,,,,,,
49,0.04794289916753769,0,,,,,,
59,0.03148552030324936,0,,,,,,
69,0.03795287013053894,0,,,,,,
79,0.05130405351519585,0,,,,,,
89,0.03548295423388481,0,,,,,,
99,0.03819705545902252,0,,,,,,
109,0.03625300154089928,0,,,,,,
119,0.04378889873623848,0,,,,,,
129,0.06819360703229904,0,,,,,,
139,0.06199425458908081,0,,,,,,
149,0.04552214965224266,0,,,,,,
159,0.04491857439279556,0,,,,,,
169,0.0681275725364685,0,,,,,,
179,0.0680224597454071,0,,,,,,
189,0.025146950036287308,0,,,,,,
199,0.04822145774960518,0,,,,,,
209,0.042050112038850784,0,,,,,,
219,0.057277780026197433,0,,,,,,
229,0.03274249657988548,0,,,,,,
239,0.0272185318171978,0,,,,,,
249,0.04937494173645973,0,,,,,,
259,0.02562999166548252,0,,,,,,
269,0.08520545065402985,0,,,,,,
279,0.03820699080824852,0,,,,,,
289,0.030742371454834938,0,,,,,,
299,0.029462698847055435,0,,,,,,
309,0.016701936721801758,0,,,,,,
319,0.025421107187867165,0,,,,,,
329,0.028317036107182503,0,,,,,,
339,0.04919504001736641,0,,,,,,
349,0.054797716438770294,0,,,,,,
359,0.032783396542072296,0,,,,,,
369,0.03305795416235924,0,,,,,,
379,0.024179207161068916,0,,,,,,
389,0.0474051833152771,0,,,,,,
399,0.045057330280542374,0,,,,,,
409,0.04793839901685715,0,,,,,,
419,0.02663605473935604,0,,,,,,
429,0.02774910256266594,0,,,,,,
439,0.01739867590367794,0,,,,,,
449,0.03637048602104187,0,,,,,,
459,0.04314043000340462,0,,,,,,
469,0.017658891156315804,0,,,,,,
479,0.05051659792661667,0,,,,,,
489,0.029561787843704224,0,,,,,,
499,0.039697472006082535,0,,,,,,
509,0.04485554248094559,0,,,,,,
519,0.02798287570476532,0,,,,,,
529,0.03435754403471947,0,,,,,,
539,0.05528157204389572,0,,,,,,
549,0.02480529248714447,0,,,,,,
559,0.024757131934165955,0,,,,,,
569,0.047009386122226715,0,,,,,,
579,0.04088073596358299,0,,,,,,
589,0.02898808941245079,0,,,,,,
599,0.04053625836968422,0,,,,,,
609,0.03048080764710903,0,,,,,,
619,0.029678281396627426,0,,,,,,
629,0.021785449236631393,0,,,,,,
632,,0,0.2660885155200958,0.8297277092933655,0.12020695954561234,0.35816311836242676,0.1840490847826004,
639,0.029037142172455788,1,,,,,,
649,0.06426755338907242,1,,,,,,
659,0.022523440420627594,1,,,,,,
669,0.06366289407014847,1,,,,,,
679,0.03531324118375778,1,,,,,,
689,0.033969417214393616,1,,,,,,
699,0.04878125712275505,1,,,,,,
709,0.02487242966890335,1,,,,,,
719,0.03492517024278641,1,,,,,,
729,0.029260285198688507,1,,,,,,
739,0.03208400681614876,1,,,,,,
749,0.036876529455184937,1,,,,,,
759,0.016728008165955544,1,,,,,,
769,0.04493209719657898,1,,,,,,
779,0.0429300032556057,1,,,,,,
789,0.0348077192902565,1,,,,,,
799,0.03439653292298317,1,,,,,,
809,0.03853366896510124,1,,,,,,
819,0.0192683394998312,1,,,,,,
829,0.05994347482919693,1,,,,,,
839,0.022695055231451988,1,,,,,,
849,0.045054174959659576,1,,,,,,
859,0.03832050785422325,1,,,,,,
869,0.0299797672778368,1,,,,,,
879,0.02573007345199585,1,,,,,,
889,0.029698127880692482,1,,,,,,
899,0.03251773864030838,1,,,,,,
909,0.03491077944636345,1,,,,,,
919,0.026057621464133263,1,,,,,,
929,0.04003354534506798,1,,,,,,
939,0.05108227580785751,1,,,,,,
949,0.02834836021065712,1,,,,,,
959,0.02497786469757557,1,,,,,,
969,0.02774062752723694,1,,,,,,
979,0.03619537129998207,1,,,,,,
989,0.03022761456668377,1,,,,,,
999,0.05600713938474655,1,,,,,,
1009,0.02478320524096489,1,,,,,,
1019,0.027053814381361008,1,,,,,,
1029,0.05719776079058647,1,,,,,,
1039,0.040333524346351624,1,,,,,,
1049,0.02753831259906292,1,,,,,,
1059,0.031131058931350708,1,,,,,,
1069,0.04099680110812187,1,,,,,,
1079,0.034097980707883835,1,,,,,,
1089,0.01403716579079628,1,,,,,,
1099,0.03563922271132469,1,,,,,,
1109,0.02805313467979431,1,,,,,,
1119,0.023120490834116936,1,,,,,,
1129,0.03154080733656883,1,,,,,,
1139,0.06469785422086716,1,,,,,,
1149,0.025214048102498055,1,,,,,,
1159,0.042039334774017334,1,,,,,,
1169,0.02638872340321541,1,,,,,,
1179,0.026770973578095436,1,,,,,,
1189,0.045753490179777145,1,,,,,,
1199,0.054670389741659164,1,,,,,,
1209,0.018555285409092903,1,,,,,,
1219,0.045526985079050064,1,,,,,,
1229,0.02907896786928177,1,,,,,,
1239,0.03742792457342148,1,,,,,,
1249,0.04554830864071846,1,,,,,,
