step,train_loss,epoch,val_qa_bert_score,val_loss,val_qa_answer_f1,val_qa_em,val_qa_sas,test_loss
9,0.49728259444236755,0,,,,,,
19,0.46029165387153625,0,,,,,,
29,0.12782353162765503,0,,,,,,
39,0.5476464033126831,0,,,,,,
49,0.08976522833108902,0,,,,,,
59,0.1496107429265976,0,,,,,,
69,0.0550280399620533,0,,,,,,
79,0.22534091770648956,0,,,,,,
89,0.16315358877182007,0,,,,,,
99,0.11985383182764053,0,,,,,,
109,0.08083199709653854,0,,,,,,
119,0.12376054376363754,0,,,,,,
129,0.13428999483585358,0,,,,,,
139,0.208591490983963,0,,,,,,
149,0.24533593654632568,0,,,,,,
159,0.3068055808544159,0,,,,,,
169,0.12399903684854507,0,,,,,,
179,0.13507333397865295,0,,,,,,
189,0.13324841856956482,0,,,,,,
199,0.27159202098846436,0,,,,,,
209,0.14566391706466675,0,,,,,,
219,0.10897282510995865,0,,,,,,
229,0.10230490565299988,0,,,,,,
239,0.0738590806722641,0,,,,,,
249,0.11887835711240768,0,,,,,,
259,0.06882334500551224,0,,,,,,
269,0.11276043951511383,0,,,,,,
279,0.15997295081615448,0,,,,,,
289,0.14132779836654663,0,,,,,,
299,0.11583343148231506,0,,,,,,
309,0.15123388171195984,0,,,,,,
319,0.1087019070982933,0,,,,,,
329,0.08880578726530075,0,,,,,,
339,0.12196490168571472,0,,,,,,
349,0.0993843600153923,0,,,,,,
359,0.12962491810321808,0,,,,,,
369,0.10890015214681625,0,,,,,,
374,,0,0.7991914749145508,0.1086733341217041,0.26908060908317566,0.19212599098682404,0.3281964659690857,
379,0.14070996642112732,1,,,,,,
389,0.08974982798099518,1,,,,,,
399,0.0900244489312172,1,,,,,,
409,0.09060224890708923,1,,,,,,
419,0.20909927785396576,1,,,,,,
429,0.132993683218956,1,,,,,,
439,0.07005149871110916,1,,,,,,
449,0.1431468427181244,1,,,,,,
459,0.10858955979347229,1,,,,,,
469,0.0967877060174942,1,,,,,,
479,0.15145893394947052,1,,,,,,
489,0.06690645962953568,1,,,,,,
499,0.10518191009759903,1,,,,,,
509,0.11374852806329727,1,,,,,,
519,0.056677673012018204,1,,,,,,
529,0.06867235153913498,1,,,,,,
539,0.20341916382312775,1,,,,,,
549,0.07383333891630173,1,,,,,,
559,0.14336030185222626,1,,,,,,
569,0.08325372636318207,1,,,,,,
579,0.09370855987071991,1,,,,,,
589,0.10808078199625015,1,,,,,,
599,0.0826764851808548,1,,,,,,
609,0.15818673372268677,1,,,,,,
619,0.08149895071983337,1,,,,,,
629,0.1485241949558258,1,,,,,,
639,0.09211521595716476,1,,,,,,
649,0.14560233056545258,1,,,,,,
659,0.12644535303115845,1,,,,,,
669,0.11695293337106705,1,,,,,,
679,0.05876220762729645,1,,,,,,
689,0.07860109955072403,1,,,,,,
699,0.1261845976114273,1,,,,,,
709,0.09158382564783096,1,,,,,,
719,0.10461617261171341,1,,,,,,
729,0.1286802738904953,1,,,,,,
739,0.047519080340862274,1,,,,,,
749,0.4744691550731659,1,,,,,,
749,,1,0.8073323369026184,0.11238027364015579,0.2926883101463318,0.21574802696704865,0.34188416600227356,
759,0.07266952097415924,2,,,,,,
769,0.0908721387386322,2,,,,,,
779,0.07138165086507797,2,,,,,,
789,0.07045602053403854,2,,,,,,
799,0.11843541264533997,2,,,,,,
809,0.08901145309209824,2,,,,,,
819,0.11573714762926102,2,,,,,,
829,0.05020996928215027,2,,,,,,
839,0.07469053566455841,2,,,,,,
849,0.09222079813480377,2,,,,,,
859,0.07805493474006653,2,,,,,,
869,0.05370088666677475,2,,,,,,
879,0.06750553101301193,2,,,,,,
889,0.07475157827138901,2,,,,,,
899,0.08695493638515472,2,,,,,,
909,0.08928640931844711,2,,,,,,
919,0.08600838482379913,2,,,,,,
929,0.0910814180970192,2,,,,,,
939,0.09389932453632355,2,,,,,,
949,0.07946480065584183,2,,,,,,
959,0.12818901240825653,2,,,,,,
969,0.0577445849776268,2,,,,,,
979,0.09773215651512146,2,,,,,,
989,0.10634630918502808,2,,,,,,
999,0.09800481796264648,2,,,,,,
1009,0.0603252537548542,2,,,,,,
1019,0.16506405174732208,2,,,,,,
1029,0.09366252273321152,2,,,,,,
1039,0.0649058148264885,2,,,,,,
1049,0.0889066681265831,2,,,,,,
1059,0.062261972576379776,2,,,,,,
1069,0.07003941386938095,2,,,,,,
1079,0.045831795781850815,2,,,,,,
1089,0.06917154043912888,2,,,,,,
1099,0.062260568141937256,2,,,,,,
1109,0.05290913209319115,2,,,,,,
1119,0.05094224959611893,2,,,,,,
1124,,2,0.8114715218544006,0.11413440108299255,0.29884418845176697,0.22204723954200745,0.3505890965461731,
1129,0.06779281049966812,3,,,,,,
1139,0.05215984955430031,3,,,,,,
1149,0.07598729431629181,3,,,,,,
1159,0.04903089627623558,3,,,,,,
1169,0.10170043259859085,3,,,,,,
1179,0.061810098588466644,3,,,,,,
1189,0.0499735027551651,3,,,,,,
1199,0.07543511688709259,3,,,,,,
1209,0.06462949514389038,3,,,,,,
1219,0.07619482278823853,3,,,,,,
1229,0.0850476399064064,3,,,,,,
1239,0.05376004800200462,3,,,,,,
1249,0.06786823272705078,3,,,,,,
1259,0.07182566076517105,3,,,,,,
1269,0.03360883146524429,3,,,,,,
