train_loss,epoch,step,val_qa_sas,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_em,test_loss
0.18595093488693237,0,9,,,,,,
0.25033408403396606,0,19,,,,,,
0.17423690855503082,0,29,,,,,,
0.2614588439464569,0,39,,,,,,
0.1796368658542633,0,49,,,,,,
0.6818755865097046,0,59,,,,,,
0.22944363951683044,0,69,,,,,,
0.4236421585083008,0,79,,,,,,
0.30138319730758667,0,89,,,,,,
0.2540944516658783,0,99,,,,,,
1.2458544969558716,0,109,,,,,,
0.9758852124214172,0,119,,,,,,
0.15617944300174713,0,129,,,,,,
0.14770996570587158,0,139,,,,,,
0.4255962073802948,0,149,,,,,,
0.18847866356372833,0,159,,,,,,
0.09496991336345673,0,169,,,,,,
0.11781306564807892,0,179,,,,,,
0.3180241882801056,0,189,,,,,,
0.3476887345314026,0,199,,,,,,
0.19628942012786865,0,209,,,,,,
,0,214,0.6555790901184082,0.14790208637714386,0.8785877227783203,0.5953748822212219,0.3767313063144684,
0.22634276747703552,1,219,,,,,,
0.09023942053318024,1,229,,,,,,
0.19598360359668732,1,239,,,,,,
0.15511161088943481,1,249,,,,,,
0.3171512186527252,1,259,,,,,,
0.490305095911026,1,269,,,,,,
0.2787186801433563,1,279,,,,,,
0.21418333053588867,1,289,,,,,,
0.07915469259023666,1,299,,,,,,
0.09969906508922577,1,309,,,,,,
0.13321278989315033,1,319,,,,,,
0.32972243428230286,1,329,,,,,,
0.4480062425136566,1,339,,,,,,
0.2857740521430969,1,349,,,,,,
0.14708420634269714,1,359,,,,,,
0.23107247054576874,1,369,,,,,,
0.8615934252738953,1,379,,,,,,
0.13042668998241425,1,389,,,,,,
0.37245604395866394,1,399,,,,,,
0.26868146657943726,1,409,,,,,,
0.18317927420139313,1,419,,,,,,
0.22351762652397156,1,429,,,,,,
,1,429,0.7034662365913391,0.12907417118549347,0.8936283588409424,0.6540454030036926,0.4487534761428833,
0.12190060317516327,2,439,,,,,,
0.17129145562648773,2,449,,,,,,
0.10286492854356766,2,459,,,,,,
0.06718156486749649,2,469,,,,,,
0.10404089838266373,2,479,,,,,,
0.46445736289024353,2,489,,,,,,
0.0882214605808258,2,499,,,,,,
0.17258086800575256,2,509,,,,,,
0.10734939575195312,2,519,,,,,,
0.07572029531002045,2,529,,,,,,
0.037373293191194534,2,539,,,,,,
0.07466218620538712,2,549,,,,,,
0.1836753487586975,2,559,,,,,,
0.20955002307891846,2,569,,,,,,
0.12040393799543381,2,579,,,,,,
0.03757327422499657,2,589,,,,,,
0.136012464761734,2,599,,,,,,
0.2075503021478653,2,609,,,,,,
0.19488559663295746,2,619,,,,,,
0.3102773129940033,2,629,,,,,,
0.13435858488082886,2,639,,,,,,
,2,644,0.6829657554626465,0.13084255158901215,0.8867571353912354,0.6289800405502319,0.4349030554294586,
0.11962727457284927,3,649,,,,,,
0.022520696744322777,3,659,,,,,,
0.11164221167564392,3,669,,,,,,
0.06890759617090225,3,679,,,,,,
0.15127642452716827,3,689,,,,,,
0.1679675132036209,3,699,,,,,,
0.1571294665336609,3,709,,,,,,
0.06662727147340775,3,719,,,,,,
0.014479751698672771,3,729,,,,,,
0.04885746166110039,3,739,,,,,,
0.05118174850940704,3,749,,,,,,
0.08419200778007507,3,759,,,,,,
0.18095165491104126,3,769,,,,,,
0.12640820443630219,3,779,,,,,,
0.03505280986428261,3,789,,,,,,
0.07212302833795547,3,799,,,,,,
0.4872962534427643,3,809,,,,,,
0.02538371831178665,3,819,,,,,,
0.07702799886465073,3,829,,,,,,
0.15172596275806427,3,839,,,,,,
0.056058868765830994,3,849,,,,,,
0.12070390582084656,3,859,,,,,,
,3,859,0.6738260984420776,0.14079661667346954,0.8871548175811768,0.6266724467277527,0.42659279704093933,
0.06447083503007889,4,869,,,,,,
0.03712323307991028,4,879,,,,,,
0.04729773849248886,4,889,,,,,,
0.026132600381970406,4,899,,,,,,
0.03258007392287254,4,909,,,,,,
0.26428523659706116,4,919,,,,,,
0.016506165266036987,4,929,,,,,,
0.08369484543800354,4,939,,,,,,
0.022490575909614563,4,949,,,,,,
0.01629403606057167,4,959,,,,,,
0.007016769610345364,4,969,,,,,,
0.03138064965605736,4,979,,,,,,
0.0737052708864212,4,989,,,,,,
0.06236985698342323,4,999,,,,,,
0.0497269481420517,4,1009,,,,,,
0.010936775244772434,4,1019,,,,,,
0.05156264826655388,4,1029,,,,,,
0.0662304237484932,4,1039,,,,,,
0.11439678072929382,4,1049,,,,,,
0.08503153175115585,4,1059,,,,,,
0.04883068427443504,4,1069,,,,,,
,4,1074,0.6728381514549255,0.16593261063098907,0.8833208084106445,0.6187116503715515,0.42105263471603394,
,5,1075,,,,,,0.16593261063098907
