epoch,step,train_loss,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_loss,val_qa_em,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss
0,9,0.3640497922897339,,,,,,,,,,
0,19,0.28861111402511597,,,,,,,,,,
0,29,0.2809668481349945,,,,,,,,,,
0,39,0.16964907944202423,,,,,,,,,,
0,49,0.11727701872587204,,,,,,,,,,
0,59,0.17754098773002625,,,,,,,,,,
0,69,0.13134200870990753,,,,,,,,,,
0,79,0.18740428984165192,,,,,,,,,,
0,89,0.1170160174369812,,,,,,,,,,
0,96,,0.6202822327613831,0.6468331217765808,0.9136034846305847,0.0726984292268753,0.5882353186607361,,,,,
1,99,0.12611085176467896,,,,,,,,,,
1,109,0.11367625743150711,,,,,,,,,,
1,119,0.09535738080739975,,,,,,,,,,
1,129,0.10859613120555878,,,,,,,,,,
1,139,0.1012159064412117,,,,,,,,,,
1,149,0.14887242019176483,,,,,,,,,,
1,159,0.1146913468837738,,,,,,,,,,
1,169,0.12392221391201019,,,,,,,,,,
1,179,0.11334824562072754,,,,,,,,,,
1,189,0.053236592561006546,,,,,,,,,,
1,193,,0.6885823607444763,0.7184709906578064,0.9324272871017456,0.0654599666595459,0.6563467383384705,,,,,
2,199,0.11264212429523468,,,,,,,,,,
2,209,0.14719262719154358,,,,,,,,,,
2,219,0.06739344447851181,,,,,,,,,,
2,229,0.13275805115699768,,,,,,,,,,
2,239,0.12270713597536087,,,,,,,,,,
2,249,0.1598442792892456,,,,,,,,,,
2,259,0.07697200775146484,,,,,,,,,,
2,269,0.17853161692619324,,,,,,,,,,
2,279,0.05808272585272789,,,,,,,,,,
2,289,0.10602337121963501,,,,,,,,,,
2,290,,0.6913949847221375,0.7226794958114624,0.933373212814331,0.06288278847932816,0.6594427227973938,,,,,
3,299,0.12006844580173492,,,,,,,,,,
3,309,0.06354970484972,,,,,,,,,,
3,319,0.08573619276285172,,,,,,,,,,
3,329,0.10616228729486465,,,,,,,,,,
3,339,0.10135306417942047,,,,,,,,,,
3,349,0.06702864915132523,,,,,,,,,,
3,359,0.10397020727396011,,,,,,,,,,
3,369,0.11420290917158127,,,,,,,,,,
3,379,0.09918432682752609,,,,,,,,,,
3,387,,0.702562689781189,0.7264927625656128,0.9355128407478333,0.05927248299121857,0.6718266010284424,,,,,
4,389,0.13278716802597046,,,,,,,,,,
4,399,0.07121424376964569,,,,,,,,,,
4,409,0.06477533280849457,,,,,,,,,,
4,419,0.06298987567424774,,,,,,,,,,
4,429,0.05328511446714401,,,,,,,,,,
4,439,0.04554538428783417,,,,,,,,,,
4,449,0.09071773290634155,,,,,,,,,,
4,459,0.06477733701467514,,,,,,,,,,
4,469,0.09206397086381912,,,,,,,,,,
4,479,0.060738056898117065,,,,,,,,,,
4,484,,0.6981960535049438,0.7272832989692688,0.9350702166557312,0.05882330983877182,0.6656346917152405,,,,,
5,485,,,,,,,0.6656346917152405,0.9350702166557312,0.6981960535049438,0.7272832989692688,0.05882330983877182
